# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+1.2470000000000000e+02 +4.2518883874261672e-05 +7.4304674588106689e-10 -1.6913111628048951e-02 +6.0812603737376675e+07 
+1.2480000000000001e+02 +4.2390790628284764e-05 +7.0956496553835227e-10 -1.6841972776809353e-02 +6.0516631620878056e+07 
+1.2490000000000001e+02 +4.2263172770598953e-05 +6.7558325160579762e-10 -1.6771161480402825e-02 +6.0220016514248677e+07 
+1.2500000000000000e+02 +4.2136028130751408e-05 +6.4259308224389256e-10 -1.6700673880447710e-02 +5.9922072467779443e+07 
+1.2510000000000001e+02 +4.2009354584742519e-05 +6.1193040083294130e-10 -1.6630506803362904e-02 +5.9622282891035929e+07 
+1.2520000000000000e+02 +4.1883150194385539e-05 +5.8430901396385514e-10 -1.6560659814765240e-02 +5.9320808629957534e+07 
+1.2530000000000001e+02 +4.1757413067946669e-05 +5.6028719413907854e-10 -1.6491133165065619e-02 +5.9017979887786493e+07 
+1.2540000000000001e+02 +4.1632141313692380e-05 +5.4042321555192461e-10 -1.6421927104680847e-02 +5.8714126869610146e+07 
+1.2550000000000000e+02 +4.1507333039889050e-05 +5.2527534903958886e-10 -1.6353041884025692e-02 +5.8409579779846735e+07 
+1.2560000000000001e+02 +4.1382986354802886e-05 +5.1540186976891454e-10 -1.6284477753511283e-02 +5.8104668821766376e+07 
+1.2570000000000000e+02 +4.1259099366700421e-05 +5.1136104944815070e-10 -1.6216234963555662e-02 +5.7799724200905018e+07 
+1.2580000000000001e+02 +4.1135670183847835e-05 +5.1371116057974160e-10 -1.6148313764569398e-02 +5.7495076120342694e+07 
+1.2590000000000001e+02 +4.1012696914511566e-05 +5.2301047722890452e-10 -1.6080714406967647e-02 +5.7191054784604087e+07 
+1.2600000000000000e+02 +4.0890177666957958e-05 +5.3981727112950741e-10 -1.6013437141164828e-02 +5.6887990398016199e+07 
+1.2610000000000001e+02 +4.0768110544084073e-05 +5.6429081383013783e-10 -1.5946481816346378e-02 +5.6586200706769019e+07 
+1.2620000000000000e+02 +4.0646493627309476e-05 +5.9499437201356819e-10 -1.5879846676765928e-02 +5.6285953618434474e+07 
+1.2630000000000001e+02 +4.0525324992684527e-05 +6.3009221184424060e-10 -1.5813529565451050e-02 +5.5987504583405495e+07 
+1.2640000000000001e+02 +4.0404602716259403e-05 +6.6774859633543310e-10 -1.5747528325424226e-02 +5.5691109050384544e+07 
+1.2650000000000000e+02 +4.0284324874084620e-05 +7.0612779193339913e-10 -1.5681840799716344e-02 +5.5397022470821440e+07 
+1.2660000000000001e+02 +4.0164489542210294e-05 +7.4339406357285853e-10 -1.5616464831348964e-02 +5.5105500293132231e+07 
+1.2670000000000000e+02 +4.0045094796686804e-05 +7.7771167593233834e-10 -1.5551398263349491e-02 +5.4816797967626236e+07 
+1.2680000000000001e+02 +3.9926138713564449e-05 +8.0724489427960798e-10 -1.5486638938744008e-02 +5.4531170944283277e+07 
+1.2690000000000001e+02 +3.9807619368893515e-05 +8.3015798383119852e-10 -1.5422184700556570e-02 +5.4248874672104873e+07 
+1.2700000000000000e+02 +3.9689534838724313e-05 +8.4461520972678347e-10 -1.5358033391814102e-02 +5.3970164601478904e+07 
+1.2710000000000001e+02 +3.9571883223868870e-05 +8.4948631775740652e-10 -1.5294183034530463e-02 +5.3695235626510464e+07 
+1.2720000000000000e+02 +3.9454662724186149e-05 +8.4646297954761671e-10 -1.5230632366668526e-02 +5.3424040417658731e+07 
+1.2730000000000001e+02 +3.9337871564296828e-05 +8.3794234586179937e-10 -1.5167380305181508e-02 +5.3156471090668961e+07 
+1.2740000000000001e+02 +3.9221507968821516e-05 +8.2632156897587395e-10 -1.5104425767019328e-02 +5.2892419760239661e+07 
+1.2750000000000000e+02 +3.9105570162381046e-05 +8.1399780175500223e-10 -1.5041767669137625e-02 +5.2631778542820655e+07 
+1.2760000000000001e+02 +3.8990056369595973e-05 +8.0336819488671204e-10 -1.4979404928485471e-02 +5.2374439552699871e+07 
+1.2770000000000000e+02 +3.8874964815087003e-05 +7.9682990016015747e-10 -1.4917336462015877e-02 +5.2120294905602276e+07 
+1.2780000000000001e+02 +3.8760293723474845e-05 +7.9678007082478842e-10 -1.4855561186680889e-02 +5.1869236716710463e+07 
+1.2790000000000001e+02 +3.8646041319380164e-05 +8.0561585772184825e-10 -1.4794078019432383e-02 +5.1621157101430051e+07 
+1.2800000000000000e+02 +3.8532205827423637e-05 +8.2573441281982562e-10 -1.4732885877221992e-02 +5.1375948174900554e+07 
+1.2809999999999999e+02 +3.8418785467217646e-05 +8.5856608725235831e-10 -1.4671983298299015e-02 +5.1133406386782818e+07 
+1.2820000000000002e+02 +3.8305778438341354e-05 +9.0167402548318173e-10 -1.4611367306098673e-02 +5.0892945523941033e+07 
+1.2830000000000001e+02 +3.8193182935365693e-05 +9.5165457349814806e-10 -1.4551034545354724e-02 +5.0653883708181456e+07 
+1.2840000000000001e+02 +3.8080997152861490e-05 +1.0051040740807071e-09 -1.4490981660797667e-02 +5.0415539059820078e+07 
+1.2850000000000000e+02 +3.7969219285399614e-05 +1.0586188719869889e-09 -1.4431205297160877e-02 +5.0177229700556703e+07 
+1.2859999999999999e+02 +3.7857847527551016e-05 +1.1087953113326427e-09 -1.4371702099177340e-02 +4.9938273751672953e+07 
+1.2870000000000002e+02 +3.7746880073886489e-05 +1.1522297362076986e-09 -1.4312468711578794e-02 +4.9697989334311053e+07 
+1.2880000000000001e+02 +3.7636315118976970e-05 +1.1855184924442936e-09 -1.4253501779097882e-02 +4.9455694569587886e+07 
+1.2890000000000001e+02 +3.7526150857393322e-05 +1.2052579221085393e-09 -1.4194797946467054e-02 +4.9210707578911789e+07 
+1.2900000000000000e+02 +3.7416385483706420e-05 +1.2080443689061776e-09 -1.4136353858418538e-02 +4.8962346483354025e+07 
+1.2909999999999999e+02 +3.7307017239332026e-05 +1.1916613724946461e-09 -1.4078166894499219e-02 +4.8710187565035552e+07 
+1.2920000000000002e+02 +3.7198044553065479e-05 +1.1586412421963548e-09 -1.4020237373513780e-02 +4.8454839750354677e+07 
+1.2930000000000001e+02 +3.7089465900547021e-05 +1.1127034789813807e-09 -1.3962566349079018e-02 +4.8197170125606224e+07 
+1.2940000000000001e+02 +3.6981279757416957e-05 +1.0575675862280077e-09 -1.3905154874815638e-02 +4.7938045778511919e+07 
+1.2950000000000000e+02 +3.6873484599315453e-05 +9.9695306680213462e-10 -1.3848004004340846e-02 +4.7678333795723945e+07 
+1.2959999999999999e+02 +3.6766078901882728e-05 +9.3457942341594573e-10 -1.3791114791272478e-02 +4.7418901263960384e+07 
+1.2970000000000002e+02 +3.6659061140759084e-05 +8.7416615967829751e-10 -1.3734488289230525e-02 +4.7160615270676836e+07 
+1.2980000000000001e+02 +3.6552429791584732e-05 +8.1943277699479370e-10 -1.3678125551831904e-02 +4.6904342902307525e+07 
+1.2990000000000001e+02 +3.6446183329999940e-05 +7.7409877738589936e-10 -1.3622027632696878e-02 +4.6650951246586852e+07 
+1.3000000000000000e+02 +3.6340320231644907e-05 +7.4188366499847449e-10 -1.3566195585442253e-02 +4.6401307389746279e+07 
+1.3009999999999999e+02 +3.6234838959281846e-05 +7.2547325496963410e-10 -1.3510629949319113e-02 +4.6156098906739816e+07 
+1.3020000000000002e+02 +3.6129737924161194e-05 +7.2341861441632658e-10 -1.3455329206118081e-02 +4.5915295326930135e+07 
+1.3030000000000001e+02 +3.6025015524655307e-05 +7.3323712147137423e-10 -1.3400291323258444e-02 +4.5678686666091047e+07 
+1.3040000000000001e+02 +3.5920670159136492e-05 +7.5244615675266405e-10 -1.3345514268159511e-02 +4.5446062940006480e+07 
+1.3050000000000000e+02 +3.5816700225977195e-05 +7.7856309926407158e-10 -1.3290996008244967e-02 +4.5217214166183807e+07 
+1.3059999999999999e+02 +3.5713104123549716e-05 +8.0910533041767936e-10 -1.3236734510933951e-02 +4.4991930360325851e+07 
+1.3070000000000002e+02 +3.5609880250226439e-05 +8.4159022701411020e-10 -1.3182727743647933e-02 +4.4770001538949020e+07 
+1.3080000000000001e+02 +3.5507027004379761e-05 +8.7353517020925473e-10 -1.3128973673808263e-02 +4.4551217718744591e+07 
+1.3090000000000001e+02 +3.5404542784382011e-05 +9.0245754010861482e-10 -1.3075470268834823e-02 +4.4335368915618137e+07 
+1.3100000000000000e+02 +3.5302425988605585e-05 +9.2587471522930144e-10 -1.3022215496149851e-02 +4.4122245146610700e+07 
+1.3109999999999999e+02 +3.5200675027125222e-05 +9.4182496904344728e-10 -1.2969207291832242e-02 +4.3911616174930237e+07 
+1.3120000000000002e+02 +3.5099288356824933e-05 +9.5043015330612204e-10 -1.2916443466590087e-02 +4.3703170751602724e+07 
+1.3130000000000001e+02 +3.4998264446291253e-05 +9.5233301147377604e-10 -1.2863921799791896e-02 +4.3496577375174485e+07 
+1.3140000000000001e+02 +3.4897601764110684e-05 +9.4817628833505990e-10 -1.2811640070807543e-02 +4.3291504544845730e+07 
+1.3150000000000000e+02 +3.4797298778869618e-05 +9.3860272798690441e-10 -1.2759596059002568e-02 +4.3087620758270644e+07 
+1.3159999999999999e+02 +3.4697353959154579e-05 +9.2425507549977162e-10 -1.2707787543747021e-02 +4.2884594514733061e+07 
+1.3170000000000002e+02 +3.4597765773551958e-05 +9.0577607540611904e-10 -1.2656212304406682e-02 +4.2682094311849169e+07 
+1.3180000000000001e+02 +3.4498532690648299e-05 +8.8380847213592828e-10 -1.2604868120351016e-02 +4.2479788648773544e+07 
+1.3190000000000001e+02 +3.4399653179029988e-05 +8.5899500958117616e-10 -1.2553752770946483e-02 +4.2277346023451827e+07 
+1.3200000000000000e+02 +3.4301125707283534e-05 +8.3197843258175207e-10 -1.2502864035562248e-02 +4.2074434934818126e+07 
+1.3209999999999999e+02 +3.4202948773144605e-05 +8.0345795366221023e-10 -1.2452200077578635e-02 +4.1870798389561921e+07 
+1.3220000000000002e+02 +3.4105120990945689e-05 +7.7435865711053883e-10 -1.2401760596434290e-02 +4.1666477431129843e+07 
+1.3230000000000001e+02 +3.4007641004168522e-05 +7.4566209418205374e-10 -1.2351545675577216e-02 +4.1461587609773487e+07 
+1.3240000000000001e+02 +3.3910507456294784e-05 +7.1834981536349429e-10 -1.2301555398457910e-02 +4.1256244477024347e+07 
+1.3250000000000000e+02 +3.3813718990806240e-05 +6.9340337378037921e-10 -1.2251789848528417e-02 +4.1050563584773839e+07 
+1.3259999999999999e+02 +3.3717274251184577e-05 +6.7180432040621341e-10 -1.2202249109237407e-02 +4.0844660483597964e+07 
+1.3270000000000002e+02 +3.3621171880911436e-05 +6.5453420811032373e-10 -1.2152933264034129e-02 +4.0638650724577092e+07 
+1.3280000000000001e+02 +3.3525410523468648e-05 +6.4257458640591871e-10 -1.2103842396370823e-02 +4.0432649859622903e+07 
+1.3290000000000001e+02 +3.3429988822337916e-05 +6.3690700790613315e-10 -1.2054976589697392e-02 +4.0226773439825900e+07 
+1.3300000000000000e+02 +3.3334905421000913e-05 +6.3851302550591311e-10 -1.2006335927464201e-02 +4.0021137016575657e+07 
+1.3309999999999999e+02 +3.3240158957522302e-05 +6.4794054430050142e-10 -1.1957920215623186e-02 +3.9815873312805444e+07 
+1.3320000000000002e+02 +3.3145748048298674e-05 +6.6400289691397947e-10 -1.1909728150143304e-02 +3.9611183742172666e+07 
+1.3330000000000001e+02 +3.3051671304309652e-05 +6.8507976940044779e-10 -1.1861758149496551e-02 +3.9407286890349843e+07 
+1.3340000000000001e+02 +3.2957927336534727e-05 +7.0955084763467255e-10 -1.1814008632153249e-02 +3.9204401342515253e+07 
+1.3350000000000000e+02 +3.2864514755953516e-05 +7.3579581802942332e-10 -1.1766478016585554e-02 +3.9002745684422523e+07 
+1.3359999999999999e+02 +3.2771432173545555e-05 +7.6219436850900401e-10 -1.1719164721264507e-02 +3.8802538501513526e+07 
+1.3370000000000002e+02 +3.2678678200290321e-05 +7.8712618379531609e-10 -1.1672067164659848e-02 +3.8603998378839821e+07 
+1.3380000000000001e+02 +3.2586251447167486e-05 +8.0897095186390121e-10 -1.1625183765244520e-02 +3.8407343902302027e+07 
+1.3390000000000001e+02 +3.2494150525156546e-05 +8.2610835848704911e-10 -1.1578512941489151e-02 +3.8212793657301471e+07 
+1.3400000000000000e+02 +3.2402374045237118e-05 +8.3691809030810235e-10 -1.1532053111866274e-02 +3.8020566229693145e+07 
+1.3409999999999999e+02 +3.2310920638505603e-05 +8.4039048369014070e-10 -1.1485802887801409e-02 +3.7830844471164972e+07 
+1.3420000000000002e+02 +3.2219789016526239e-05 +8.3795847497681961e-10 -1.1439761652549150e-02 +3.7643668301671267e+07 
+1.3430000000000001e+02 +3.2128977910980093e-05 +8.3166564943733535e-10 -1.1393928982317390e-02 +3.7459041907219753e+07 
+1.3440000000000001e+02 +3.2038486053548308e-05 +8.2355559234088412e-10 -1.1348304453315953e-02 +3.7276969474213555e+07 
+1.3450000000000000e+02 +3.1948312175911931e-05 +8.1567189098058103e-10 -1.1302887641752935e-02 +3.7097455188685738e+07 
+1.3459999999999999e+02 +3.1858455009752050e-05 +8.1005813072809961e-10 -1.1257678123836832e-02 +3.6920503236702345e+07 
+1.3470000000000002e+02 +3.1768913286749820e-05 +8.0875789723692420e-10 -1.1212675475778033e-02 +3.6746117804864168e+07 
+1.3480000000000001e+02 +3.1679685738586330e-05 +8.1381477633987437e-10 -1.1167879273785116e-02 +3.6574303079434931e+07 
+1.3490000000000001e+02 +3.1590771096942626e-05 +8.2727235335738487e-10 -1.1123289094065885e-02 +3.6405063246224679e+07 
+1.3500000000000000e+02 +3.1502168093499871e-05 +8.5117421542885533e-10 -1.1078904512830747e-02 +3.6238402491765782e+07 
+1.3509999999999999e+02 +3.1413875454307435e-05 +8.8669748064722074e-10 -1.1034724724498561e-02 +3.6074221429133549e+07 
+1.3520000000000002e+02 +3.1325891882887723e-05 +9.3155340559937086e-10 -1.0990747396328800e-02 +3.5912006377798073e+07 
+1.3530000000000001e+02 +3.1238216077131470e-05 +9.8258677913231147e-10 -1.0946969813790355e-02 +3.5751140084008113e+07 
+1.3540000000000001e+02 +3.1150846734929396e-05 +1.0366423895294258e-09 -1.0903389262353035e-02 +3.5591005293918617e+07 
+1.3550000000000000e+02 +3.1063782554172291e-05 +1.0905650255096228e-09 -1.0860003027487939e-02 +3.5430984754460104e+07 
+1.3559999999999999e+02 +3.0977022232750761e-05 +1.1411994773802045e-09 -1.0816808394661875e-02 +3.5270461210956246e+07 
+1.3570000000000002e+02 +3.0890564468555608e-05 +1.1853905331171225e-09 -1.0773802649347439e-02 +3.5108817410750657e+07 
+1.3580000000000001e+02 +3.0804407959477566e-05 +1.2199829816954783e-09 -1.0730983077013584e-02 +3.4945436099970438e+07 
+1.3590000000000001e+02 +3.0718551403407322e-05 +1.2418216131663817e-09 -1.0688346963128630e-02 +3.4779700024359964e+07 
+1.3600000000000000e+02 +3.0632993498235585e-05 +1.2477512153520693e-09 -1.0645891593162572e-02 +3.4610991930469587e+07 
+1.3609999999999999e+02 +3.0547732975419757e-05 +1.2356718764093502e-09 -1.0603614870342722e-02 +3.4438909883961208e+07 
+1.3620000000000002e+02 +3.0462768700683748e-05 +1.2077048745352465e-09 -1.0561517168920176e-02 +3.4263913225734062e+07 
+1.3630000000000001e+02 +3.0378099573318188e-05 +1.1670267864167686e-09 -1.0519599480904534e-02 +3.4086676616295710e+07 
+1.3640000000000001e+02 +3.0293724492613640e-05 +1.1168141894070267e-09 -1.0477862798304123e-02 +3.3907874715768456e+07 
+1.3650000000000000e+02 +3.0209642357860722e-05 +1.0602436614739924e-09 -1.0436308113128338e-02 +3.3728182184634507e+07 
+1.3659999999999999e+02 +3.0125852068349969e-05 +1.0004917778443812e-09 -1.0394936417385306e-02 +3.3548273682995915e+07 
+1.3670000000000002e+02 +3.0042352523371979e-05 +9.4073511674235613e-10 -1.0353748703084080e-02 +3.3368823871172670e+07 
+1.3680000000000001e+02 +2.9959142622217387e-05 +8.8415025449625858e-10 -1.0312745962233527e-02 +3.3190507409469575e+07 
+1.3690000000000001e+02 +2.9876221264176733e-05 +8.3391376833110295e-10 -1.0271929186842171e-02 +3.3013998958026685e+07 
+1.3700000000000000e+02 +2.9793587348540644e-05 +7.9320223513885358e-10 -1.0231299368919720e-02 +3.2839973177554309e+07 
+1.3709999999999999e+02 +2.9711239765956476e-05 +7.6440379612105009e-10 -1.0190857125316472e-02 +3.2668980328235153e+07 
+1.3720000000000002e+02 +2.9629177372498796e-05 +7.4675284695065886e-10 -1.0150601572253701e-02 +3.2501073072401907e+07 
+1.3730000000000001e+02 +2.9547399015598974e-05 +7.3869535012090528e-10 -1.0110531450794630e-02 +3.2336179672703650e+07 
+1.3740000000000001e+02 +2.9465903542688334e-05 +7.3867726435898941e-10 -1.0070645502002441e-02 +3.2174228391657647e+07 
+1.3750000000000000e+02 +2.9384689801198256e-05 +7.4514455133832144e-10 -1.0030942466939346e-02 +3.2015147491236266e+07 
+1.3759999999999999e+02 +2.9303756638560106e-05 +7.5654317063153597e-10 -9.9914210866705998e-03 +3.1858865234874256e+07 
+1.3770000000000002e+02 +2.9223102902205174e-05 +7.7131908378394693e-10 -9.9520801022569792e-03 +3.1705309884199299e+07 
+1.3780000000000001e+02 +2.9142727439564853e-05 +7.8791825146981523e-10 -9.9129182547629830e-03 +3.1554409702245697e+07 
+1.3790000000000001e+02 +2.9062629098070540e-05 +8.0478663382539792e-10 -9.8739342852519861e-03 +3.1406092951429348e+07 
+1.3800000000000000e+02 +2.8982806725153518e-05 +8.2037019129438313e-10 -9.8351269347862810e-03 +3.1260287894107856e+07 
+1.3809999999999999e+02 +2.8903259174787494e-05 +8.3345238115814251e-10 -9.7964948524232494e-03 +3.1116870050961837e+07 
+1.3820000000000002e+02 +2.8823985327115210e-05 +8.4416664953470114e-10 -9.7580363191918026e-03 +3.0975503973688032e+07 
+1.3830000000000001e+02 +2.8744984068821755e-05 +8.5298393607488847e-10 -9.7197495241141477e-03 +3.0835801471983038e+07 
+1.3840000000000001e+02 +2.8666254286592294e-05 +8.6037518399060570e-10 -9.6816326562142469e-03 +3.0697374355927445e+07 
+1.3850000000000000e+02 +2.8587794867111800e-05 +8.6681133352192500e-10 -9.6436839045127461e-03 +3.0559834434735034e+07 
+1.3859999999999999e+02 +2.8509604697065439e-05 +8.7276332659978604e-10 -9.6059014580344038e-03 +3.0422793518946394e+07 
+1.3870000000000002e+02 +2.8431682663138237e-05 +8.7870210489893729e-10 -9.5682835058001296e-03 +3.0285863417556081e+07 
+1.3880000000000001e+02 +2.8354027652015335e-05 +8.8509861076022622e-10 -9.5308282368331779e-03 +3.0148655940689031e+07 
+1.3890000000000001e+02 +2.8276638550381823e-05 +8.9242378370638694e-10 -9.4935338401575357e-03 +3.0010782898552544e+07 
+1.3900000000000000e+02 +2.8199514244922743e-05 +9.0114856748732357e-10 -9.4563985047938625e-03 +2.9871856100174125e+07 
+1.3909999999999999e+02 +2.8122653644108426e-05 +9.1153513958252422e-10 -9.4194207516777092e-03 +2.9731593904778242e+07 
+1.3920000000000002e+02 +2.8046055743550183e-05 +9.2301062594237543e-10 -9.3826004293950400e-03 +2.9590140868621122e+07 
+1.3930000000000001e+02 +2.7969719560644497e-05 +9.3479339019220580e-10 -9.3459377184417491e-03 +2.9447748096419834e+07 
+1.3940000000000001e+02 +2.7893644112787960e-05 +9.4610179416399927e-10 -9.3094327993174138e-03 +2.9304666694048438e+07 
+1.3950000000000000e+02 +2.7817828417377101e-05 +9.5615420150870397e-10 -9.2730858525188892e-03 +2.9161147766457181e+07 
+1.3959999999999999e+02 +2.7742271491808404e-05 +9.6416897531364525e-10 -9.2368970585434296e-03 +2.9017442418824408e+07 
+1.3970000000000002e+02 +2.7666972353478411e-05 +9.6936447835871790e-10 -9.2008665978887093e-03 +2.8873801756377887e+07 
+1.3980000000000001e+02 +2.7591930019783696e-05 +9.7095907424363188e-10 -9.1649946510530093e-03 +2.8730476884600103e+07 
+1.3990000000000001e+02 +2.7517143508120769e-05 +9.6817112536399331e-10 -9.1292813985338547e-03 +2.8587718908761911e+07 
+1.4000000000000000e+02 +2.7442611835886106e-05 +9.6021899426912429e-10 -9.0937270208271883e-03 +2.8445778933524624e+07 
+1.4009999999999999e+02 +2.7368334016393103e-05 +9.4663881185464608e-10 -9.0583314865345758e-03 +2.8304862939411514e+07 
+1.4020000000000002e+02 +2.7294309046622328e-05 +9.2823777812296881e-10 -9.0230939166631129e-03 +2.8164996404585946e+07 
+1.4030000000000001e+02 +2.7220535919471273e-05 +9.0614086162775531e-10 -8.9880132203246123e-03 +2.8026159682788119e+07 
+1.4040000000000001e+02 +2.7147013627837228e-05 +8.8147302989790070e-10 -8.9530883066265311e-03 +2.7888333126274288e+07 
+1.4050000000000000e+02 +2.7073741164617723e-05 +8.5535924989867617e-10 -8.9183180846826096e-03 +2.7751497089558929e+07 
+1.4059999999999999e+02 +2.7000717522710097e-05 +8.2892449051679516e-10 -8.8837014636003585e-03 +2.7615631924656264e+07 
+1.4070000000000002e+02 +2.6927941695011749e-05 +8.0329371866629084e-10 -8.8492373524911589e-03 +2.7480717985444617e+07 
+1.4080000000000001e+02 +2.6855412674420202e-05 +7.7959190292644566e-10 -8.8149246604668410e-03 +2.7346735625479165e+07 
+1.4090000000000001e+02 +2.6783129453832752e-05 +7.5894400939147780e-10 -8.7807622966343812e-03 +2.7213665196899582e+07 
+1.4100000000000000e+02 +2.6711091026146838e-05 +7.4247500815220415e-10 -8.7467491701057540e-03 +2.7081487053525902e+07 
+1.4109999999999999e+02 +2.6639296398511614e-05 +7.3106882509010786e-10 -8.7128843344197772e-03 +2.6950207547978487e+07 
+1.4120000000000002e+02 +2.6567744635082834e-05 +7.2464522426220380e-10 -8.6791674208211971e-03 +2.6819937027975138e+07 
+1.4130000000000001e+02 +2.6496434814268062e-05 +7.2288292702770795e-10 -8.6455982049839213e-03 +2.6690811840730976e+07 
+1.4140000000000001e+02 +2.6425366014474763e-05 +7.2546065771766573e-10 -8.6121764625812260e-03 +2.6562968333388876e+07 
+1.4150000000000000e+02 +2.6354537314110467e-05 +7.3205713771691196e-10 -8.5789019692873811e-03 +2.6436542853452887e+07 
+1.4159999999999999e+02 +2.6283947791582680e-05 +7.4235109133087304e-10 -8.5457745007757047e-03 +2.6311671748007603e+07 
+1.4170000000000002e+02 +2.6213596525298882e-05 +7.5602123989314562e-10 -8.5127938327192818e-03 +2.6188491363988075e+07 
+1.4180000000000001e+02 +2.6143482593666628e-05 +7.7274630729924821e-10 -8.4799597407922752e-03 +2.6067138048886944e+07 
+1.4190000000000001e+02 +2.6073605075093392e-05 +7.9220501560011573e-10 -8.4472720006682385e-03 +2.5947748149939604e+07 
+1.4200000000000000e+02 +2.6003963047986672e-05 +8.1407608828135919e-10 -8.4147303880197123e-03 +2.5830458013896096e+07 
+1.4209999999999999e+02 +2.5934555585787709e-05 +8.3792731829143226e-10 -8.3823343933341968e-03 +2.5715303679819584e+07 
+1.4220000000000002e+02 +2.5865381742072300e-05 +8.6288278560183885e-10 -8.3500823663442362e-03 +2.5601919950321913e+07 
+1.4230000000000001e+02 +2.5796440565450104e-05 +8.8795564031302543e-10 -8.3179723715980144e-03 +2.5489841320467450e+07 
+1.4240000000000001e+02 +2.5727731104530638e-05 +9.1215903308906082e-10 -8.2860024736408737e-03 +2.5378602284254815e+07 
+1.4250000000000000e+02 +2.5659252407923470e-05 +9.3450611377419947e-10 -8.2541707370196345e-03 +2.5267737336284574e+07 
+1.4259999999999999e+02 +2.5591003524238179e-05 +9.5401003400603987e-10 -8.2224752262810598e-03 +2.5156780971086316e+07 
+1.4270000000000002e+02 +2.5522983502084308e-05 +9.6968394255283000e-10 -8.1909140059714721e-03 +2.5045267683019821e+07 
+1.4280000000000001e+02 +2.5455191390071488e-05 +9.8054099133398019e-10 -8.1594851406385800e-03 +2.4932731967032880e+07 
+1.4290000000000001e+02 +2.5387626236809164e-05 +9.8559432998879021e-10 -8.1281866948261488e-03 +2.4818708316636220e+07 
+1.4300000000000000e+02 +2.5320287090907038e-05 +9.8385710953999938e-10 -8.0970167330837034e-03 +2.4702731227231298e+07 
+1.4309999999999999e+02 +2.5253173025969542e-05 +9.7473556312985080e-10 -8.0659737588789655e-03 +2.4584485775190819e+07 
+1.4320000000000002e+02 +2.5186283215581123e-05 +9.5920826370230982e-10 -8.0350580313793916e-03 +2.4464259369839601e+07 
+1.4330000000000001e+02 +2.5119616858321094e-05 +9.3864686819105069e-10 -8.0042702486716726e-03 +2.4342490001590300e+07 
+1.4340000000000001e+02 +2.5053173152768865e-05 +9.1442303076287082e-10 -7.9736111088463402e-03 +2.4219615662281208e+07 
+1.4350000000000000e+02 +2.4986951297503744e-05 +8.8790840973488297e-10 -7.9430813099908640e-03 +2.4096074342662070e+07 
+1.4359999999999999e+02 +2.4920950491105085e-05 +8.6047465942760012e-10 -7.9126815501938379e-03 +2.3972304033793095e+07 
+1.4370000000000002e+02 +2.4855169932152271e-05 +8.3349343610859664e-10 -7.8824125275454848e-03 +2.3848742727479633e+07 
+1.4380000000000001e+02 +2.4789608819224638e-05 +8.0833639627601987e-10 -7.8522749401331460e-03 +2.3725828414332032e+07 
+1.4390000000000001e+02 +2.4724266350901545e-05 +7.8637519637677836e-10 -7.8222694860458179e-03 +2.3603999085642409e+07 
+1.4400000000000000e+02 +2.4659141725762371e-05 +7.6898149185863150e-10 -7.7923968633728784e-03 +2.3483692732810590e+07 
+1.4409999999999999e+02 +2.4594234135366137e-05 +7.5716041419012906e-10 -7.7626575071444662e-03 +2.3365270036209468e+07 
+1.4420000000000002e+02 +2.4529542743190504e-05 +7.5045099402971023e-10 -7.7330508001504121e-03 +2.3248782430615135e+07 
+1.4430000000000001e+02 +2.4465066705692928e-05 +7.4802573657069033e-10 -7.7035758621259321e-03 +2.3134204041543260e+07 
+1.4440000000000001e+02 +2.4400805179330819e-05 +7.4905714846668003e-10 -7.6742318128045902e-03 +2.3021508993637666e+07 
+1.4450000000000000e+02 +2.4336757320561502e-05 +7.5271773516718685e-10 -7.6450177719174133e-03 +2.2910671411011185e+07 
+1.4459999999999999e+02 +2.4272922285842401e-05 +7.5818000242914839e-10 -7.6159328591988455e-03 +2.2801665418656133e+07 
+1.4470000000000002e+02 +2.4209299231630900e-05 +7.6461645580454918e-10 -7.5869761943817941e-03 +2.2694465141204908e+07 
+1.4480000000000001e+02 +2.4145887314384433e-05 +7.7119960066603855e-10 -7.5581468972000824e-03 +2.2589044703581396e+07 
+1.4490000000000001e+02 +2.4082685690560356e-05 +7.7710194379532374e-10 -7.5294440873858370e-03 +2.2485378230082180e+07 
+1.4500000000000000e+02 +2.4019693516616081e-05 +7.8149598961714303e-10 -7.5008668846728152e-03 +2.2383439845560174e+07 
+1.4509999999999999e+02 +2.3956909954194737e-05 +7.8378833427248934e-10 -7.4724143590815736e-03 +2.2283166105206370e+07 
+1.4520000000000002e+02 +2.3894334185682692e-05 +7.8432192636937179e-10 -7.4440853817890063e-03 +2.2184343288134091e+07 
+1.4530000000000001e+02 +2.3831965398652024e-05 +7.8367380548909622e-10 -7.4158787742573716e-03 +2.2086720103258684e+07 
+1.4540000000000001e+02 +2.3769802780674841e-05 +7.8242101070058426e-10 -7.3877933579516771e-03 +2.1990045260397796e+07 
+1.4550000000000000e+02 +2.3707845519323232e-05 +7.8114057999675037e-10 -7.3598279543350244e-03 +2.1894067468871024e+07 
+1.4559999999999999e+02 +2.3646092802169280e-05 +7.8040955306137731e-10 -7.3319813848704641e-03 +2.1798535437747072e+07 
