# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=13][T/m^n] 
+7.0200000000000003e+01 +2.5142759857367830e-02 -2.8546464053020044e+05 +1.4700348952044773e+13 -3.2858082814975928e+20 
+7.0299999999999997e+01 +2.4978193439497819e-02 -2.8300213915206230e+05 +1.4572785079500973e+13 -3.2575156430158358e+20 
+7.0400000000000006e+01 +2.4814777990264682e-02 -2.8055632152281218e+05 +1.4446228608321170e+13 -3.2295058582687043e+20 
+7.0500000000000000e+01 +2.4652534067210803e-02 -2.7813018047523132e+05 +1.4320773248848236e+13 -3.2017731451735579e+20 
+7.0600000000000009e+01 +2.4491482227878277e-02 -2.7572670884191699e+05 +1.4196512711397080e+13 -3.1743117216379470e+20 
+7.0700000000000003e+01 +2.4331643029810154e-02 -2.7334889945596375e+05 +1.4073540706339473e+13 -3.1471158055865752e+20 
+7.0799999999999997e+01 +2.4173037030549450e-02 -2.7099974515061261e+05 +1.3951950944071459e+13 -3.1201796149527491e+20 
+7.0900000000000006e+01 +2.4015684787639140e-02 -2.6868223875896860e+05 +1.3831837134967420e+13 -3.0934973676622401e+20 
+7.1000000000000000e+01 +2.3859606858620437e-02 -2.6639937311304460e+05 +1.3713292989275637e+13 -3.0670632816026308e+20 
+7.1100000000000009e+01 +2.3704814178249840e-02 -2.6415312225051137e+05 +1.3596379719744221e+13 -3.0408729596105366e+20 
+7.1200000000000003e+01 +2.3551279190132130e-02 -2.6194138502335089e+05 +1.3481028548143342e+13 -3.0149275440202213e+20 
+7.1299999999999997e+01 +2.3398964715082831e-02 -2.5976104148645201e+05 +1.3367138198425639e+13 -2.9892295620190542e+20 
+7.1400000000000006e+01 +2.3247833573920965e-02 -2.5760897169685730e+05 +1.3254607394794262e+13 -2.9637815408704795e+20 
+7.1500000000000000e+01 +2.3097848587463794e-02 -2.5548205571038029e+05 +1.3143334861304500e+13 -2.9385860077921717e+20 
+7.1600000000000009e+01 +2.2948972576527435e-02 -2.5337717358231885e+05 +1.3033219321957252e+13 -2.9136454899862680e+20 
+7.1700000000000003e+01 +2.2801168361929292e-02 -2.5129120536856726e+05 +1.2924159500816783e+13 -2.8889625146731250e+20 
+7.1799999999999997e+01 +2.2654398764487306e-02 -2.4922103112556180e+05 +1.2816054122018707e+13 -2.8645396090961815e+20 
+7.1900000000000006e+01 +2.2508626605017790e-02 -2.4716353090860441e+05 +1.2708801909559686e+13 -2.8403793004554279e+20 
+7.2000000000000000e+01 +2.2363814704338677e-02 -2.4511558477393707e+05 +1.2602301587545621e+13 -2.8164841159841248e+20 
+7.2100000000000009e+01 +2.2219934886296693e-02 -2.4307498004044330e+05 +1.2496478800461781e+13 -2.7928544653199137e+20 
+7.2200000000000003e+01 +2.2076994986857643e-02 -2.4104313307903416e+05 +1.2391366874450148e+13 -2.7694822877554049e+20 
+7.2299999999999997e+01 +2.1935011845016908e-02 -2.3902236752365803e+05 +1.2287026056075115e+13 -2.7463574050002164e+20 
+7.2400000000000006e+01 +2.1794002299771086e-02 -2.3701500700896682e+05 +1.2183516591980514e+13 -2.7234696387877015e+20 
+7.2500000000000000e+01 +2.1653983190115019e-02 -2.3502337516852096e+05 +1.2080898728685555e+13 -2.7008088108138109e+20 
+7.2600000000000009e+01 +2.1514971355044911e-02 -2.3304979563672017e+05 +1.1979232712803098e+13 -2.6783647428021417e+20 
+7.2700000000000003e+01 +2.1376983633556397e-02 -2.3109659204766274e+05 +1.1878578790916449e+13 -2.6561272564683565e+20 
+7.2799999999999997e+01 +2.1240036864645130e-02 -2.2916608803544327e+05 +1.1778997209605816e+13 -2.6340861735266668e+20 
+7.2900000000000006e+01 +2.1104147887306336e-02 -2.2726060723389694e+05 +1.1680548215422236e+13 -2.6122313156826464e+20 
+7.3000000000000000e+01 +2.0969333540536136e-02 -2.2538247327728159e+05 +1.1583292054960768e+13 -2.5905525046543466e+20 
+7.3100000000000009e+01 +2.0835602761991857e-02 -2.2353321841381799e+05 +1.1487267702555541e+13 -2.5690424432676589e+20 
+7.3200000000000003e+01 +2.0702932883974647e-02 -2.2171120934604222e+05 +1.1392429043285533e+13 -2.5477053587103557e+20 
+7.3299999999999997e+01 +2.0571293337448469e-02 -2.1991402139123823e+05 +1.1298708690052223e+13 -2.5265483593020837e+20 
+7.3400000000000006e+01 +2.0440653553375522e-02 -2.1813922986566549e+05 +1.1206039255639395e+13 -2.5055785533269688e+20 
+7.3500000000000000e+01 +2.0310982962720128e-02 -2.1638441008677988e+05 +1.1114353352967424e+13 -2.4848030491102265e+20 
+7.3600000000000009e+01 +2.0182250996444918e-02 -2.1464713737112578e+05 +1.1023583594854189e+13 -2.4642289549465030e+20 
+7.3700000000000003e+01 +2.0054427085513089e-02 -2.1292498703551563e+05 +1.0933662594146684e+13 -2.4438633791389729e+20 
+7.3799999999999997e+01 +1.9927480660887967e-02 -2.1121553439687114e+05 +1.0844522963705281e+13 -2.4237134299949335e+20 
+7.3900000000000006e+01 +1.9801381153532516e-02 -2.0951635477185505e+05 +1.0756097316357781e+13 -2.4037862158114288e+20 
+7.4000000000000000e+01 +1.9676097994410221e-02 -2.0782502347749332e+05 +1.0668318264978492e+13 -2.3840888449003307e+20 
+7.4100000000000009e+01 +1.9551608014722090e-02 -2.0613982186654984e+05 +1.0581135783376422e+13 -2.3646251437753827e+20 
+7.4200000000000003e+01 +1.9427917646619927e-02 -2.0446185543513380e+05 +1.0494569289155189e+13 -2.3453858117764933e+20 
+7.4299999999999997e+01 +1.9305040722494202e-02 -2.0279293571582928e+05 +1.0408655560940723e+13 -2.3263582664722871e+20 
+7.4400000000000006e+01 +1.9182991074734614e-02 -2.0113487424078988e+05 +1.0323431377311812e+13 -2.3075299254176773e+20 
+7.4500000000000000e+01 +1.9061782535732062e-02 -1.9948948254273523e+05 +1.0238933516905678e+13 -2.2888882061839693e+20 
+7.4600000000000009e+01 +1.8941428937875388e-02 -1.9785857215338026e+05 +1.0155198758254129e+13 -2.2704205263124890e+20 
+7.4700000000000003e+01 +1.8821944113555797e-02 -1.9624395460566320e+05 +1.0072263880020582e+13 -2.2521143033826184e+20 
+7.4799999999999997e+01 +1.8703341895162439e-02 -1.9464744143140389e+05 +9.9901656607458301e+12 -2.2339569549378886e+20 
+7.4900000000000006e+01 +1.8585636115085916e-02 -1.9307084416321514e+05 +9.9089408790563613e+12 -2.2159358985466171e+20 
+7.5000000000000000e+01 +1.8468840605715950e-02 -1.9151597433325369e+05 +9.8286263135328613e+12 -2.1980385517645444e+20 
+7.5100000000000009e+01 +1.8352962686906612e-02 -1.8998402638660787e+05 +9.7492454359711094e+12 -2.1802560772510263e+20 
+7.5200000000000003e+01 +1.8237983628364943e-02 -1.8847372641764191e+05 +9.6707684907754062e+12 -2.1625946180094784e+20 
+7.5299999999999997e+01 +1.8123878187262295e-02 -1.8698318343375582e+05 +9.5931524155850078e+12 -2.1450640621542359e+20 
+7.5400000000000006e+01 +1.8010621120769187e-02 -1.8551050644173779e+05 +9.5163541479634160e+12 -2.1276742977759717e+20 
+7.5500000000000000e+01 +1.7898187186057006e-02 -1.8405380444901445e+05 +9.4403306255547832e+12 -2.1104352129908497e+20 
+7.5600000000000009e+01 +1.7786551140296807e-02 -1.8261118646270077e+05 +9.3650387859602246e+12 -2.0933566959008507e+20 
+7.5700000000000003e+01 +1.7675687740659436e-02 -1.8118076148981301e+05 +9.2904355667720020e+12 -2.0764486346057066e+20 
+7.5799999999999997e+01 +1.7565571744316208e-02 -1.7976063853776298e+05 +9.2164779056329883e+12 -2.0597209172212980e+20 
+7.5900000000000006e+01 +1.7456177908438050e-02 -1.7834892661358166e+05 +9.1431227401348828e+12 -2.0431834318468019e+20 
+7.6000000000000000e+01 +1.7347480990195389e-02 -1.7694373472408007e+05 +9.0703270078483926e+12 -2.0268460665757906e+20 
+7.6100000000000009e+01 +1.7239461851987738e-02 -1.7554372304381509e+05 +8.9980581929689453e+12 -2.0107147702660956e+20 
+7.6200000000000003e+01 +1.7132125777123152e-02 -1.7414975641399669e+05 +8.9263259657137227e+12 -1.9947797346922303e+20 
+7.6299999999999997e+01 +1.7025484154138612e-02 -1.7276325084350116e+05 +8.8551505429160566e+12 -1.9790272123904206e+20 
+7.6400000000000006e+01 +1.6919548371569976e-02 -1.7138562234048339e+05 +8.7845521413251299e+12 -1.9634434558714469e+20 
+7.6500000000000000e+01 +1.6814329817953794e-02 -1.7001828691355346e+05 +8.7145509777425068e+12 -1.9480147176616647e+20 
+7.6600000000000009e+01 +1.6709839881826231e-02 -1.6866266057113759e+05 +8.6451672689524873e+12 -1.9327272502830727e+20 
+7.6700000000000003e+01 +1.6606089951723926e-02 -1.6732015932183914e+05 +8.5764212317547744e+12 -1.9175673062614263e+20 
+7.6800000000000011e+01 +1.6503091416183450e-02 -1.6599219917435443e+05 +8.5083330829644814e+12 -1.9025211381278779e+20 
+7.6900000000000006e+01 +1.6400855663740548e-02 -1.6468019613673555e+05 +8.4409230393175732e+12 -1.8875749983888913e+20 
+7.7000000000000000e+01 +1.6299394082932017e-02 -1.6338556621778829e+05 +8.3742113176415254e+12 -1.8727151395793846e+20 
+7.7100000000000009e+01 +1.6198712676138909e-02 -1.6210924242711574e+05 +8.3082103925557324e+12 -1.8579319660114913e+20 
+7.7200000000000003e+01 +1.6098795901122752e-02 -1.6085022577959747e+05 +8.2429017700930850e+12 -1.8432324891816319e+20 
+7.7300000000000011e+01 +1.5999622829490509e-02 -1.5960703429172939e+05 +8.1782592141777686e+12 -1.8286278723943796e+20 
+7.7400000000000006e+01 +1.5901172532848670e-02 -1.5837818597966305e+05 +8.1142564886920273e+12 -1.8141292789412348e+20 
+7.7500000000000000e+01 +1.5803424082803538e-02 -1.5716219885950236e+05 +8.0508673575147871e+12 -1.7997478721130735e+20 
+7.7600000000000009e+01 +1.5706356550961538e-02 -1.5595759094737895e+05 +7.9880655845268223e+12 -1.7854948152011142e+20 
+7.7700000000000003e+01 +1.5609949008929645e-02 -1.5476288025972847e+05 +7.9258249336426328e+12 -1.7713812715065347e+20 
+7.7800000000000011e+01 +1.5514180528313949e-02 -1.5357658481253093e+05 +7.8641191687271963e+12 -1.7574184043160587e+20 
+7.7900000000000006e+01 +1.5419030180721533e-02 -1.5239722262231426e+05 +7.8029220537070781e+12 -1.7436173769347052e+20 
+7.8000000000000000e+01 +1.5324477037758638e-02 -1.5122331170509564e+05 +7.7422073524495576e+12 -1.7299893526496041e+20 
+7.8100000000000009e+01 +1.5230505225227288e-02 -1.5005380242775325e+05 +7.6819547384470850e+12 -1.7165413308216830e+20 
+7.8200000000000003e+01 +1.5137119085713290e-02 -1.4888937456091572e+05 +7.6221675237285469e+12 -1.7032636551182267e+20 
+7.8300000000000011e+01 +1.5044328015998561e-02 -1.4773114022626556e+05 +7.5628549299688545e+12 -1.6901425052863932e+20 
+7.8400000000000006e+01 +1.4952141412864337e-02 -1.4658021154505841e+05 +7.5040261787946396e+12 -1.6771640610589793e+20 
+7.8500000000000000e+01 +1.4860568673091700e-02 -1.4543770063848290e+05 +7.4456904918257822e+12 -1.6643145021669192e+20 
+7.8600000000000009e+01 +1.4769619193462933e-02 -1.4430471962840532e+05 +7.3878570907560215e+12 -1.6515800083626138e+20 
+7.8700000000000003e+01 +1.4679302370758188e-02 -1.4318238063547242e+05 +7.3305351971451455e+12 -1.6389467593593261e+20 
+7.8800000000000011e+01 +1.4589627601759777e-02 -1.4207179578155544e+05 +7.2737340326872656e+12 -1.6264009349095411e+20 
+7.8900000000000006e+01 +1.4500604283249051e-02 -1.4097407718800419e+05 +7.2174628190208242e+12 -1.6139287147497724e+20 
+7.9000000000000000e+01 +1.4412241812007060e-02 -1.3989033697598419e+05 +7.1617307777626318e+12 -1.6015162786099580e+20 
+7.9100000000000009e+01 +1.4324545116668617e-02 -1.3882130779209384e+05 +7.1065432015417461e+12 -1.5891540482867721e+20 
+7.9200000000000003e+01 +1.4237501253277135e-02 -1.3776620438062144e+05 +7.0518896665694502e+12 -1.5768494137031465e+20 
+7.9300000000000011e+01 +1.4151092809729994e-02 -1.3672386201154281e+05 +6.9977558201043672e+12 -1.5646140068603350e+20 
+7.9400000000000006e+01 +1.4065302373924582e-02 -1.3569311595473223e+05 +6.9441273093894971e+12 -1.5524594597542491e+20 
+7.9500000000000000e+01 +1.3980112533757303e-02 -1.3467280147952851e+05 +6.8909897816085215e+12 -1.5403974043633028e+20 
+7.9600000000000009e+01 +1.3895505877124971e-02 -1.3366175385550744e+05 +6.8383288839710098e+12 -1.5284394726734234e+20 
+7.9700000000000003e+01 +1.3811464991924996e-02 -1.3265880835254584e+05 +6.7861302637199668e+12 -1.5165972966805022e+20 
+7.9800000000000011e+01 +1.3727972466054459e-02 -1.3166280024047144e+05 +6.7343795680984688e+12 -1.5048825083813311e+20 
+7.9900000000000006e+01 +1.3645010887409628e-02 -1.3067256478840743e+05 +6.6830624442594570e+12 -1.4933067397440464e+20 
+8.0000000000000000e+01 +1.3562562843887916e-02 -1.2968693726636587e+05 +6.6321645394672695e+12 -1.4818816227719558e+20 
+8.0100000000000009e+01 +1.3480615119291783e-02 -1.2870509264073618e+05 +6.5816741259654873e+12 -1.4706145943117341e+20 
+8.0200000000000003e+01 +1.3399171281043407e-02 -1.2772756466368772e+05 +6.5315899759788330e+12 -1.4594963106090303e+20 
+8.0300000000000011e+01 +1.3318239092470289e-02 -1.2675522678400918e+05 +6.4819134867418594e+12 -1.4485132327626154e+20 
+8.0400000000000006e+01 +1.3237826316901810e-02 -1.2578895245165820e+05 +6.4326460556264609e+12 -1.4376518219131403e+20 
+8.0500000000000000e+01 +1.3157940717664867e-02 -1.2482961511508448e+05 +6.3837890798303936e+12 -1.4268985391486922e+20 
+8.0600000000000009e+01 +1.3078590058087659e-02 -1.2387808822352330e+05 +6.3353439566409736e+12 -1.4162398455841615e+20 
+8.0700000000000003e+01 +1.2999782101497775e-02 -1.2293524522585195e+05 +6.2873120833059277e+12 -1.4056622023228137e+20 
+8.0800000000000011e+01 +1.2921524611223978e-02 -1.2200195957161119e+05 +6.2396948571463672e+12 -1.3951520704895243e+20 
+8.0900000000000006e+01 +1.2843825350593346e-02 -1.2107910470936273e+05 +6.1924936753734199e+12 -1.3846959111764763e+20 
+8.1000000000000000e+01 +1.2766692082934794e-02 -1.2016755408877406e+05 +6.1457099353244268e+12 -1.3742801855137033e+20 
+8.1100000000000009e+01 +1.2690128855636999e-02 -1.1926788256699100e+05 +6.0993437690189756e+12 -1.3638955268039107e+20 
+8.1200000000000003e+01 +1.2614124852338395e-02 -1.1837947063719617e+05 +6.0533902478924160e+12 -1.3535492572442735e+20 
+8.1300000000000011e+01 +1.2538665540738576e-02 -1.1750140020094613e+05 +6.0078431781668682e+12 -1.3432528712363550e+20 
+8.1400000000000006e+01 +1.2463736388536942e-02 -1.1663275315964516e+05 +5.9626963660463027e+12 -1.3330178631761707e+20 
+8.1500000000000000e+01 +1.2389322863433146e-02 -1.1577261141486377e+05 +5.9179436177534209e+12 -1.3228557274653082e+20 
+8.1600000000000009e+01 +1.2315410433126752e-02 -1.1492005686810381e+05 +5.8735787395029062e+12 -1.3127779585029197e+20 
+8.1700000000000003e+01 +1.2241984565317695e-02 -1.1407417142110095e+05 +5.8295955375365615e+12 -1.3027960506963262e+20 
+8.1800000000000011e+01 +1.2169030727705194e-02 -1.1323403697513716e+05 +5.7859878180427012e+12 -1.2929214984365582e+20 
+8.1900000000000006e+01 +1.2096534387988951e-02 -1.1239873543182970e+05 +5.7427493872510947e+12 -1.2831657961276041e+20 
+8.2000000000000000e+01 +1.2024481013868750e-02 -1.1156734869281181e+05 +5.6998740513915391e+12 -1.2735404381731901e+20 
+8.2100000000000009e+01 +1.1952859565527434e-02 -1.1073922644460159e+05 +5.6573560696887881e+12 -1.2640528780645211e+20 
+8.2200000000000003e+01 +1.1881672973079469e-02 -1.0991478951293752e+05 +5.6151915133153447e+12 -1.2546944056338961e+20 
+8.2300000000000011e+01 +1.1810927659123688e-02 -1.0909472650924814e+05 +5.5733769065335059e+12 -1.2454522698301812e+20 
+8.2400000000000006e+01 +1.1740630046258443e-02 -1.0827972604463213e+05 +5.5319087735650908e+12 -1.2363137195895364e+20 
+8.2500000000000000e+01 +1.1670786557082065e-02 -1.0747047673019844e+05 +5.4907836386343506e+12 -1.2272660038491011e+20 
+8.2600000000000009e+01 +1.1601403614192863e-02 -1.0666766717705569e+05 +5.4499980259655928e+12 -1.2182963715460142e+20 
+8.2700000000000003e+01 +1.1532487640188955e-02 -1.0587198599617279e+05 +5.4095484597672695e+12 -1.2093920716127470e+20 
+8.2800000000000011e+01 +1.1464045057668747e-02 -1.0508412179873274e+05 +5.3694314642721904e+12 -1.2005403529889484e+20 
+8.2900000000000006e+01 +1.1396082289230723e-02 -1.0430476319589707e+05 +5.3296435637101904e+12 -1.1917284646134102e+20 
+8.3000000000000000e+01 +1.1328605757472873e-02 -1.0353459879858696e+05 +5.2901812822838721e+12 -1.1829436554166931e+20 
+8.3100000000000009e+01 +1.1261618787360105e-02 -1.0277408147466711e+05 +5.2510415984106123e+12 -1.1741771266376137e+20 
+8.3200000000000003e+01 +1.1195112313324171e-02 -1.0202272111931596e+05 +5.2122233073133945e+12 -1.1654358887315805e+20 
+8.3300000000000011e+01 +1.1129074172161987e-02 -1.0127979188359539e+05 +5.1737256583061787e+12 -1.1567309044245801e+20 
+8.3400000000000006e+01 +1.1063492200671970e-02 -1.0054456791946785e+05 +5.1355479008074150e+12 -1.1480731364742609e+20 
+8.3500000000000000e+01 +1.0998354235651439e-02 -9.9816323378307192e+04 +5.0976892841705439e+12 -1.1394735476191191e+20 
+8.3600000000000009e+01 +1.0933648113898313e-02 -9.9094332411761075e+04 +5.0601490577760840e+12 -1.1309431006050565e+20 
+8.3700000000000003e+01 +1.0869361672210830e-02 -9.8377869171710874e+04 +5.0229264710345752e+12 -1.1224927581875834e+20 
+8.3800000000000011e+01 +1.0805482747385867e-02 -9.7666207809193875e+04 +4.9860207732568496e+12 -1.1141334830916803e+20 
+8.3900000000000006e+01 +1.0741999176221827e-02 -9.6958622476208897e+04 +4.9494312138678906e+12 -1.1058762380773668e+20 
+8.4000000000000000e+01 +1.0678898795516024e-02 -9.6254387324053925e+04 +4.9131570422084238e+12 -1.0977319858786096e+20 
+8.4100000000000009e+01 +1.0616172355497791e-02 -9.5552988041450735e+04 +4.8771965348747910e+12 -1.0897078939487614e+20 
+8.4200000000000003e+01 +1.0553822260118820e-02 -9.4854756463279802e+04 +4.8415440770695449e+12 -1.0817959484912837e+20 
+8.4300000000000011e+01 +1.0491853826761877e-02 -9.4160235961242128e+04 +4.8061930811783877e+12 -1.0739843404066534e+20 
+8.4400000000000006e+01 +1.0430272372810238e-02 -9.3469969907396444e+04 +4.7711369596316270e+12 -1.0662612606093702e+20 
+8.4500000000000000e+01 +1.0369083215647093e-02 -9.2784501673659455e+04 +4.7363691248377207e+12 -1.0586149000063776e+20 
+8.4600000000000009e+01 +1.0308291672655298e-02 -9.2104374631835191e+04 +4.7018829891972188e+12 -1.0510334495031589e+20 
+8.4700000000000003e+01 +1.0247903061217959e-02 -9.1430132153827188e+04 +4.6676719651194199e+12 -1.0435051000073093e+20 
+8.4800000000000011e+01 +1.0187922698718000e-02 -9.0762317611445163e+04 +4.6337294650030166e+12 -1.0360180424232844e+20 
+8.4900000000000006e+01 +1.0128355902538603e-02 -9.0101474376654500e+04 +4.6000489012658018e+12 -1.0285604676615006e+20 
+8.5000000000000000e+01 +1.0069207990062768e-02 -8.9448145821302081e+04 +4.5666236863107393e+12 -1.0211205666277220e+20 
+8.5100000000000009e+01 +1.0010481691527930e-02 -8.8802688933776648e+04 +4.5334488025327754e+12 -1.0136902033929205e+20 
+8.5200000000000003e+01 +9.9521693885914597e-03 -8.8164715169752177e+04 +4.5005255124159238e+12 -1.0062759347243629e+20 
+8.5300000000000011e+01 +9.8942608757646225e-03 -8.7533649601129830e+04 +4.4678566484001484e+12 -9.9888799054371701e+19 
+8.5400000000000006e+01 +9.8367459475595578e-03 -8.6908917300352259e+04 +4.4354450429886680e+12 -9.9153660079188165e+19 
+8.5500000000000000e+01 +9.7796143984872665e-03 -8.6289943339107980e+04 +4.4032935285948584e+12 -9.8423199538216747e+19 
+8.5600000000000009e+01 +9.7228560230599708e-03 -8.5676152789916086e+04 +4.3714049377311973e+12 -9.7698440425831285e+19 
+8.5700000000000003e+01 +9.6664606157889962e-03 -8.5066970724672443e+04 +4.3397821028360312e+12 -9.6980405734136611e+19 
+8.5800000000000011e+01 +9.6104179711865110e-03 -8.4461822215826629e+04 +4.3084278564124009e+12 -9.6270118457199313e+19 
+8.5900000000000006e+01 +9.5547178837633619e-03 -8.3860132335018207e+04 +4.2773450308702622e+12 -9.5568601586283823e+19 
+8.6000000000000000e+01 +9.4993501480319462e-03 -8.3261326154822207e+04 +4.2465364587266338e+12 -9.4876878115871736e+19 
+8.6100000000000009e+01 +9.4443069933631170e-03 -8.2664995991397853e+04 +4.2160030831155171e+12 -9.4195620188750725e+19 
+8.6200000000000003e+01 +9.3895903885675945e-03 -8.2071403138875845e+04 +4.1857382900568970e+12 -9.3524096553538093e+19 
+8.6300000000000011e+01 +9.3352047373155417e-03 -8.1480976135598132e+04 +4.1557335762601836e+12 -9.2861225109339996e+19 
+8.6400000000000006e+01 +9.2811544432771075e-03 -8.0894143519903722e+04 +4.1259804384357739e+12 -9.2205923755320312e+19 
+8.6500000000000000e+01 +9.2274439101223005e-03 -8.0311333829988813e+04 +4.0964703732744214e+12 -9.1557110389995274e+19 
+8.6600000000000009e+01 +9.1740775415214797e-03 -7.9732975604309293e+04 +4.0671948774986035e+12 -9.0913702912866697e+19 
+8.6700000000000003e+01 +9.1210597411445944e-03 -7.9159497381069334e+04 +4.0381454478023447e+12 -9.0274619222587834e+19 
+8.6800000000000011e+01 +9.0683949126619482e-03 -7.8591327698700974e+04 +4.0093135809062725e+12 -8.9638777218623095e+19 
+8.6900000000000006e+01 +9.0160874597438774e-03 -7.8028895095598724e+04 +3.9806907735241519e+12 -8.9005094800183689e+19 
+8.7000000000000000e+01 +8.9641417860600470e-03 -7.7472628109798141e+04 +3.9522685223300542e+12 -8.8372489865312109e+19 
+8.7100000000000009e+01 +8.9125601313113142e-03 -7.6922808089454018e+04 +3.9240406309589150e+12 -8.7740219029250851e+19 
+8.7200000000000003e+01 +8.8613360793183497e-03 -7.6379127620028550e+04 +3.8960101305142222e+12 -8.7108893764565172e+19 
+8.7300000000000011e+01 +8.8104610499324509e-03 -7.5841132096784408e+04 +3.8681823590237129e+12 -8.6479464259915563e+19 
+8.7400000000000006e+01 +8.7599264630047573e-03 -7.5308366914891609e+04 +3.8405626545050601e+12 -8.5852880703668666e+19 
+8.7500000000000000e+01 +8.7097237383864344e-03 -7.4780377469506348e+04 +3.8131563549728569e+12 -8.5230093284076372e+19 
+8.7600000000000009e+01 +8.6598442959283754e-03 -7.4256709155656790e+04 +3.7859687984279517e+12 -8.4612052188987245e+19 
+8.7700000000000003e+01 +8.6102795554819610e-03 -7.3736907368629429e+04 +3.7590053229002983e+12 -8.3999707607122477e+19 
+8.7800000000000011e+01 +8.5610209368985057e-03 -7.3220517503715906e+04 +3.7322712664222407e+12 -8.3394009727303827e+19 
+8.7900000000000006e+01 +8.5120598600285924e-03 -7.2707084955717379e+04 +3.7057719669669346e+12 -8.2795908736519864e+19 
+8.8000000000000000e+01 +8.4633877447241584e-03 -7.2196155120287091e+04 +3.6795127626074321e+12 -8.2206354824802451e+19 
+8.8100000000000009e+01 +8.4149980484391762e-03 -7.1687405209409975e+04 +3.6534964728030459e+12 -8.1625974482143740e+19 
+8.8200000000000003e+01 +8.3668923790422497e-03 -7.1181039704465205e+04 +3.6277158430310610e+12 -8.1054099412685488e+19 
+8.8300000000000011e+01 +8.3190743820054560e-03 -7.0677394904038243e+04 +3.6021611002558232e+12 -8.0489737623569809e+19 
+8.8400000000000006e+01 +8.2715477028008078e-03 -7.0176807106701774e+04 +3.5768224714416172e+12 -7.9931897121960395e+19 
+8.8500000000000000e+01 +8.2243159868999067e-03 -6.9679612610745724e+04 +3.5516901835181553e+12 -7.9379585913942147e+19 
+8.8600000000000009e+01 +8.1773828797750189e-03 -6.9186147714885374e+04 +3.5267544634656675e+12 -7.8831812007154467e+19 
+8.8700000000000003e+01 +8.1307520268976263e-03 -6.8696748717387090e+04 +3.5020055382132017e+12 -7.8287583407693890e+19 
+8.8800000000000011e+01 +8.0844270737398076e-03 -6.8211751916799636e+04 +3.4774336347195386e+12 -7.7745908122515489e+19 
+8.8900000000000006e+01 +8.0384116657738133e-03 -6.7731493611855520e+04 +3.4530289799678335e+12 -7.7205794159356035e+19 
+8.9000000000000000e+01 +7.9927094484711411e-03 -6.7256310100795745e+04 +3.4287818008829038e+12 -7.6666249524168376e+19 
+8.9100000000000009e+01 +7.9473222552172255e-03 -6.6786421735797208e+04 +3.4046850950378618e+12 -7.6126592641843986e+19 
+8.9200000000000003e+01 +7.9022446710502788e-03 -6.6321585083072307e+04 +3.3807429424053574e+12 -7.5587383607239754e+19 
+8.9300000000000011e+01 +7.8574694689216469e-03 -6.5861440762254933e+04 +3.3569621935455308e+12 -7.5049492932294820e+19 
+8.9400000000000006e+01 +7.8129894217827175e-03 -6.5405629393023512e+04 +3.3333496990246372e+12 -7.4513791129145770e+19 
+8.9500000000000000e+01 +7.7687973025851583e-03 -6.4953791595222887e+04 +3.3099123094282275e+12 -7.3981148710519161e+19 
+8.9600000000000009e+01 +7.7248858842805359e-03 -6.4505567988632407e+04 +3.2866568753333667e+12 -7.3452436188862783e+19 
+8.9700000000000003e+01 +7.6812479398198829e-03 -6.4060599192721376e+04 +3.2635902472825005e+12 -7.2928524075601781e+19 
+8.9800000000000011e+01 +7.6378762421549333e-03 -6.3618525827367426e+04 +3.2407192758644980e+12 -7.2410282883553608e+19 
+8.9900000000000006e+01 +7.5947635642373461e-03 -6.3178988512401324e+04 +3.2180508116626040e+12 -7.1898583125357847e+19 
+9.0000000000000000e+01 +7.5519026790182662e-03 -6.2741627867365882e+04 +3.1955917052279077e+12 -7.1394295312705241e+19 
+9.0100000000000009e+01 +7.5092880668838381e-03 -6.2306188488352731e+04 +3.1733459777796260e+12 -7.0897996412935168e+19 
+9.0200000000000003e+01 +7.4669210379574320e-03 -6.1872830876018357e+04 +3.1513063330252183e+12 -7.0409089210498081e+19 
+9.0300000000000011e+01 +7.4248046097971391e-03 -6.1441819507454478e+04 +3.1294626453293423e+12 -6.9926682945202684e+19 
+9.0400000000000006e+01 +7.3829417999608420e-03 -6.1013418859603647e+04 +3.1078047890389673e+12 -6.9449886856316314e+19 
+9.0500000000000000e+01 +7.3413356260066337e-03 -6.0587893409514974e+04 +3.0863226385116821e+12 -6.8977810183394812e+19 
+9.0600000000000009e+01 +7.2999891054925017e-03 -6.0165507634218964e+04 +3.0650060681057021e+12 -6.8509562166066520e+19 
+9.0700000000000003e+01 +7.2589052559762692e-03 -5.9746526010621208e+04 +3.0438449521631548e+12 -6.8044252043438334e+19 
+9.0800000000000011e+01 +7.2180870950160929e-03 -5.9331213015824338e+04 +3.0228291650491816e+12 -6.7580989055324283e+19 
+9.0900000000000006e+01 +7.1775376401700570e-03 -5.8919833126894315e+04 +3.0019485811244448e+12 -6.7118882441390596e+19 
+9.1000000000000000e+01 +7.1372599089957493e-03 -5.8512650820594536e+04 +2.9811930747150464e+12 -6.6657041440272941e+19 
+9.1100000000000009e+01 +7.0972553998144613e-03 -5.8109839064866770e+04 +2.9605554634234570e+12 -6.6194854407030391e+19 
