# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+1.2480000000000001e+02 +2.5807677747952011e-05 -1.2254488119635877e-02 +5.3742142811397932e+07 
+1.2490000000000001e+02 +2.5723399421008767e-05 -1.2197796502202681e-02 +5.3439402263784736e+07 
+1.2500000000000000e+02 +2.5639466346716116e-05 -1.2141415287316288e-02 +5.3140578106821306e+07 
+1.2510000000000001e+02 +2.5555877709027425e-05 -1.2085345848915772e-02 +5.2846041823171362e+07 
+1.2520000000000000e+02 +2.5472631189345886e-05 -1.2029583847767438e-02 +5.2555437122796603e+07 
+1.2530000000000001e+02 +2.5389724093437188e-05 -1.1974123516345038e-02 +5.2268225772471212e+07 
+1.2540000000000001e+02 +2.5307153727066931e-05 -1.1918959087120462e-02 +5.1983869538566358e+07 
+1.2550000000000000e+02 +2.5224917396000794e-05 -1.1864084792567019e-02 +5.1701830187678814e+07 
+1.2560000000000001e+02 +2.5143012406004412e-05 -1.1809494865157992e-02 +5.1421569486775361e+07 
+1.2570000000000000e+02 +2.5061436062843420e-05 -1.1755183537366036e-02 +5.1142549202252530e+07 
+1.2580000000000001e+02 +2.4980185672283485e-05 -1.1701145041664101e-02 +5.0864231100727350e+07 
+1.2590000000000001e+02 +2.4899258540090256e-05 -1.1647373610524880e-02 +5.0586076948728152e+07 
+1.2600000000000000e+02 +2.4818651972029412e-05 -1.1593863476422850e-02 +5.0307548513414338e+07 
+1.2610000000000001e+02 +2.4738363657071672e-05 -1.1540610223995664e-02 +5.0028278601171561e+07 
+1.2620000000000000e+02 +2.4658392817008190e-05 -1.1487614846546441e-02 +4.9748584179500170e+07 
+1.2630000000000001e+02 +2.4578739056835283e-05 -1.1434879689544939e-02 +4.9468953256254613e+07 
+1.2640000000000001e+02 +2.4499401981549220e-05 -1.1382407098460424e-02 +4.9189873839172721e+07 
+1.2650000000000000e+02 +2.4420381196146277e-05 -1.1330199418761878e-02 +4.8911833935964480e+07 
+1.2660000000000001e+02 +2.4341676305622717e-05 -1.1278258995918606e-02 +4.8635321554306909e+07 
+1.2670000000000000e+02 +2.4263286914974822e-05 -1.1226588175398771e-02 +4.8360824701446161e+07 
+1.2680000000000001e+02 +2.4185212629198851e-05 -1.1175189302672436e-02 +4.8088831385611780e+07 
+1.2690000000000001e+02 +2.4107453053291129e-05 -1.1124064723209500e-02 +4.7819829614615113e+07 
+1.2700000000000000e+02 +2.4030007792247881e-05 -1.1073216782477503e-02 +4.7554307395628817e+07 
+1.2710000000000001e+02 +2.3952876112606525e-05 -1.1022646603858941e-02 +4.7292591461808234e+07 
+1.2720000000000000e+02 +2.3876055927068877e-05 -1.0972350422381285e-02 +4.7034363445586070e+07 
+1.2730000000000001e+02 +2.3799544809877812e-05 -1.0922323250983921e-02 +4.6779143704412065e+07 
+1.2740000000000001e+02 +2.3723340335276244e-05 -1.0872560102605733e-02 +4.6526452595495194e+07 
+1.2750000000000000e+02 +2.3647440077507126e-05 -1.0823055990188074e-02 +4.6275810477040477e+07 
+1.2760000000000001e+02 +2.3571841610813353e-05 -1.0773805926669981e-02 +4.6026737706178315e+07 
+1.2770000000000000e+02 +2.3496542509437804e-05 -1.0724804924990061e-02 +4.5778754640211441e+07 
+1.2780000000000001e+02 +2.3421540347623438e-05 -1.0676047998089484e-02 +4.5531381637104116e+07 
+1.2790000000000001e+02 +2.3346832699613181e-05 -1.0627530158907487e-02 +4.5284139054199629e+07 
+1.2800000000000000e+02 +2.3272417139649893e-05 -1.0579246420383477e-02 +4.5036547249107398e+07 
+1.2809999999999999e+02 +2.3198291587029953e-05 -1.0531192952542120e-02 +4.4788278373867951e+07 
+1.2820000000000002e+02 +2.3124455341263231e-05 -1.0483370553745422e-02 +4.4539611759232178e+07 
+1.2830000000000001e+02 +2.3050908046913287e-05 -1.0435781179444730e-02 +4.4290978531768426e+07 
+1.2840000000000001e+02 +2.2977649348543289e-05 -1.0388426785082960e-02 +4.4042809815518193e+07 
+1.2850000000000000e+02 +2.2904678890716809e-05 -1.0341309326112892e-02 +4.3795536737584598e+07 
+1.2859999999999999e+02 +2.2831996317997121e-05 -1.0294430757980182e-02 +4.3549590422906332e+07 
+1.2870000000000002e+02 +2.2759601274947604e-05 -1.0247793036132569e-02 +4.3305401996964462e+07 
+1.2880000000000001e+02 +2.2687493406131651e-05 -1.0201398116018345e-02 +4.3063402585584745e+07 
+1.2890000000000001e+02 +2.2615672356112703e-05 -1.0155247953086406e-02 +4.2824023314499155e+07 
+1.2900000000000000e+02 +2.2544137769454061e-05 -1.0109344502783467e-02 +4.2587695309079781e+07 
+1.2909999999999999e+02 +2.2472888985732841e-05 -1.0063688680101985e-02 +4.2354709883560523e+07 
+1.2920000000000002e+02 +2.2401924124580788e-05 -1.0018277238208240e-02 +4.2124799105828136e+07 
+1.2930000000000001e+02 +2.2331241000643433e-05 -9.9731058898124766e-03 +4.1897555232157253e+07 
+1.2940000000000001e+02 +2.2260837428566254e-05 -9.9281703476250347e-03 +4.1672570518987246e+07 
+1.2950000000000000e+02 +2.2190711222994709e-05 -9.8834663243562802e-03 +4.1449437222766355e+07 
+1.2959999999999999e+02 +2.2120860198574349e-05 -9.8389895327178709e-03 +4.1227747600298911e+07 
+1.2970000000000002e+02 +2.2051282169950538e-05 -9.7947356854176312e-03 +4.1007093907154962e+07 
+1.2980000000000001e+02 +2.1981974951768876e-05 -9.7507004951679372e-03 +4.0787068400407501e+07 
+1.2990000000000001e+02 +2.1912936358674804e-05 -9.7068796746784501e-03 +4.0567263336204432e+07 
+1.3000000000000000e+02 +2.1844164205313829e-05 -9.6632689366601496e-03 +4.0347270971215762e+07 
+1.3009999999999999e+02 +2.1775656616984059e-05 -9.6198649733775579e-03 +4.0126810341265664e+07 
+1.3020000000000002e+02 +2.1707412961594466e-05 -9.5766683953215307e-03 +3.9906107603464760e+07 
+1.3030000000000001e+02 +2.1639432917706773e-05 -9.5336807925395055e-03 +3.9685515695163853e+07 
+1.3040000000000001e+02 +2.1571716163882548e-05 -9.4909037550755890e-03 +3.9465387552565634e+07 
+1.3050000000000000e+02 +2.1504262378683446e-05 -9.4483388729758450e-03 +3.9246076112590052e+07 
+1.3059999999999999e+02 +2.1437071240671126e-05 -9.4059877362868017e-03 +3.9027934312300250e+07 
+1.3070000000000002e+02 +2.1370142428407193e-05 -9.3638519350537387e-03 +3.8811315088310771e+07 
+1.3080000000000001e+02 +2.1303475620453415e-05 -9.3219330593248655e-03 +3.8596571378152363e+07 
+1.3090000000000001e+02 +2.1237070495371293e-05 -9.2802326991430848e-03 +3.8384056117832571e+07 
+1.3100000000000000e+02 +2.1170926731722505e-05 -9.2387524445550605e-03 +3.8174122244366385e+07 
+1.3109999999999999e+02 +2.1105043733269954e-05 -9.1974930077165142e-03 +3.7967006725750916e+07 
+1.3120000000000002e+02 +2.1039419804581180e-05 -9.1564515892138768e-03 +3.7762482652213708e+07 
+1.3130000000000001e+02 +2.0974052975425055e-05 -9.1156245117430413e-03 +3.7560207144855447e+07 
+1.3140000000000001e+02 +2.0908941275570363e-05 -9.0750080980000463e-03 +3.7359837325036600e+07 
+1.3150000000000000e+02 +2.0844082734785927e-05 -9.0345986706808334e-03 +3.7161030313956700e+07 
+1.3159999999999999e+02 +2.0779475382840530e-05 -8.9943925524808253e-03 +3.6963443232720226e+07 
+1.3170000000000002e+02 +2.0715117249503046e-05 -8.9543860660975336e-03 +3.6766733203012072e+07 
+1.3180000000000001e+02 +2.0651006364542244e-05 -8.9145755342247782e-03 +3.6570557345356323e+07 
+1.3190000000000001e+02 +2.0587140757726964e-05 -8.8749572795601486e-03 +3.6374572781630479e+07 
+1.3200000000000000e+02 +2.0523518458825971e-05 -8.8355276247978620e-03 +3.6178436632434674e+07 
+1.3209999999999999e+02 +2.0460137777456484e-05 -8.7962837235486206e-03 +3.5981915324157722e+07 
+1.3220000000000002e+02 +2.0396998142629089e-05 -8.7572260530744232e-03 +3.5785212500951111e+07 
+1.3230000000000001e+02 +2.0334099263202820e-05 -8.7183559215527895e-03 +3.5588641112521857e+07 
+1.3240000000000001e+02 +2.0271440848036603e-05 -8.6796746371593549e-03 +3.5392514107900269e+07 
+1.3250000000000000e+02 +2.0209022605989430e-05 -8.6411835080704678e-03 +3.5197144436229423e+07 
+1.3259999999999999e+02 +2.0146844245920291e-05 -8.6028838424631830e-03 +3.5002845047070608e+07 
+1.3270000000000002e+02 +2.0084905476688115e-05 -8.5647769485127229e-03 +3.4809928889253899e+07 
+1.3280000000000001e+02 +2.0023206007151948e-05 -8.5268641343965810e-03 +3.4618708912359595e+07 
+1.3290000000000001e+02 +1.9961745546170756e-05 -8.4891467082912966e-03 +3.4429498065737329e+07 
+1.3300000000000000e+02 +1.9900523802603481e-05 -8.4516259783721862e-03 +3.4242609298226058e+07 
+1.3309999999999999e+02 +1.9839540237487708e-05 -8.4143025057555592e-03 +3.4058251694080114e+07 
+1.3320000000000002e+02 +1.9778793320575281e-05 -8.3771738633121075e-03 +3.3876218875678435e+07 
+1.3330000000000001e+02 +1.9718281273796697e-05 -8.3402368768531916e-03 +3.3696200600622728e+07 
+1.3340000000000001e+02 +1.9658002319082430e-05 -8.3034883721899173e-03 +3.3517886626391757e+07 
+1.3350000000000000e+02 +1.9597954678362885e-05 -8.2669251751314142e-03 +3.3340966709933341e+07 
+1.3359999999999999e+02 +1.9538136573568540e-05 -8.2305441114884689e-03 +3.3165130608534895e+07 
+1.3370000000000002e+02 +1.9478546226629824e-05 -8.1943420070716786e-03 +3.2990068079619437e+07 
+1.3380000000000001e+02 +1.9419181859477264e-05 -8.1583156876927545e-03 +3.2815468880921729e+07 
+1.3390000000000001e+02 +1.9360041694041267e-05 -8.1224619791610900e-03 +3.2641022769324940e+07 
+1.3400000000000000e+02 +1.9301123952252295e-05 -8.0867777072872113e-03 +3.2466419502179865e+07 
+1.3409999999999999e+02 +1.9242427108300648e-05 -8.0512604052488702e-03 +3.2291447257775877e+07 
+1.3420000000000002e+02 +1.9183950645416085e-05 -8.0159104356955918e-03 +3.2116287899334032e+07 
+1.3430000000000001e+02 +1.9125694299088224e-05 -7.9807288686428099e-03 +3.1941221710486796e+07 
+1.3440000000000001e+02 +1.9067657804806636e-05 -7.9457167741065256e-03 +3.1766528975183453e+07 
+1.3450000000000000e+02 +1.9009840898060887e-05 -7.9108752221017202e-03 +3.1592489977070414e+07 
+1.3459999999999999e+02 +1.8952243314340624e-05 -7.8762052826457443e-03 +3.1419385000401102e+07 
+1.3470000000000002e+02 +1.8894864789135409e-05 -7.8417080257541048e-03 +3.1247494329036091e+07 
+1.3480000000000001e+02 +1.8837705057934883e-05 -7.8073845214424809e-03 +3.1077098246576175e+07 
+1.3490000000000001e+02 +1.8780763856228588e-05 -7.7732358397267741e-03 +3.0908477037112560e+07 
+1.3500000000000000e+02 +1.8724040919506135e-05 -7.7392630506228789e-03 +3.0741910984425995e+07 
+1.3509999999999999e+02 +1.8667535759726655e-05 -7.7054665912071251e-03 +3.0577588227606371e+07 
+1.3520000000000002e+02 +1.8611246994727455e-05 -7.6718443667975981e-03 +3.0415328326489806e+07 
+1.3530000000000001e+02 +1.8555173018815279e-05 -7.6383936497713455e-03 +3.0254858695935175e+07 
+1.3540000000000001e+02 +1.8499312226297016e-05 -7.6051117125082481e-03 +3.0095906751398217e+07 
+1.3550000000000000e+02 +1.8443663011479360e-05 -7.5719958273835720e-03 +2.9938199907069977e+07 
+1.3559999999999999e+02 +1.8388223768669271e-05 -7.5390432667788660e-03 +2.9781465578902956e+07 
+1.3570000000000002e+02 +1.8332992892173447e-05 -7.5062513030698377e-03 +2.9625431181264341e+07 
+1.3580000000000001e+02 +1.8277968776298713e-05 -7.4736172086349957e-03 +2.9469824129331086e+07 
+1.3590000000000001e+02 +1.8223149815351902e-05 -7.4411382558519567e-03 +2.9314371837775782e+07 
+1.3600000000000000e+02 +1.8168534403639802e-05 -7.4088117170994176e-03 +2.9158801721983202e+07 
+1.3609999999999999e+02 +1.8114121162862102e-05 -7.3766354613399492e-03 +2.9002926264884505e+07 
+1.3620000000000002e+02 +1.8059909624289772e-05 -7.3446097438708549e-03 +2.8846898220691230e+07 
+1.3630000000000001e+02 +1.8005899546586716e-05 -7.3127354165739011e-03 +2.8690955411446419e+07 
+1.3640000000000001e+02 +1.7952090688416798e-05 -7.2810133313319231e-03 +2.8535335659746893e+07 
+1.3650000000000000e+02 +1.7898482808443860e-05 -7.2494443400258519e-03 +2.8380276787386052e+07 
+1.3659999999999999e+02 +1.7845075665331815e-05 -7.2180292945393364e-03 +2.8226016617236979e+07 
+1.3670000000000002e+02 +1.7791869017744480e-05 -7.1867690467528680e-03 +2.8072792970920723e+07 
+1.3680000000000001e+02 +1.7738862624345749e-05 -7.1556644485490121e-03 +2.7920843670941602e+07 
+1.3690000000000001e+02 +1.7686056243799531e-05 -7.1247163518112092e-03 +2.7770406539995283e+07 
+1.3700000000000000e+02 +1.7633449634769618e-05 -7.0939256084191771e-03 +2.7621719399521608e+07 
+1.3709999999999999e+02 +1.7581042354367565e-05 -7.0632925426208438e-03 +2.7474944533817749e+07 
+1.3720000000000002e+02 +1.7528833153495412e-05 -7.0328153681218511e-03 +2.7329942073621139e+07 
+1.3730000000000001e+02 +1.7476820581502907e-05 -7.0024917709923746e-03 +2.7186496611214954e+07 
+1.3740000000000001e+02 +1.7425003187739762e-05 -6.9723194373035261e-03 +2.7044392739295498e+07 
+1.3750000000000000e+02 +1.7373379521555656e-05 -6.9422960531245782e-03 +2.6903415049827866e+07 
+1.3759999999999999e+02 +1.7321948132300331e-05 -6.9124193045265805e-03 +2.6763348135438669e+07 
+1.3770000000000002e+02 +1.7270707569323464e-05 -6.8826868775799226e-03 +2.6623976588592291e+07 
+1.3780000000000001e+02 +1.7219656381974803e-05 -6.8530964583545370e-03 +2.6485085001416050e+07 
+1.3790000000000001e+02 +1.7168793119604045e-05 -6.8236457329211670e-03 +2.6346457966507394e+07 
+1.3800000000000000e+02 +1.7118116331560898e-05 -6.7943323873499639e-03 +2.6207880076174848e+07 
+1.3809999999999999e+02 +1.7067624772080026e-05 -6.7651545999369810e-03 +2.6069201267853796e+07 
+1.3820000000000002e+02 +1.7017318014935952e-05 -6.7361125178823037e-03 +2.5930532859644171e+07 
+1.3830000000000001e+02 +1.6967195838788083e-05 -6.7072067806091557e-03 +2.5792051513899636e+07 
+1.3840000000000001e+02 +1.6917258022295876e-05 -6.6784380275429689e-03 +2.5653933893691119e+07 
+1.3850000000000000e+02 +1.6867504344118781e-05 -6.6498068981086598e-03 +2.5516356661995761e+07 
+1.3859999999999999e+02 +1.6817934582916229e-05 -6.6213140317304400e-03 +2.5379496481373787e+07 
+1.3870000000000002e+02 +1.6768548517347699e-05 -6.5929600678345072e-03 +2.5243530015228137e+07 
+1.3880000000000001e+02 +1.6719345926072581e-05 -6.5647456458434450e-03 +2.5108633925717324e+07 
+1.3890000000000001e+02 +1.6670326587750395e-05 -6.5366714051842603e-03 +2.4974984876365937e+07 
+1.3900000000000000e+02 +1.6621490281040544e-05 -6.5087379852807265e-03 +2.4842759529715195e+07 
+1.3909999999999999e+02 +1.6572836602894942e-05 -6.4809455924024484e-03 +2.4712076773441564e+07 
+1.3920000000000002e+02 +1.6524364423435543e-05 -6.4532927002033096e-03 +2.4582824396220002e+07 
+1.3930000000000001e+02 +1.6476072431076717e-05 -6.4257773491804230e-03 +2.4454832410916626e+07 
+1.3940000000000001e+02 +1.6427959314232917e-05 -6.3983975798337410e-03 +2.4327930831493706e+07 
+1.3950000000000000e+02 +1.6380023761318541e-05 -6.3711514326610470e-03 +2.4201949670985907e+07 
+1.3959999999999999e+02 +1.6332264460747967e-05 -6.3440369481600903e-03 +2.4076718942640778e+07 
+1.3970000000000002e+02 +1.6284680100935592e-05 -6.3170521668293039e-03 +2.3952068659690671e+07 
+1.3980000000000001e+02 +1.6237269370295872e-05 -6.2901951291676143e-03 +2.3827828835796256e+07 
+1.3990000000000001e+02 +1.6190030957243217e-05 -6.2634638756737682e-03 +2.3703829484379966e+07 
+1.4000000000000000e+02 +1.6142963550191999e-05 -6.2368564468453262e-03 +2.3579900618482798e+07 
+1.4009999999999999e+02 +1.6096066022298366e-05 -6.2103712909464745e-03 +2.3455925535248585e+07 
+1.4020000000000002e+02 +1.6049337985685685e-05 -6.1840084873115153e-03 +2.3332000668824308e+07 
+1.4030000000000001e+02 +1.6002779237218927e-05 -6.1577685230363227e-03 +2.3208275735713542e+07 
+1.4040000000000001e+02 +1.5956389573763210e-05 -6.1316518852218256e-03 +2.3084900454164840e+07 
+1.4050000000000000e+02 +1.5910168792183571e-05 -6.1056590609658828e-03 +2.2962024541369881e+07 
+1.4059999999999999e+02 +1.5864116689345025e-05 -6.0797905373664359e-03 +2.2839797714560904e+07 
+1.4070000000000002e+02 +1.5818233062112662e-05 -6.0540468015234383e-03 +2.2718369691630360e+07 
+1.4080000000000001e+02 +1.5772517707351483e-05 -6.0284283405327953e-03 +2.2597890189022269e+07 
+1.4090000000000001e+02 +1.5726970421926615e-05 -6.0029356414964870e-03 +2.2478508925414775e+07 
+1.4100000000000000e+02 +1.5681591002703073e-05 -5.9775691915113218e-03 +2.2360375617569964e+07 
+1.4109999999999999e+02 +1.5636379082580485e-05 -5.9523291187542470e-03 +2.2243591118747119e+07 
+1.4120000000000002e+02 +1.5591333638596768e-05 -5.9272141157153532e-03 +2.2128060825389888e+07 
+1.4130000000000001e+02 +1.5546453483824497e-05 -5.9022225159628353e-03 +2.2013641269497562e+07 
+1.4140000000000001e+02 +1.5501737431336176e-05 -5.8773526530651373e-03 +2.1900188983341880e+07 
+1.4150000000000000e+02 +1.5457184294204302e-05 -5.8526028605901063e-03 +2.1787560498944949e+07 
+1.4159999999999999e+02 +1.5412792885501400e-05 -5.8279714721054471e-03 +2.1675612348186925e+07 
+1.4170000000000002e+02 +1.5368562018299981e-05 -5.8034568211798006e-03 +2.1564201063394051e+07 
+1.4180000000000001e+02 +1.5324490505672586e-05 -5.7790572413807936e-03 +2.1453183176407203e+07 
+1.4190000000000001e+02 +1.5280577160691692e-05 -5.7547710662765594e-03 +2.1342415219465181e+07 
+1.4200000000000000e+02 +1.5236820796429897e-05 -5.7305966294363166e-03 +2.1231753724866338e+07 
+1.4209999999999999e+02 +1.5193220392608941e-05 -5.7065326012903962e-03 +2.1121099723443542e+07 
+1.4220000000000002e+02 +1.5149775595547866e-05 -5.6825789997246605e-03 +2.1010532242926460e+07 
+1.4230000000000001e+02 +1.5106486218214951e-05 -5.6587361794864163e-03 +2.0900174809428476e+07 
+1.4240000000000001e+02 +1.5063352073578458e-05 -5.6350044953237463e-03 +2.0790150949400049e+07 
+1.4250000000000000e+02 +1.5020372974606754e-05 -5.6113843019862603e-03 +2.0680584189680696e+07 
+1.4259999999999999e+02 +1.4977548734268083e-05 -5.5878759542208013e-03 +2.0571598056238055e+07 
+1.4270000000000002e+02 +1.4934879165530786e-05 -5.5644798067774606e-03 +2.0463316076182827e+07 
+1.4280000000000001e+02 +1.4892364081363108e-05 -5.5411962144025755e-03 +2.0355861775334392e+07 
+1.4290000000000001e+02 +1.4850003294733367e-05 -5.5180255318450821e-03 +2.0249358680362444e+07 
+1.4300000000000000e+02 +1.4807796618609876e-05 -5.4949681138538008e-03 +2.0143930317860652e+07 
+1.4309999999999999e+02 +1.4765743717983769e-05 -5.4720240204049943e-03 +2.0039659383195262e+07 
+1.4320000000000002e+02 +1.4723843665937483e-05 -5.4491921323866566e-03 +1.9936465246940773e+07 
+1.4330000000000001e+02 +1.4682095387576501e-05 -5.4264710359187363e-03 +1.9834226449754573e+07 
+1.4340000000000001e+02 +1.4640497808006118e-05 -5.4038593171181126e-03 +1.9732821531391799e+07 
+1.4350000000000000e+02 +1.4599049852331681e-05 -5.3813555621016864e-03 +1.9632129031577166e+07 
+1.4359999999999999e+02 +1.4557750445658531e-05 -5.3589583569871790e-03 +1.9532027490317978e+07 
+1.4370000000000002e+02 +1.4516598513092055e-05 -5.3366662878930188e-03 +1.9432395447788827e+07 
+1.4380000000000001e+02 +1.4475592979737581e-05 -5.3144779409357683e-03 +1.9333111443648525e+07 
+1.4390000000000001e+02 +1.4434732770700483e-05 -5.2923919022338098e-03 +1.9234054018069122e+07 
+1.4400000000000000e+02 +1.4394016811086133e-05 -5.2704067579049932e-03 +1.9135101711098481e+07 
+1.4409999999999999e+02 +1.4353444176387848e-05 -5.2485213713912814e-03 +1.9036171110118922e+07 
+1.4420000000000002e+02 +1.4313014543651067e-05 -5.2267357154384278e-03 +1.8937330994548552e+07 
+1.4430000000000001e+02 +1.4272727740309198e-05 -5.2050500401158630e-03 +1.8838688191023346e+07 
+1.4440000000000001e+02 +1.4232583593795621e-05 -5.1834645954928404e-03 +1.8740349526037350e+07 
+1.4450000000000000e+02 +1.4192581931543793e-05 -5.1619796316403404e-03 +1.8642421826743580e+07 
+1.4459999999999999e+02 +1.4152722580987091e-05 -5.1405953986275428e-03 +1.8545011919657629e+07 
+1.4470000000000002e+02 +1.4113005369558925e-05 -5.1193121465245304e-03 +1.8448226631614428e+07 
+1.4480000000000001e+02 +1.4073430124692750e-05 -5.0981301254020431e-03 +1.8352172789708693e+07 
+1.4490000000000001e+02 +1.4033996673821898e-05 -5.0770495853278887e-03 +1.8256957219930116e+07 
+1.4500000000000000e+02 +1.3994704844379855e-05 -5.0560707763738630e-03 +1.8162686749707963e+07 
+1.4509999999999999e+02 +1.3955554330204126e-05 -5.0351937073986296e-03 +1.8069433073288083e+07 
+1.4520000000000002e+02 +1.3916544290748699e-05 -5.0144174224160867e-03 +1.7977127354586571e+07 
+1.4530000000000001e+02 +1.3877673751871757e-05 -4.9937407242306737e-03 +1.7885665625585593e+07 
+1.4540000000000001e+02 +1.3838941739431419e-05 -4.9731624156460763e-03 +1.7794943918058231e+07 
+1.4550000000000000e+02 +1.3800347279285788e-05 -4.9526812994648266e-03 +1.7704858263336554e+07 
+1.4559999999999999e+02 +1.3761889397293077e-05 -4.9322961784930295e-03 +1.7615304693993904e+07 
+1.4570000000000002e+02 +1.3723567119311328e-05 -4.9120058555318542e-03 +1.7526179240898546e+07 
+1.4580000000000001e+02 +1.3685379471198759e-05 -4.8918091333864403e-03 +1.7437377936235406e+07 
+1.4590000000000001e+02 +1.3647325478813450e-05 -4.8717048148600598e-03 +1.7348796811731309e+07 
+1.4600000000000000e+02 +1.3609404168013569e-05 -4.8516917027563592e-03 +1.7260331898967337e+07 
+1.4609999999999999e+02 +1.3571614700394900e-05 -4.8317688257992122e-03 +1.7171911408462841e+07 
+1.4620000000000002e+02 +1.3533956780503941e-05 -4.8119361163946875e-03 +1.7083592265916146e+07 
+1.4630000000000001e+02 +1.3496430248624884e-05 -4.7921937328693773e-03 +1.6995463575933415e+07 
+1.4640000000000001e+02 +1.3459034945041843e-05 -4.7725418335482980e-03 +1.6907614442477696e+07 
+1.4650000000000000e+02 +1.3421770710039019e-05 -4.7529805767585554e-03 +1.6820133970305953e+07 
+1.4659999999999999e+02 +1.3384637383900536e-05 -4.7335101208251682e-03 +1.6733111263382498e+07 
+1.4670000000000002e+02 +1.3347634806910578e-05 -4.7141306240751349e-03 +1.6646635426450998e+07 
+1.4680000000000001e+02 +1.3310762819353321e-05 -4.6948422448346615e-03 +1.6560795563951606e+07 
+1.4690000000000001e+02 +1.3274021261512918e-05 -4.6756451414294645e-03 +1.6475680780049495e+07 
+1.4700000000000000e+02 +1.3237409973673512e-05 -4.6565394721856902e-03 +1.6391380179269727e+07 
+1.4709999999999999e+02 +1.3200928675507692e-05 -4.6375252012012579e-03 +1.6307953596578993e+07 
+1.4720000000000002e+02 +1.3164576604241678e-05 -4.6186015156613859e-03 +1.6225343789816789e+07 
+1.4730000000000001e+02 +1.3128352876490178e-05 -4.5997674085241609e-03 +1.6143464247790141e+07 
+1.4740000000000001e+02 +1.3092256608867850e-05 -4.5810218727474631e-03 +1.6062228459284533e+07 
+1.4750000000000000e+02 +1.3056286917989315e-05 -4.5623639012876563e-03 +1.5981549912602630e+07 
+1.4759999999999999e+02 +1.3020442920469255e-05 -4.5437924871025246e-03 +1.5901342096425368e+07 
+1.4770000000000002e+02 +1.2984723732922347e-05 -4.5253066231500157e-03 +1.5821518499512883e+07 
+1.4780000000000001e+02 +1.2949128471963215e-05 -4.5069053023867513e-03 +1.5741992610292032e+07 
+1.4790000000000001e+02 +1.2913656254206554e-05 -4.4885875177708146e-03 +1.5662677917569209e+07 
+1.4800000000000000e+02 +1.2878306196267042e-05 -4.4703522622599893e-03 +1.5583487910024714e+07 
+1.4809999999999999e+02 +1.2843077537286251e-05 -4.4521987100475608e-03 +1.5504362682940565e+07 
+1.4820000000000002e+02 +1.2807970006513724e-05 -4.4341267602766255e-03 +1.5425348760056023e+07 
+1.4830000000000001e+02 +1.2772983455725933e-05 -4.4161364933254831e-03 +1.5346519271587241e+07 
+1.4840000000000001e+02 +1.2738117736699343e-05 -4.3982279895733748e-03 +1.5267947347916381e+07 
+1.4850000000000000e+02 +1.2703372701210385e-05 -4.3804013293980634e-03 +1.5189706119135410e+07 
+1.4859999999999999e+02 +1.2668748201035609e-05 -4.3626565931806282e-03 +1.5111868716300022e+07 
+1.4870000000000002e+02 +1.2634244087951434e-05 -4.3449938612985517e-03 +1.5034508269252537e+07 
+1.4880000000000001e+02 +1.2599860213734322e-05 -4.3274132141304924e-03 +1.4957697908342803e+07 
+1.4890000000000001e+02 +1.2565596430160794e-05 -4.3099147320565670e-03 +1.4881510764298936e+07 
+1.4900000000000000e+02 +1.2531452589007276e-05 -4.2924984954545173e-03 +1.4806019967086811e+07 
+1.4909999999999999e+02 +1.2497428433156447e-05 -4.2751644311147009e-03 +1.4731274687171571e+07 
+1.4920000000000002e+02 +1.2463523269915583e-05 -4.2579118514651342e-03 +1.4657228252282297e+07 
+1.4930000000000001e+02 +1.2429736297698233e-05 -4.2407399153473434e-03 +1.4583810031058561e+07 
+1.4940000000000001e+02 +1.2396066714917908e-05 -4.2236477816009164e-03 +1.4510949391205980e+07 
+1.4950000000000000e+02 +1.2362513719988071e-05 -4.2066346090651229e-03 +1.4438575700583503e+07 
+1.4959999999999999e+02 +1.2329076511322211e-05 -4.1896995565796425e-03 +1.4366618327094439e+07 
+1.4970000000000002e+02 +1.2295754287333861e-05 -4.1728417829852427e-03 +1.4295006639012760e+07 
+1.4980000000000001e+02 +1.2262546246436539e-05 -4.1560604471220682e-03 +1.4223670004388135e+07 
+1.4990000000000001e+02 +1.2229451587043711e-05 -4.1393547078291152e-03 +1.4152537790891968e+07 
+1.5000000000000000e+02 +1.2196469507568887e-05 -4.1227237239467489e-03 +1.4081539366660099e+07 
+1.5009999999999999e+02 +1.2163599317041590e-05 -4.1061667971470017e-03 +1.4010625882260498e+07 
+1.5020000000000002e+02 +1.2130840766955542e-05 -4.0896838004356503e-03 +1.3939835620522188e+07 
+1.5030000000000001e+02 +1.2098193719420454e-05 -4.0732747496485741e-03 +1.3869228645969423e+07 
+1.5040000000000001e+02 +1.2065658036546086e-05 -4.0569396606241759e-03 +1.3798865024189031e+07 
+1.5050000000000000e+02 +1.2033233580442108e-05 -4.0406785491979352e-03 +1.3728804819723006e+07 
+1.5059999999999999e+02 +1.2000920213218280e-05 -4.0244914312079364e-03 +1.3659108097966189e+07 
+1.5070000000000002e+02 +1.1968717796984341e-05 -4.0083783224917711e-03 +1.3589834924133478e+07 
+1.5080000000000001e+02 +1.1936626193850008e-05 -3.9923392388856701e-03 +1.3521045362975957e+07 
+1.5090000000000001e+02 +1.1904645265924997e-05 -3.9763741962271140e-03 +1.3452799479788993e+07 
