# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=13][T/m^n] 
+5.3800000000000004e+01 +7.4038014267200566e-02 -1.4868215391814215e+06 +7.8118292326721812e+13 -1.7479030435425660e+21 
+5.3900000000000006e+01 +7.3392913689843672e-02 -1.4703883481178971e+06 +7.7246669077677562e+13 -1.7283867405042062e+21 
+5.4000000000000000e+01 +7.2753378042626396e-02 -1.4540405385256486e+06 +7.6378159420408516e+13 -1.7089505532396839e+21 
+5.4100000000000001e+01 +7.2119185159474616e-02 -1.4377496946234484e+06 +7.5510909514627109e+13 -1.6895540952492480e+21 
+5.4200000000000003e+01 +7.1490389242129360e-02 -1.4215327224884138e+06 +7.4646034653058828e+13 -1.6702202597788520e+21 
+5.4300000000000004e+01 +7.0867113584285088e-02 -1.4054178586618002e+06 +7.3785392411623500e+13 -1.6509877600089767e+21 
+5.4400000000000006e+01 +7.0249481479632239e-02 -1.3894333396826610e+06 +7.2930840365991250e+13 -1.6318953091126253e+21 
+5.4500000000000000e+01 +6.9637616221863374e-02 -1.3736074020911469e+06 +7.2084236091953781e+13 -1.6129816202663853e+21 
+5.4600000000000001e+01 +6.9031641104670291e-02 -1.3579682824270949e+06 +7.1247437165272391e+13 -1.5942854066460392e+21 
+5.4700000000000003e+01 +6.8431679421749464e-02 -1.3425442172330657e+06 +7.0422301162016156e+13 -1.5758453814365308e+21 
+5.4800000000000004e+01 +6.7837854466788472e-02 -1.3273634430463628e+06 +6.9610685657654570e+13 -1.5577002578048259e+21 
+5.4900000000000006e+01 +6.7250289533484234e-02 -1.3124541964098341e+06 +6.8814448228295367e+13 -1.5398887489371612e+21 
+5.5000000000000000e+01 +6.6669107915525411e-02 -1.2978447138612401e+06 +6.8035446449449297e+13 -1.5224495680015373e+21 
+5.5100000000000001e+01 +6.6094374621517307e-02 -1.2835536559038167e+06 +6.7274925410010172e+13 -1.5054087872694675e+21 
+5.5200000000000003e+01 +6.5525921519699312e-02 -1.2695613788820175e+06 +6.6531680249948883e+13 -1.4887419153510181e+21 
+5.5300000000000004e+01 +6.4963522193223044e-02 -1.2558386631028322e+06 +6.5803893622266898e+13 -1.4724118199488736e+21 
+5.5400000000000006e+01 +6.4406950225235987e-02 -1.2423562888709716e+06 +6.5089748179710570e+13 -1.4563813687581556e+21 
+5.5500000000000000e+01 +6.3855979198889939e-02 -1.2290850364933021e+06 +6.4387426575256867e+13 -1.4406134294806329e+21 
+5.5600000000000001e+01 +6.3310382697333398e-02 -1.2159956862752095e+06 +6.3695111461730992e+13 -1.4250708698138133e+21 
+5.5700000000000003e+01 +6.2769934303718022e-02 -1.2030590185236672e+06 +6.3010985492130617e+13 -1.4097165574602393e+21 
+5.5800000000000004e+01 +6.2234407601195751e-02 -1.1902458135459267e+06 +6.2333231319488742e+13 -1.3945133601235668e+21 
+5.5900000000000006e+01 +6.1703576172912514e-02 -1.1775268516456045e+06 +6.1660031596419844e+13 -1.3794241454948339e+21 
+5.6000000000000000e+01 +6.1177213602020115e-02 -1.1648729131298284e+06 +6.0989568975940875e+13 -1.3644117812771815e+21 
+5.6100000000000001e+01 +6.0655147368552584e-02 -1.1522631262861732e+06 +6.0320544253089227e+13 -1.3494494783231219e+21 
+5.6200000000000003e+01 +6.0137420540069986e-02 -1.1397100113218117e+06 +5.9653730790715695e+13 -1.3345518200742648e+21 
+5.6300000000000004e+01 +5.9624130081018495e-02 -1.1272344364266347e+06 +5.8990420093951719e+13 -1.3197437331294129e+21 
+5.6400000000000006e+01 +5.9115372955840510e-02 -1.1148572697885789e+06 +5.8331903667713281e+13 -1.3050501440810144e+21 
+5.6500000000000000e+01 +5.8611246128984357e-02 -1.1025993795986050e+06 +5.7679473017247609e+13 -1.2904959795312494e+21 
+5.6600000000000001e+01 +5.8111846564887118e-02 -1.0904816340414491e+06 +5.7034419647103656e+13 -1.2761061660615374e+21 
+5.6700000000000003e+01 +5.7617271227999263e-02 -1.0785249013094897e+06 +5.6398035062693086e+13 -1.2619056302790177e+21 
+5.6800000000000004e+01 +5.7127617082766549e-02 -1.0667500495925092e+06 +5.5771610769139969e+13 -1.2479192987823568e+21 
+5.6900000000000006e+01 +5.6642981093626255e-02 -1.0551779470750361e+06 +5.5156438270956258e+13 -1.2341720981516258e+21 
+5.7000000000000000e+01 +5.6163460225027502e-02 -1.0438294619487779e+06 +5.4553809073485719e+13 -1.2206889549920993e+21 
+5.7100000000000001e+01 +5.5689105709670970e-02 -1.0327183782927579e+06 +5.3964586758235094e+13 -1.2074865868177164e+21 
+5.7200000000000003e+01 +5.5219785853286810e-02 -1.0218301437488176e+06 +5.3387923212933680e+13 -1.1945488748247688e+21 
+5.7300000000000004e+01 +5.4755323229860868e-02 -1.0111431218482542e+06 +5.2822542401708844e+13 -1.1818514911251241e+21 
+5.7400000000000006e+01 +5.4295540413379813e-02 -1.0006356761231619e+06 +5.2267168288793406e+13 -1.1693701078340875e+21 
+5.7500000000000000e+01 +5.3840259977830783e-02 -9.9028617010562529e+05 +5.1720524838406820e+13 -1.1570803970663353e+21 
+5.7600000000000001e+01 +5.3389304497197608e-02 -9.8007296732603956e+05 +5.1181336014584398e+13 -1.1449580309311588e+21 
+5.7700000000000003e+01 +5.2942496545470306e-02 -9.6997443131837039e+05 +5.0648325781769164e+13 -1.1329786815501126e+21 
+5.7800000000000004e+01 +5.2499658696635858e-02 -9.5996892561479367e+05 +5.0120218104199508e+13 -1.1211180210385888e+21 
+5.7900000000000006e+01 +5.2060613524676780e-02 -9.5003481374467851e+05 +4.9595736945782695e+13 -1.1093517215018570e+21 
+5.8000000000000000e+01 +5.1625183603583279e-02 -9.4015045924220770e+05 +4.9073606270992188e+13 -1.0976554550624707e+21 
+5.8100000000000001e+01 +5.1193233868865873e-02 -9.3030042546017037e+05 +4.8552913008745438e+13 -1.0860115861992124e+21 
+5.8200000000000003e+01 +5.0764798702138181e-02 -9.2049407504000806e+05 +4.8034195947448445e+13 -1.0744292488687578e+21 
+5.8300000000000004e+01 +5.0339954846539525e-02 -9.1074697044503398e+05 +4.7518356840332859e+13 -1.0629242693956048e+21 
+5.8400000000000006e+01 +4.9918779045207390e-02 -9.0107467413739173e+05 +4.7006297440488602e+13 -1.0515124740998609e+21 
+5.8500000000000000e+01 +4.9501348041284227e-02 -8.9149274858237151e+05 +4.6498919501380625e+13 -1.0402096893131757e+21 
+5.8600000000000001e+01 +4.9087738577905715e-02 -8.8201675624116999e+05 +4.5997124775996453e+13 -1.0290317413526756e+21 
+5.8700000000000003e+01 +4.8678027398211740e-02 -8.7266225957743602e+05 +4.5501815017604539e+13 -1.0179944565439429e+21 
+5.8800000000000004e+01 +4.8272291245341679e-02 -8.6344482105457981e+05 +4.5013891979453078e+13 -1.0071136612120940e+21 
+5.8900000000000006e+01 +4.7870606862434752e-02 -8.5438000313579745e+05 +4.4534257414751938e+13 -9.9640518168081819e+20 
+5.9000000000000000e+01 +4.7473050992629579e-02 -8.4548336828405410e+05 +4.4063813076696891e+13 -9.8588484427361642e+20 
+5.9100000000000001e+01 +4.7079664241150072e-02 -8.3676519476385869e+05 +4.3603160706583758e+13 -9.7556321877714089e+20 
+5.9200000000000003e+01 +4.6690342661560372e-02 -8.2821462404511776e+05 +4.3151701998017883e+13 -9.6542984882788932e+20 
+5.9300000000000004e+01 +4.6304946169511696e-02 -8.1981551340037968e+05 +4.2708538632838219e+13 -9.5546902152967304e+20 
+5.9400000000000006e+01 +4.5923334680653495e-02 -8.1155172010109492e+05 +4.2272772292753242e+13 -9.4566502398229964e+20 
+5.9500000000000000e+01 +4.5545368110633699e-02 -8.0340710141785571e+05 +4.1843504659378320e+13 -9.3600214328286878e+20 
+5.9600000000000001e+01 +4.5170906375104583e-02 -7.9536551462385757e+05 +4.1419837414621031e+13 -9.2646466653713859e+20 
+5.9700000000000003e+01 +4.4799809389713702e-02 -7.8741081698942627e+05 +4.1000872240063867e+13 -9.1703688084118385e+20 
+5.9800000000000004e+01 +4.4431937070113565e-02 -7.7952686578786699e+05 +4.0585710817630391e+13 -9.0770307330132174e+20 
+5.9900000000000006e+01 +4.4067149331951237e-02 -7.7169751828932087e+05 +4.0173454828884188e+13 -8.9844753101308389e+20 
+6.0000000000000000e+01 +4.3705306090878013e-02 -7.6390663176619005e+05 +3.9763205955637008e+13 -8.8925454107928088e+20 
+6.0100000000000001e+01 +4.3346300786493035e-02 -7.5614270348520309e+05 +3.9354320654676688e+13 -8.8011263472350593e+20 
+6.0200000000000003e+01 +4.2990160954189366e-02 -7.4841279069024371e+05 +3.8947174482610242e+13 -8.7102731964880244e+20 
+6.0300000000000004e+01 +4.2636947653310504e-02 -7.4072859062059468e+05 +3.8542397771122828e+13 -8.6200834768170032e+20 
+6.0400000000000006e+01 +4.2286721943200989e-02 -7.3310180051642354e+05 +3.8140620852011602e+13 -8.5306547065227942e+20 
+6.0500000000000000e+01 +4.1939544883204706e-02 -7.2554411761730968e+05 +3.7742474056998242e+13 -8.4420844038820738e+20 
+6.0600000000000001e+01 +4.1595477532662940e-02 -7.1806723916134483e+05 +3.7348587717636391e+13 -8.3544700871215101e+20 
+6.0700000000000003e+01 +4.1254580950921604e-02 -7.1068286238945264e+05 +3.6959592165808609e+13 -8.2679092745674490e+20 
+6.0800000000000004e+01 +4.0916916197322017e-02 -7.0340268453973508e+05 +3.6576117733070492e+13 -8.1824994844471932e+20 
+6.0900000000000006e+01 +4.0582544331208302e-02 -6.9623840285194980e+05 +3.6198794751163070e+13 -8.0983382350430300e+20 
+6.1000000000000000e+01 +4.0251526411924407e-02 -6.8920171456572122e+05 +3.5828253551816391e+13 -8.0155230446348835e+20 
+6.1100000000000001e+01 +3.9923894761337488e-02 -6.8230034484350705e+05 +3.5464913786645195e+13 -7.9341186363969543e+20 
+6.1200000000000003e+01 +3.9599566751417389e-02 -6.7552613054402033e+05 +3.5108352387335938e+13 -7.8540585532357660e+20 
+6.1300000000000004e+01 +3.9278431016656595e-02 -6.6886693644835462e+05 +3.4757935605411168e+13 -7.7752435429384218e+20 
+6.1400000000000006e+01 +3.8960376191547325e-02 -6.6231062733740686e+05 +3.4413029692364277e+13 -7.6975743532819297e+20 
+6.1500000000000000e+01 +3.8645290910583226e-02 -6.5584506799287442e+05 +3.4073000899782227e+13 -7.6209517320719067e+20 
+6.1600000000000001e+01 +3.8333063808257406e-02 -6.4945812319638673e+05 +3.3737215479252223e+13 -7.5452764271152726e+20 
+6.1700000000000003e+01 +3.8023583519063681e-02 -6.4313765772976773e+05 +3.3405039682374141e+13 -7.4704491862211494e+20 
+6.1800000000000004e+01 +3.7716738677493873e-02 -6.3687153637358989e+05 +3.3075839760603176e+13 -7.3963707571550329e+20 
+6.1900000000000006e+01 +3.7412417918041535e-02 -6.3064762390969170e+05 +3.2748981965548816e+13 -7.3229418877302276e+20 
+6.2000000000000000e+01 +3.7110509875199489e-02 -6.2445378511927044e+05 +3.2423832548739996e+13 -7.2500633257348445e+20 
+6.2100000000000001e+01 +3.6810929877899592e-02 -6.1828138401492103e+05 +3.2099936926981023e+13 -7.1776619444962918e+20 
+6.2200000000000003e+01 +3.6513700032827924e-02 -6.1213578153289005e+05 +3.1777557177934492e+13 -7.1057691194235840e+20 
+6.2300000000000004e+01 +3.6218869141107231e-02 -6.0602583783938305e+05 +3.1457134544378789e+13 -7.0344423514183133e+20 
+6.2400000000000006e+01 +3.5926486003861051e-02 -5.9996041310100618e+05 +3.1139110269132469e+13 -6.9637391413930544e+20 
+6.2500000000000000e+01 +3.5636599422214012e-02 -5.9394836748505721e+05 +3.0823925595094859e+13 -6.8937169902848993e+20 
+6.2600000000000001e+01 +3.5349258197290928e-02 -5.8799856115889491e+05 +3.0512021765171766e+13 -6.8244333990329621e+20 
+6.2700000000000003e+01 +3.5064511130212847e-02 -5.8211985428762808e+05 +3.0203840022009188e+13 -6.7559458684977073e+20 
+6.2800000000000004e+01 +3.4782407022105472e-02 -5.7632110703920142e+05 +2.9899821608582086e+13 -6.6883118996393571e+20 
+6.2900000000000006e+01 +3.4502994674092853e-02 -5.7061117958058650e+05 +2.9600407767753879e+13 -6.6215889933844611e+20 
+6.3000000000000000e+01 +3.4226322887297607e-02 -5.6499893207775638e+05 +2.9306039742268488e+13 -6.5558346506228951e+20 
+6.3100000000000001e+01 +3.3952417481523299e-02 -5.5949021592553088e+05 +2.9017010534200332e+13 -6.4910866666374195e+20 
+6.3200000000000003e+01 +3.3681212351289555e-02 -5.5407884742857120e+05 +2.8733020182289578e+13 -6.4273040140825133e+20 
+6.3300000000000004e+01 +3.3412618409792233e-02 -5.4875563411732914e+05 +2.8453620484244637e+13 -6.3644259598944974e+20 
+6.3400000000000006e+01 +3.3146546570232326e-02 -5.4351138352548645e+05 +2.8178363238154211e+13 -6.3023917711259258e+20 
+6.3500000000000000e+01 +3.2882907745805642e-02 -5.3833690318343812e+05 +2.7906800241722316e+13 -6.2411407147122858e+20 
+6.3600000000000001e+01 +3.2621612849711060e-02 -5.3322300062357169e+05 +2.7638483292886176e+13 -6.1806120576599877e+20 
+6.3700000000000003e+01 +3.2362572795146753e-02 -5.2816048337773839e+05 +2.7372964189516844e+13 -6.1207450669547074e+20 
+6.3800000000000004e+01 +3.2105698495310940e-02 -5.2314015897793567e+05 +2.7109794729509512e+13 -6.0614790095907219e+20 
+6.3900000000000006e+01 +3.1850900863400589e-02 -5.1815283495529590e+05 +2.6848526710652488e+13 -6.0027531525287641e+20 
+6.4000000000000000e+01 +3.1598090812615040e-02 -5.1318931884239591e+05 +2.6588711930903004e+13 -5.9445067627810600e+20 
+6.4100000000000009e+01 +3.1347200629535756e-02 -5.0824307684161700e+05 +2.6330028402047191e+13 -5.8866944653030582e+20 
+6.4200000000000003e+01 +3.1098248094282532e-02 -5.0331820983995171e+05 +2.6072658991797703e+13 -5.8293323170064610e+20 
+6.4299999999999997e+01 +3.0851272360359255e-02 -4.9842147739550367e+05 +2.5816912781850375e+13 -5.7724517327932490e+20 
+6.4400000000000006e+01 +3.0606312581268606e-02 -4.9355963906545297e+05 +2.5563098853787562e+13 -5.7160841275301600e+20 
+6.4500000000000000e+01 +3.0363407910515741e-02 -4.8873945440856385e+05 +2.5311526289379160e+13 -5.6602609161412739e+20 
+6.4600000000000009e+01 +3.0122597501604540e-02 -4.8396768298280233e+05 +2.5062504170299422e+13 -5.6050135135212280e+20 
+6.4700000000000003e+01 +2.9883920508037821e-02 -4.7925108434552641e+05 +2.4816341578157285e+13 -5.5503733345458088e+20 
+6.4799999999999997e+01 +2.9647416083319122e-02 -4.7459641805444460e+05 +2.4573347594595551e+13 -5.4963717940998210e+20 
+6.4900000000000006e+01 +2.9413123380952848e-02 -4.7001044366797339e+05 +2.4333831301347645e+13 -5.4430403070969977e+20 
+6.5000000000000000e+01 +2.9181081554443357e-02 -4.6549992074427352e+05 +2.4098101780108797e+13 -5.3904102884380620e+20 
+6.5100000000000009e+01 +2.8951311288539165e-02 -4.6106931325457623e+05 +2.3866363669551281e+13 -5.3385020372189223e+20 
+6.5200000000000003e+01 +2.8723759392972805e-02 -4.5671390282606432e+05 +2.3638403836658430e+13 -5.2872913894346018e+20 
+6.5299999999999997e+01 +2.8498354208723455e-02 -4.5242667550034833e+05 +2.3413904705540516e+13 -5.2367430653193440e+20 
+6.5400000000000006e+01 +2.8275024076768681e-02 -4.4820061731814942e+05 +2.3192548700209477e+13 -5.1868217850784835e+20 
+6.5500000000000000e+01 +2.8053697338086117e-02 -4.4402871432007436e+05 +2.2974018244660375e+13 -5.1374922689117553e+20 
+6.5600000000000009e+01 +2.7834302333656070e-02 -4.3990395254846261e+05 +2.2757995763087965e+13 -5.0887192370789220e+20 
+6.5700000000000003e+01 +2.7616767404456139e-02 -4.3581931804395886e+05 +2.2544163679494133e+13 -5.0404674097821581e+20 
+6.5799999999999997e+01 +2.7401020891463092e-02 -4.3176779684675543e+05 +2.2332204417828094e+13 -4.9927015072075802e+20 
+6.5900000000000006e+01 +2.7186991135657028e-02 -4.2774237499902019e+05 +2.2121800402264133e+13 -4.9453862496087481e+20 
+6.6000000000000000e+01 +2.6974606478016465e-02 -4.2373603854194738e+05 +2.1912634056865941e+13 -4.8984863572061100e+20 
+6.6100000000000009e+01 +2.6763812455022355e-02 -4.1974380758216832e+05 +2.1704476793479926e+13 -4.8519748682558040e+20 
+6.6200000000000003e+01 +2.6554623385186254e-02 -4.1576883850036067e+05 +2.1497455976490938e+13 -4.8058580935791503e+20 
+6.6299999999999997e+01 +2.6347070782520687e-02 -4.1181632174171443e+05 +2.1291787957957695e+13 -4.7601506619997323e+20 
+6.6400000000000006e+01 +2.6141186161038381e-02 -4.0789144775153993e+05 +2.1087689089953613e+13 -4.7148672023458991e+20 
+6.6500000000000000e+01 +2.5937001034753795e-02 -4.0399940697612648e+05 +2.0885375724661863e+13 -4.6700223434783372e+20 
+6.6600000000000009e+01 +2.5734546917679846e-02 -4.0014538986099069e+05 +2.0685064214183816e+13 -4.6256307142345346e+20 
+6.6700000000000003e+01 +2.5533855323830509e-02 -3.9633458685211727e+05 +2.0486970910666758e+13 -4.5817069434642871e+20 
+6.6799999999999997e+01 +2.5334957767220310e-02 -3.9257218839590903e+05 +2.0291312166310719e+13 -4.5382656600342187e+20 
+6.6900000000000006e+01 +2.5137885761861017e-02 -3.8886338493718667e+05 +2.0098304333135688e+13 -4.4953214927568909e+20 
+6.7000000000000000e+01 +2.4942670821767089e-02 -3.8521336692211096e+05 +1.9908163763305750e+13 -4.4528890704866987e+20 
+6.7100000000000009e+01 +2.4749329555174684e-02 -3.8162556164419901e+05 +1.9721033190116730e+13 -4.4109774707441107e+20 
+6.7200000000000003e+01 +2.4557818947208071e-02 -3.7809634378574655e+05 +1.9536760871270441e+13 -4.3695735656698918e+20 
+6.7299999999999997e+01 +2.4368081077213822e-02 -3.7462032487634214e+05 +1.9355121445574195e+13 -4.3286586760598028e+20 
+6.7400000000000006e+01 +2.4180058024537557e-02 -3.7119211644513754e+05 +1.9175889551791043e+13 -4.2882141226972552e+20 
+6.7500000000000000e+01 +2.3993691868527230e-02 -3.6780633002260234e+05 +1.8998839828834125e+13 -4.2482212264106826e+20 
+6.7600000000000009e+01 +2.3808924688528296e-02 -3.6445757713779184e+05 +1.8823746915456121e+13 -4.2086613079805546e+20 
+6.7700000000000003e+01 +2.3625698563888346e-02 -3.6114046932092676e+05 +1.8650385450539930e+13 -4.1695156882258998e+20 
+6.7799999999999997e+01 +2.3443955573953099e-02 -3.5784961810123408e+05 +1.8478530072858121e+13 -4.1307656879331633e+20 
+6.7900000000000006e+01 +2.3263637798068639e-02 -3.5457963500809181e+05 +1.8307955421198402e+13 -4.0923926278929999e+20 
+6.8000000000000000e+01 +2.3084687315583136e-02 -3.5132513157203898e+05 +1.8138436134478844e+13 -4.0543778289347972e+20 
+6.8100000000000009e+01 +2.2907060097959842e-02 -3.4808228534638579e+05 +1.7969809567894254e+13 -4.0167063910722391e+20 
+6.8200000000000003e+01 +2.2730767685132609e-02 -3.4485353798072482e+05 +1.7802163942314129e+13 -3.9793785312223232e+20 
+6.8299999999999997e+01 +2.2555835509153958e-02 -3.4164289714944072e+05 +1.7635650195109484e+13 -3.9423982455526772e+20 
+6.8400000000000006e+01 +2.2382289002076550e-02 -3.3845437052698986e+05 +1.7470419263662211e+13 -3.9057695302348223e+20 
+6.8500000000000000e+01 +2.2210153595951333e-02 -3.3529196578680113e+05 +1.7306622085234047e+13 -3.8694963814035423e+20 
+6.8600000000000009e+01 +2.2039454722830438e-02 -3.3215969060300110e+05 +1.7144409597167684e+13 -3.8335827952183181e+20 
+6.8700000000000003e+01 +2.1870217814766075e-02 -3.2906155264976865e+05 +1.6983932736811023e+13 -3.7980327678398982e+20 
+6.8799999999999997e+01 +2.1702468303810257e-02 -3.2600155960119155e+05 +1.6825342441504131e+13 -3.7628502954272778e+20 
+6.8900000000000006e+01 +2.1536231622015005e-02 -3.2298371913134627e+05 +1.6668789648582621e+13 -3.7280393741374403e+20 
+6.9000000000000000e+01 +2.1371533201432102e-02 -3.2001203891411878e+05 +1.6514425295361484e+13 -3.6936040001214821e+20 
+6.9100000000000009e+01 +2.1208386400088326e-02 -3.1708916475386440e+05 +1.6362348550835348e+13 -3.6595461889162019e+20 
+6.9200000000000003e+01 +2.1046756279908544e-02 -3.1421229497554235e+05 +1.6212451510584727e+13 -3.6258600335641123e+20 
+6.9299999999999997e+01 +2.0886595828792383e-02 -3.1137726603429718e+05 +1.6064574501832439e+13 -3.5925376464814480e+20 
+6.9400000000000006e+01 +2.0727858034639786e-02 -3.0857991438548232e+05 +1.5918557851825592e+13 -3.5595711400918168e+20 
+6.9500000000000000e+01 +2.0570495885349940e-02 -3.0581607648406946e+05 +1.5774241887772725e+13 -3.5269526268080829e+20 
+6.9600000000000009e+01 +2.0414462368822075e-02 -3.0308158878499205e+05 +1.5631466936873191e+13 -3.4946742190395720e+20 
+6.9700000000000003e+01 +2.0259710472956764e-02 -3.0037228774399555e+05 +1.5490073326421977e+13 -3.4627280292248276e+20 
+6.9799999999999997e+01 +2.0106193185652439e-02 -2.9768400981554057e+05 +1.5349901383564129e+13 -3.4311061697567248e+20 
+6.9900000000000006e+01 +1.9953863494809983e-02 -2.9501259145557566e+05 +1.5210791435617877e+13 -3.3998007530808515e+20 
+7.0000000000000000e+01 +1.9802674388327897e-02 -2.9235386911861377e+05 +1.5072583809735629e+13 -3.3688038915925017e+20 
+7.0100000000000009e+01 +1.9652590117376873e-02 -2.8970489123036270e+05 +1.4935162865012936e+13 -3.3381085800941702e+20 
+7.0200000000000003e+01 +1.9503619986208511e-02 -2.8706755409644684e+05 +1.4798589087751697e+13 -3.3077113428444434e+20 
+7.0299999999999997e+01 +1.9355784562345293e-02 -2.8444496599298646e+05 +1.4662966996118598e+13 -3.2776095864856412e+20 
+7.0400000000000006e+01 +1.9209104413309412e-02 -2.8184023519586440e+05 +1.4528401108251012e+13 -3.2478007176509548e+20 
+7.0500000000000000e+01 +1.9063600106624515e-02 -2.7925646998185705e+05 +1.4394995942390443e+13 -3.2182821430051327e+20 
+7.0600000000000009e+01 +1.8919292209811339e-02 -2.7669677862596058e+05 +1.4262856016570873e+13 -3.1890512691499899e+20 
+7.0700000000000003e+01 +1.8776201290393386e-02 -2.7416426940487762e+05 +1.4132085849026471e+13 -3.1601055027482617e+20 
+7.0799999999999997e+01 +1.8634347915892455e-02 -2.7166205059428531e+05 +1.4002789957871771e+13 -3.1314422504263628e+20 
+7.0900000000000006e+01 +1.8493752653831366e-02 -2.6919323047044064e+05 +1.3875072861286475e+13 -3.1030589188301200e+20 
+7.1000000000000000e+01 +1.8354436071731987e-02 -2.6676091730902530e+05 +1.3749039077386277e+13 -3.0749529145864428e+20 
+7.1100000000000009e+01 +1.8216408926372163e-02 -2.6436716232382058e+05 +1.3624756893870420e+13 -3.0471218959080214e+20 
+7.1200000000000003e+01 +1.8079642731546643e-02 -2.6200978847661917e+05 +1.3502149676277496e+13 -3.0195645272035125e+20 
+7.1299999999999997e+01 +1.7944099190305610e-02 -2.5968556166689415e+05 +1.3381104559678453e+13 -2.9922797244514743e+20 
+7.1400000000000006e+01 +1.7809740005698932e-02 -2.5739124779405934e+05 +1.3261508679144617e+13 -2.9652664036318314e+20 
+7.1500000000000000e+01 +1.7676526880776890e-02 -2.5512361275762256e+05 +1.3143249169751100e+13 -2.9385234807243925e+20 
+7.1600000000000009e+01 +1.7544421518588180e-02 -2.5287942245624191e+05 +1.3026213166478812e+13 -2.9120498716812263e+20 
+7.1700000000000003e+01 +1.7413385622184668e-02 -2.5065544279044468e+05 +1.2910287804524082e+13 -2.8858444925193860e+20 
+7.1799999999999997e+01 +1.7283380894614616e-02 -2.4844843965855314e+05 +1.2795360218826488e+13 -2.8599062591780569e+20 
+7.1900000000000006e+01 +1.7154369038928891e-02 -2.4625517896053009e+05 +1.2681317544516492e+13 -2.8342340876541939e+20 
+7.2000000000000000e+01 +1.7026311758177502e-02 -2.4407242659577829e+05 +1.2568046916660990e+13 -2.8088268939258806e+20 
+7.2100000000000009e+01 +1.6899179915520032e-02 -2.4189789101380046e+05 +1.2455466247149168e+13 -2.7836827124529185e+20 
+7.2200000000000003e+01 +1.6772981014560037e-02 -2.3973305086753707e+05 +1.2343616555501473e+13 -2.7587960517240793e+20 
+7.2299999999999997e+01 +1.6647731719008570e-02 -2.3758032735890319e+05 +1.2232569637938891e+13 -2.7341605386745807e+20 
+7.2400000000000006e+01 +1.6523448692579077e-02 -2.3544214169111449e+05 +1.2122397290825041e+13 -2.7097698002814121e+20 
+7.2500000000000000e+01 +1.6400148598984053e-02 -2.3332091506688116e+05 +1.2013171310469504e+13 -2.6856174635059446e+20 
+7.2600000000000009e+01 +1.6277848101936564e-02 -2.3121906868922221e+05 +1.1904963493214557e+13 -2.6616971553189593e+20 
+7.2700000000000003e+01 +1.6156563865148747e-02 -2.2913902376062630e+05 +1.1797845635344812e+13 -2.6380025026744884e+20 
+7.2799999999999997e+01 +1.6036312552332690e-02 -2.2708320148352813e+05 +1.1691889533135127e+13 -2.6145271325228718e+20 
+7.2900000000000006e+01 +1.5917110827202277e-02 -2.2505402306146649e+05 +1.1587166982989145e+13 -2.5912646718536715e+20 
+7.3000000000000000e+01 +1.5798975353468993e-02 -2.2305390969652045e+05 +1.1483749781143361e+13 -2.5682087476061874e+20 
+7.3100000000000009e+01 +1.5681914801506016e-02 -2.2108445833503225e+05 +1.1381684503559707e+13 -2.5453545505767152e+20 
+7.3200000000000003e+01 +1.5565905868321919e-02 -2.1914396889351209e+05 +1.1280916844314299e+13 -2.5227035267527993e+20 
+7.3299999999999997e+01 +1.5450917257585316e-02 -2.1722991703166801e+05 +1.1181367277083486e+13 -2.5002586859407852e+20 
+7.3400000000000006e+01 +1.5336917672965984e-02 -2.1533977840998492e+05 +1.1082956275637189e+13 -2.4780230379759858e+20 
+7.3500000000000000e+01 +1.5223875818132535e-02 -2.1347102868820328e+05 +1.0985604313659094e+13 -2.4559995926676007e+20 
+7.3600000000000009e+01 +1.5111760396752679e-02 -2.1162114352551778e+05 +1.0889231864766674e+13 -2.4341913598042345e+20 
+7.3700000000000003e+01 +1.5000540112496545e-02 -2.0978759858261561e+05 +1.0793759402754434e+13 -2.4126013492288468e+20 
+7.3799999999999997e+01 +1.4890183669033096e-02 -2.0796786951943816e+05 +1.0699107401325967e+13 -2.3912325707560383e+20 
+7.3900000000000006e+01 +1.4780659770030001e-02 -2.0615943199520573e+05 +1.0605196334106914e+13 -2.3700880341778727e+20 
+7.4000000000000000e+01 +1.4671937119157088e-02 -2.0435976167032396e+05 +1.0511946674852074e+13 -2.3491707493239452e+20 
+7.4100000000000009e+01 +1.4563991889284535e-02 -2.0256707009440041e+05 +1.0419300213558150e+13 -2.3284818112191965e+20 
+7.4200000000000003e+01 +1.4456830130087073e-02 -2.0078251237511929e+05 +1.0327284005297793e+13 -2.3080146556950344e+20 
+7.4299999999999997e+01 +1.4350465360442764e-02 -1.9900797951096660e+05 +1.0235946421559590e+13 -2.2877608038288802e+20 
+7.4400000000000006e+01 +1.4244911099227686e-02 -1.9724536249933412e+05 +1.0145335833709771e+13 -2.2677117766617835e+20 
+7.4500000000000000e+01 +1.4140180865319782e-02 -1.9549655233864853e+05 +1.0055500613231225e+13 -2.2478590952696001e+20 
+7.4600000000000009e+01 +1.4036288177595472e-02 -1.9376344002648047e+05 +9.9664891315095000e+12 -2.2281942806990232e+20 
+7.4700000000000003e+01 +1.3933246554932020e-02 -1.9204791656085342e+05 +9.8783497599813809e+12 -2.2087088540120636e+20 
