# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=13][T/m^n] 
+1.1940000000000001e+02 +1.3853486963479880e-03 -8.4803283601323346e+03 +4.3019687066098431e+11 -9.6140868468799119e+18 
+1.1950000000000000e+02 +1.3787014441676957e-03 -8.4290000886118014e+03 +4.2760596017808832e+11 -9.5564107340201185e+18 
+1.1960000000000001e+02 +1.3720904278266912e-03 -8.3779930191294061e+03 +4.2502816709104968e+11 -9.4989678824901550e+18 
+1.1970000000000000e+02 +1.3655154264982090e-03 -8.3273032330130009e+03 +4.2246343096864600e+11 -9.4417650702019379e+18 
+1.1980000000000001e+02 +1.3589762193554550e-03 -8.2769268115754148e+03 +4.1991169137788080e+11 -9.3848090750124708e+18 
+1.1990000000000001e+02 +1.3524725855716940e-03 -8.2268598361626864e+03 +4.1737288788967566e+11 -9.3281066748994826e+18 
+1.2000000000000000e+02 +1.3460043043201288e-03 -8.1770983880867952e+03 +4.1484696007097400e+11 -9.2716646477187113e+18 
+1.2010000000000001e+02 +1.3395711564745847e-03 -8.1276386621648116e+03 +4.1233382119334088e+11 -9.2154875550177935e+18 
+1.2020000000000000e+02 +1.3331729297115576e-03 -8.0784773073642227e+03 +4.0983327936249719e+11 -9.1595710935934525e+18 
+1.2030000000000001e+02 +1.3268094134080359e-03 -8.0296110860788631e+03 +4.0734511637952704e+11 -9.1039087436510587e+18 
+1.2040000000000001e+02 +1.3204803969411446e-03 -7.9810367607861499e+03 +4.0486911405520905e+11 -9.0484939856893020e+18 
+1.2050000000000000e+02 +1.3141856696879065e-03 -7.9327510939021240e+03 +4.0240505419328632e+11 -8.9933202999955487e+18 
+1.2060000000000001e+02 +1.3079250210253674e-03 -7.8847508478584687e+03 +3.9995271859931140e+11 -8.9383811669114982e+18 
+1.2070000000000000e+02 +1.3016982403305970e-03 -7.8370327850985241e+03 +3.9751188908017444e+11 -8.8836700668196127e+18 
+1.2080000000000001e+02 +1.2955051169806662e-03 -7.7895936680675468e+03 +3.9508234744293182e+11 -8.8291804801060342e+18 
+1.2090000000000001e+02 +1.2893454403526267e-03 -7.7424302591985361e+03 +3.9266387549329980e+11 -8.7749058871180421e+18 
+1.2100000000000000e+02 +1.2832189998235278e-03 -7.6955393209241765e+03 +3.9025625503690161e+11 -8.7208397681986836e+18 
+1.2110000000000001e+02 +1.2771255885203354e-03 -7.6489200403916329e+03 +3.8785958272855103e+11 -8.6669850203331779e+18 
+1.2120000000000000e+02 +1.2710650145694249e-03 -7.6025813034464709e+03 +3.8547521460109723e+11 -8.6133822065030410e+18 
+1.2130000000000001e+02 +1.2650370898471160e-03 -7.5565344206671462e+03 +3.8310482153860559e+11 -8.5600813063907850e+18 
+1.2140000000000001e+02 +1.2590416262297139e-03 -7.5107907026239372e+03 +3.8075007442433417e+11 -8.5071322996569344e+18 
+1.2150000000000000e+02 +1.2530784355935022e-03 -7.4653614598720351e+03 +3.7841264413967242e+11 -8.4545851659036180e+18 
+1.2160000000000001e+02 +1.2471473298147958e-03 -7.4202580029880628e+03 +3.7609420156855029e+11 -8.4024898848106404e+18 
+1.2170000000000000e+02 +1.2412481207698799e-03 -7.3754916425275296e+03 +3.7379641759239893e+11 -8.3508964359813366e+18 
+1.2180000000000001e+02 +1.2353806203350504e-03 -7.3310736890568460e+03 +3.7152096309406323e+11 -8.2998547990645555e+18 
+1.2190000000000001e+02 +1.2295446403866228e-03 -7.2870154531500566e+03 +3.6926950895708215e+11 -8.2494149537265203e+18 
+1.2200000000000000e+02 +1.2237399928008688e-03 -7.2433282453553420e+03 +3.6704372606203845e+11 -8.1996268795449702e+18 
+1.2210000000000001e+02 +1.2179664908009947e-03 -7.2000192774518437e+03 +3.6484473474393262e+11 -8.1505244244191764e+18 
+1.2220000000000000e+02 +1.2122239529977542e-03 -7.1570793660138734e+03 +3.6267145314006042e+11 -8.1020769090609111e+18 
+1.2230000000000001e+02 +1.2065121993488086e-03 -7.1144952288291770e+03 +3.6052224884001215e+11 -8.0542375224376218e+18 
+1.2240000000000001e+02 +1.2008310498118080e-03 -7.0722535836797151e+03 +3.5839548943284650e+11 -8.0069594535032658e+18 
+1.2250000000000000e+02 +1.1951803243444008e-03 -7.0303411483434702e+03 +3.5628954250693152e+11 -7.9601958911866378e+18 
+1.2260000000000001e+02 +1.1895598429042245e-03 -6.9887446405943283e+03 +3.5420277565032452e+11 -7.9139000244101673e+18 
+1.2270000000000000e+02 +1.1839694254489471e-03 -6.9474507782241790e+03 +3.5213355645313611e+11 -7.8680250421577605e+18 
+1.2280000000000001e+02 +1.1784088919362145e-03 -6.9064462790110792e+03 +3.5008025250383386e+11 -7.8225241333628744e+18 
+1.2290000000000001e+02 +1.1728780623236706e-03 -6.8657178607300621e+03 +3.4804123139054492e+11 -7.7773504869491302e+18 
+1.2300000000000000e+02 +1.1673767565690122e-03 -6.8252522411928367e+03 +3.4601486070568799e+11 -7.7324572919702108e+18 
+1.2310000000000001e+02 +1.1619047944822023e-03 -6.7850367683655004e+03 +3.4399958649659412e+11 -7.6877991908128225e+18 
+1.2320000000000000e+02 +1.1564619952826535e-03 -6.7450613110837057e+03 +3.4199416865956842e+11 -7.6433366400826501e+18 
+1.2330000000000001e+02 +1.1510481780421787e-03 -6.7053163684230276e+03 +3.3999744555569800e+11 -7.5990315500156242e+18 
+1.2340000000000001e+02 +1.1456631618325234e-03 -6.6657924394169868e+03 +3.3800825554127740e+11 -7.5548458307045786e+18 
+1.2350000000000000e+02 +1.1403067657254529e-03 -6.6264800231126274e+03 +3.3602543697415332e+11 -7.5107413922886441e+18 
+1.2360000000000001e+02 +1.1349788087927665e-03 -6.5873696185768422e+03 +3.3404782821444678e+11 -7.4666801449754317e+18 
+1.2370000000000000e+02 +1.1296791101062052e-03 -6.5484517248417224e+03 +3.3207426761827661e+11 -7.4226239988518410e+18 
+1.2380000000000001e+02 +1.1244074887375739e-03 -6.5097168409754850e+03 +3.3010359354583710e+11 -7.3785348641266586e+18 
+1.2390000000000001e+02 +1.1191637637586386e-03 -6.4711554660266747e+03 +3.2813464435520441e+11 -7.3343746509467136e+18 
+1.2400000000000000e+02 +1.1139477542411512e-03 -6.4327580990335064e+03 +3.2616625840322339e+11 -7.2901052694215782e+18 
+1.2410000000000001e+02 +1.1087592854704448e-03 -6.3945196426239308e+03 +3.2419790775175763e+11 -7.2457097361353165e+18 
+1.2420000000000000e+02 +1.1035982075860231e-03 -6.3564526137009316e+03 +3.2223159927385675e+11 -7.2012554933178378e+18 
+1.2430000000000001e+02 +1.0984643769409482e-03 -6.3185739327416850e+03 +3.2026997354577283e+11 -7.1568310896188488e+18 
+1.2440000000000001e+02 +1.0933576498882002e-03 -6.2809005201712216e+03 +3.1831567113764850e+11 -7.1125250735020329e+18 
+1.2450000000000000e+02 +1.0882778827808878e-03 -6.2434492965006466e+03 +3.1637133262990533e+11 -7.0684259937471734e+18 
+1.2460000000000001e+02 +1.0832249319720126e-03 -6.2062371821670822e+03 +3.1443959859398450e+11 -7.0246223988554906e+18 
+1.2470000000000000e+02 +1.0781986538146275e-03 -6.1692810976455103e+03 +3.1252310960608264e+11 -6.9812028374783785e+18 
+1.2480000000000001e+02 +1.0731989046617527e-03 -6.1325979633881998e+03 +3.1062450623959088e+11 -6.9382558581794468e+18 
+1.2490000000000001e+02 +1.0682255408664726e-03 -6.0962046998854894e+03 +3.0874642907226483e+11 -6.8958700096532808e+18 
+1.2500000000000000e+02 +1.0632784187818108e-03 -6.0601182275917199e+03 +3.0689151867773608e+11 -6.8541338404708434e+18 
+1.2510000000000001e+02 +1.0583573931974817e-03 -6.0243509918974141e+03 +3.0506172113176050e+11 -6.8131120469241436e+18 
+1.2520000000000000e+02 +1.0534623126499040e-03 -5.9888975379024314e+03 +3.0325620451444897e+11 -6.7727739160639457e+18 
+1.2530000000000001e+02 +1.0485930241121131e-03 -5.9537479355948899e+03 +3.0147344240232141e+11 -6.7330648824864993e+18 
+1.2540000000000001e+02 +1.0437493745572577e-03 -5.9188922550311026e+03 +2.9971190837979895e+11 -6.6939303810273505e+18 
+1.2550000000000000e+02 +1.0389312109583678e-03 -5.8843205661974362e+03 +2.9797007602328180e+11 -6.6553158462804705e+18 
+1.2560000000000001e+02 +1.0341383802885220e-03 -5.8500229391096445e+03 +2.9624641891254614e+11 -6.6171667129417288e+18 
+1.2570000000000000e+02 +1.0293707295208055e-03 -5.8159894437866315e+03 +2.9453941062773279e+11 -6.5794284157178317e+18 
+1.2580000000000001e+02 +1.0246281056283254e-03 -5.7822101502586884e+03 +2.9284752475020087e+11 -6.5420463893508854e+18 
+1.2590000000000001e+02 +1.0199103555841233e-03 -5.7486751285219098e+03 +2.9116923485758728e+11 -6.5049660684740874e+18 
+1.2600000000000000e+02 +1.0152173263612957e-03 -5.7153744485997040e+03 +2.8950301453044666e+11 -6.4681328878050324e+18 
+1.2610000000000001e+02 +1.0105488661769190e-03 -5.6822987154932216e+03 +2.8784750344886951e+11 -6.4314997630515722e+18 
+1.2620000000000000e+02 +1.0059048282238972e-03 -5.6494406740427894e+03 +2.8620200568235468e+11 -6.3950495336119665e+18 
+1.2630000000000001e+02 +1.0012850669391974e-03 -5.6167936041147732e+03 +2.8456599140536102e+11 -6.3587725200358902e+18 
+1.2640000000000001e+02 +9.9668943675971090e-04 -5.5843507855264261e+03 +2.8293893078664392e+11 -6.3226590427004498e+18 
+1.2650000000000000e+02 +9.9211779212238075e-04 -5.5521054981294392e+03 +2.8132029399896704e+11 -6.2866994221040927e+18 
+1.2660000000000001e+02 +9.8756998746412912e-04 -5.5200510217626834e+03 +2.7970955121369617e+11 -6.2508839787048704e+18 
+1.2670000000000000e+02 +9.8304587722189462e-04 -5.4881806362740326e+03 +2.7810617260311877e+11 -6.2152030329860536e+18 
+1.2680000000000001e+02 +9.7854531583260501e-04 -5.4564876215034983e+03 +2.7650962833859619e+11 -6.1796469054031217e+18 
+1.2690000000000001e+02 +9.7406815773315881e-04 -5.4249652572758159e+03 +2.7491938858985956e+11 -6.1442059163644303e+18 
+1.2700000000000000e+02 +9.6961425736049797e-04 -5.3936068234415479e+03 +2.7333492352956909e+11 -6.1088703863659510e+18 
+1.2710000000000001e+02 +9.6518347251819579e-04 -5.3624068836653023e+03 +2.7175581041520157e+11 -6.0736325136791931e+18 
+1.2720000000000000e+02 +9.6077567447644646e-04 -5.3313651369331274e+03 +2.7018205485156168e+11 -6.0384920079308319e+18 
+1.2730000000000001e+02 +9.5639073787212559e-04 -5.3004825660764336e+03 +2.6861376953191385e+11 -6.0034504566336481e+18 
+1.2740000000000001e+02 +9.5202853734205025e-04 -5.2697601538913304e+03 +2.6705106714546863e+11 -5.9685094471783639e+18 
+1.2750000000000000e+02 +9.4768894752308335e-04 -5.2391988832013649e+03 +2.6549406038460455e+11 -5.9336705670513715e+18 
+1.2760000000000001e+02 +9.4337184305208206e-04 -5.2087997368274682e+03 +2.6394286194139117e+11 -5.8989354037296957e+18 
+1.2770000000000000e+02 +9.3907709856588654e-04 -5.1785636975798907e+03 +2.6239758450670978e+11 -5.8643055446550979e+18 
+1.2780000000000001e+02 +9.3480458870135255e-04 -5.1484917482778919e+03 +2.6085834077241104e+11 -5.8297825772975411e+18 
+1.2790000000000001e+02 +9.3055418809532620e-04 -5.1185848717337940e+03 +2.5932524342952548e+11 -5.7953680891017308e+18 
+1.2800000000000000e+02 +9.2632577138463681e-04 -5.0888440507522064e+03 +2.5779840516830243e+11 -5.7610636674908795e+18 
+1.2809999999999999e+02 +9.2211921384264921e-04 -5.0592712495676624e+03 +2.5627810085805249e+11 -5.7268762759466189e+18 
+1.2820000000000002e+02 +9.1793439328843927e-04 -5.0298723578725449e+03 +2.5476525405421738e+11 -5.6928343812779407e+18 
+1.2830000000000001e+02 +9.1377118817762145e-04 -5.0006542467895015e+03 +2.5326095049133926e+11 -5.6589718263534367e+18 
+1.2840000000000001e+02 +9.0962947696579435e-04 -4.9716237874356093e+03 +2.5176627590343320e+11 -5.6253224540279122e+18 
+1.2850000000000000e+02 +9.0550913810853620e-04 -4.9427878509138309e+03 +2.5028231602285031e+11 -5.5919201071052759e+18 
+1.2859999999999999e+02 +9.0141005006146361e-04 -4.9141533083503255e+03 +2.4881015658458746e+11 -5.5587986284688282e+18 
+1.2870000000000002e+02 +8.9733209128014201e-04 -4.8857270308408260e+03 +2.4735088332015845e+11 -5.5259918608972052e+18 
+1.2880000000000001e+02 +8.9327514022017978e-04 -4.8575158895048262e+03 +2.4590558196376025e+11 -5.4935336472489001e+18 
+1.2890000000000001e+02 +8.8923907533715177e-04 -4.8295267554432785e+03 +2.4447533824749292e+11 -5.4614578303200143e+18 
+1.2900000000000000e+02 +8.8522377508666822e-04 -4.8017664997800139e+03 +2.4306123790617365e+11 -5.4297982529899950e+18 
+1.2909999999999999e+02 +8.8122911875234983e-04 -4.7742394117558133e+03 +2.4166400710583347e+11 -5.3985778718389289e+18 
+1.2920000000000002e+02 +8.7725498892990568e-04 -4.7469394531321996e+03 +2.4028293374483292e+11 -5.3677760985000796e+18 
+1.2930000000000001e+02 +8.7330126904309048e-04 -4.7198580038029086e+03 +2.3891694615428494e+11 -5.3373614583500595e+18 
+1.2940000000000001e+02 +8.6936784251562997e-04 -4.6929864436539074e+03 +2.3756497266482758e+11 -5.3073024767584072e+18 
+1.2950000000000000e+02 +8.6545459277127790e-04 -4.6663161525812584e+03 +2.3622594160793991e+11 -5.2775676791144806e+18 
+1.2959999999999999e+02 +8.6156140323377856e-04 -4.6398385104792078e+03 +2.3489878131507758e+11 -5.2481255908101151e+18 
+1.2970000000000002e+02 +8.5768815732688189e-04 -4.6135448972452850e+03 +2.3358242011804489e+11 -5.2189447372471665e+18 
+1.2980000000000001e+02 +8.5383473847432025e-04 -4.5874266927610006e+03 +2.3227578634662781e+11 -5.1899936437636434e+18 
+1.2990000000000001e+02 +8.5000103009985693e-04 -4.5614752769347242e+03 +2.3097780833403690e+11 -5.1612408358066811e+18 
+1.3000000000000000e+02 +8.4618691562722190e-04 -4.5356820296495625e+03 +2.2968741441029926e+11 -5.1326548387223409e+18 
+1.3009999999999999e+02 +8.4239227978200363e-04 -4.5100391063100888e+03 +2.2840362014488895e+11 -5.1042063015522959e+18 
+1.3020000000000002e+02 +8.3861701249715083e-04 -4.4845417643513993e+03 +2.2712579005801151e+11 -5.0758743678949601e+18 
+1.3030000000000001e+02 +8.3486100500746905e-04 -4.4591860367284789e+03 +2.2585337590904385e+11 -5.0476403050336287e+18 
+1.3040000000000001e+02 +8.3112414854774564e-04 -4.4339679563859172e+03 +2.2458582945623706e+11 -5.0194853802196337e+18 
+1.3050000000000000e+02 +8.2740633435278779e-04 -4.4088835562789809e+03 +2.2332260245898367e+11 -4.9913908607366267e+18 
+1.3059999999999999e+02 +8.2370745365736592e-04 -4.3839288693408462e+03 +2.2206314667410425e+11 -4.9633380137904138e+18 
+1.3070000000000002e+02 +8.2002739769630154e-04 -4.3590999285370926e+03 +2.2080691386225342e+11 -4.9353081067041475e+18 
+1.3080000000000001e+02 +8.1636605770437081e-04 -4.3343927668030101e+03 +2.1955335578051004e+11 -4.9072824066917192e+18 
+1.3090000000000001e+02 +8.1272332491638590e-04 -4.3098034170990813e+03 +2.1830192418894351e+11 -4.8792421810586429e+18 
+1.3100000000000000e+02 +8.0909909056713113e-04 -4.2853279123661987e+03 +2.1705207084525595e+11 -4.8511686970371686e+18 
+1.3109999999999999e+02 +8.0549324753660201e-04 -4.2609641408087236e+03 +2.1580355222910040e+11 -4.8230537943795077e+18 
+1.3120000000000002e+02 +8.0190569528571095e-04 -4.2367174117227105e+03 +2.1455734371182419e+11 -4.7949316030262589e+18 
+1.3130000000000001e+02 +7.9833633492048931e-04 -4.2125948896080845e+03 +2.1331472537975232e+11 -4.7668468252258703e+18 
+1.3140000000000001e+02 +7.9478506754702819e-04 -4.1886037390028023e+03 +2.1207697732356555e+11 -4.7388441633575537e+18 
+1.3150000000000000e+02 +7.9125179427140156e-04 -4.1647511244339266e+03 +2.1084537963273477e+11 -4.7109683197649367e+18 
+1.3159999999999999e+02 +7.8773641619968044e-04 -4.1410442104262738e+03 +2.0962121239644421e+11 -4.6832639967825111e+18 
+1.3170000000000002e+02 +7.8423883443796657e-04 -4.1174901615268245e+03 +2.0840575570655713e+11 -4.6557758968277453e+18 
+1.3180000000000001e+02 +7.8075895009231081e-04 -4.0940961422443957e+03 +2.0720028965026749e+11 -4.6285487221725071e+18 
+1.3190000000000001e+02 +7.7729666426882269e-04 -4.0708693171306081e+03 +2.0600609431998300e+11 -4.6016271752508442e+18 
+1.3200000000000000e+02 +7.7385187807353542e-04 -4.0478168506867892e+03 +2.0482444980213821e+11 -4.5750559583134787e+18 
+1.3209999999999999e+02 +7.7042449223013309e-04 -4.0249438730784714e+03 +2.0365629769683209e+11 -4.5488677150604575e+18 
+1.3220000000000002e+02 +7.6701440593251340e-04 -4.0022473768832028e+03 +2.0250122563008307e+11 -4.5230468541122058e+18 
+1.3230000000000001e+02 +7.6362151799215354e-04 -3.9797223202988689e+03 +2.0135848273658511e+11 -4.4975657253891645e+18 
+1.3240000000000001e+02 +7.6024572722055428e-04 -3.9573636615392297e+03 +2.0022731815282617e+11 -4.4723966788651423e+18 
+1.3250000000000000e+02 +7.5688693242919073e-04 -3.9351663587985854e+03 +1.9910698101292960e+11 -4.4475120644405883e+18 
+1.3259999999999999e+02 +7.5354503242952759e-04 -3.9131253702682220e+03 +1.9799672045079480e+11 -4.4228842320113193e+18 
+1.3270000000000002e+02 +7.5021992603308864e-04 -3.8912356541739609e+03 +1.9689578560421957e+11 -4.3984855315891932e+18 
+1.3280000000000001e+02 +7.4691151205130853e-04 -3.8694921686870985e+03 +1.9580342560479138e+11 -4.3742883130003057e+18 
+1.3290000000000001e+02 +7.4361968929570726e-04 -3.8478898720320708e+03 +1.9471888959020294e+11 -4.3502649262543370e+18 
+1.3300000000000000e+02 +7.4034435657774507e-04 -3.8264237223961914e+03 +1.9364142669385193e+11 -4.3263877212312494e+18 
+1.3309999999999999e+02 +7.3708541587574623e-04 -3.8050892817736003e+03 +1.9257039069368384e+11 -4.3026335473273252e+18 
+1.3320000000000002e+02 +7.3384278183530078e-04 -3.7838845272677104e+03 +1.9150555393228131e+11 -4.2789972515974047e+18 
+1.3330000000000001e+02 +7.3061637226884337e-04 -3.7628080397780304e+03 +1.9044679339566806e+11 -4.2554781805815931e+18 
+1.3340000000000001e+02 +7.2740610498882373e-04 -3.7418584002134921e+03 +1.8939398607088120e+11 -4.2320756808492027e+18 
+1.3350000000000000e+02 +7.2421189780766436e-04 -3.7210341894637213e+03 +1.8834700894264395e+11 -4.2087890988983506e+18 
+1.3359999999999999e+02 +7.2103366853779028e-04 -3.7003339884238867e+03 +1.8730573899650613e+11 -4.1856177812553226e+18 
+1.3370000000000002e+02 +7.1787133499163493e-04 -3.6797563779917664e+03 +1.8627005321816104e+11 -4.1625610744479365e+18 
+1.3380000000000001e+02 +7.1472481498164426e-04 -3.6592999390726336e+03 +1.8523982859425854e+11 -4.1396183250345789e+18 
+1.3390000000000001e+02 +7.1159402632024239e-04 -3.6389632525583470e+03 +1.8421494210979941e+11 -4.1167888795219779e+18 
+1.3400000000000000e+02 +7.0847888681985932e-04 -3.6187448993464268e+03 +1.8319527075056326e+11 -4.0940720844425892e+18 
+1.3409999999999999e+02 +7.0537931381760223e-04 -3.5986433148423262e+03 +1.8218066471321307e+11 -4.0714656841907461e+18 
+1.3420000000000002e+02 +7.0229522274930156e-04 -3.5786563525035281e+03 +1.8117086704074869e+11 -4.0489610147004733e+18 
+1.3430000000000001e+02 +6.9922652857544703e-04 -3.5587817202828182e+03 +1.8016559398553555e+11 -4.0265478097205509e+18 
+1.3440000000000001e+02 +6.9617314625656146e-04 -3.5390171261583264e+03 +1.7916456180310339e+11 -4.0042158030999025e+18 
+1.3450000000000000e+02 +6.9313499075311820e-04 -3.5193602780734068e+03 +1.7816748674471646e+11 -3.9819547285537280e+18 
+1.3459999999999999e+02 +6.9011197702564765e-04 -3.4998088840095011e+03 +1.7717408506621579e+11 -3.9597543199389568e+18 
+1.3470000000000002e+02 +6.8710402003462003e-04 -3.4803606519098198e+03 +1.7618407301893307e+11 -3.9376043109745751e+18 
+1.3480000000000001e+02 +6.8411103474056367e-04 -3.4610132897526805e+03 +1.7519716685829285e+11 -3.9154944355037225e+18 
+1.3490000000000001e+02 +6.8113293610395746e-04 -3.4417645054869331e+03 +1.7421308283629712e+11 -3.8934144272660193e+18 
+1.3500000000000000e+02 +6.7816963908532194e-04 -3.4226120070869320e+03 +1.7323153720791519e+11 -3.8713540200909783e+18 
+1.3509999999999999e+02 +6.7522105823622980e-04 -3.4035546897248887e+03 +1.7225244456824432e+11 -3.8493097376115026e+18 
+1.3520000000000002e+02 +6.7228710647259586e-04 -3.3845961974449378e+03 +1.7127651288215924e+11 -3.8273052629533133e+18 
+1.3530000000000001e+02 +6.6936769630139071e-04 -3.3657413614914176e+03 +1.7030464845500003e+11 -3.8053710690567173e+18 
+1.3540000000000001e+02 +6.6646274022964141e-04 -3.3469950131431301e+03 +1.6933775759602924e+11 -3.7835376289796173e+18 
+1.3550000000000000e+02 +6.6357215076433089e-04 -3.3283619836522835e+03 +1.6837674661147348e+11 -3.7618354156887229e+18 
+1.3559999999999999e+02 +6.6069584041243961e-04 -3.3098471042691931e+03 +1.6742252180731210e+11 -3.7402949021428470e+18 
+1.3570000000000002e+02 +6.5783372168096881e-04 -3.2914552062570356e+03 +1.6647598949103473e+11 -3.7189465613469082e+18 
+1.3580000000000001e+02 +6.5498570707690426e-04 -3.2731911208694009e+03 +1.6553805596902505e+11 -3.6978208662722929e+18 
+1.3590000000000001e+02 +6.5215170910725676e-04 -3.2550596793750765e+03 +1.6460962754939722e+11 -3.6769482899423181e+18 
+1.3600000000000000e+02 +6.4933164027900837e-04 -3.2370657130251857e+03 +1.6369161053823367e+11 -3.6563593053191557e+18 
+1.3609999999999999e+02 +6.4652541723558951e-04 -3.2192127022991403e+03 +1.6278465860852338e+11 -3.6360758482805258e+18 
+1.3620000000000002e+02 +6.4373297316616250e-04 -3.2014987245456514e+03 +1.6188841489564703e+11 -3.6160857062065889e+18 
+1.3630000000000001e+02 +6.4095424539635179e-04 -3.1839205063483050e+03 +1.6100226990263013e+11 -3.5963681294150743e+18 
+1.3640000000000001e+02 +6.3818917125176423e-04 -3.1664747742810837e+03 +1.6012561413141489e+11 -3.5769023681915781e+18 
+1.3650000000000000e+02 +6.3543768805799955e-04 -3.1491582549131176e+03 +1.5925783808334039e+11 -3.5576676728025492e+18 
+1.3659999999999999e+02 +6.3269973314067124e-04 -3.1319676748227630e+03 +1.5839833226088104e+11 -3.5386432935500611e+18 
+1.3670000000000002e+02 +6.2997524382539549e-04 -3.1148997605891659e+03 +1.5754648716652216e+11 -3.5198084807351168e+18 
+1.3680000000000001e+02 +6.2726415743776724e-04 -3.0979512387779332e+03 +1.5670169330123407e+11 -3.5011424846137759e+18 
+1.3690000000000001e+02 +6.2456641130341527e-04 -3.0811188359758221e+03 +1.5586334116837100e+11 -3.4826245555130890e+18 
+1.3700000000000000e+02 +6.2188194274792694e-04 -3.0643992787458537e+03 +1.5503082126866504e+11 -3.4642339436829578e+18 
+1.3709999999999999e+02 +6.1921068619811680e-04 -3.0477887655471222e+03 +1.5420351112516904e+11 -3.4459500677144940e+18 
+1.3720000000000002e+02 +6.1655256448550405e-04 -3.0312813823089450e+03 +1.5338073633762057e+11 -3.4277530191929948e+18 
+1.3730000000000001e+02 +6.1390749754281740e-04 -3.0148706868474374e+03 +1.5256180952713812e+11 -3.4096230580188431e+18 
+1.3740000000000001e+02 +6.1127540530278004e-04 -2.9985502369753362e+03 +1.5174604331439334e+11 -3.3915404440778880e+18 
+1.3750000000000000e+02 +6.0865620769809566e-04 -2.9823135904938317e+03 +1.5093275031878513e+11 -3.3734854372186665e+18 
+1.3759999999999999e+02 +6.0604982466150466e-04 -2.9661543052264055e+03 +1.5012124316224597e+11 -3.3554382973653929e+18 
+1.3770000000000002e+02 +6.0345617612571974e-04 -2.9500659389810667e+03 +1.4931083446498453e+11 -3.3373792843914660e+18 
+1.3780000000000001e+02 +6.0087518202345800e-04 -2.9340420495645990e+03 +1.4850083684696445e+11 -3.3192886581611407e+18 
+1.3790000000000001e+02 +5.9830676228743961e-04 -2.9180761947901315e+03 +1.4769056292899509e+11 -3.3011466785659110e+18 
+1.3800000000000000e+02 +5.9575083685039251e-04 -2.9021619324719895e+03 +1.4687932533190796e+11 -3.2829336054961469e+18 
+1.3809999999999999e+02 +5.9320732950636577e-04 -2.8862954336230582e+03 +1.4606676482795288e+11 -3.2646397661015521e+18 
+1.3820000000000002e+02 +5.9067617949471309e-04 -2.8704833220492796e+03 +1.4525383479445599e+11 -3.2462957565439882e+18 
+1.3830000000000001e+02 +5.8815732991614569e-04 -2.8547348347743632e+03 +1.4444181676230182e+11 -3.2279422403079148e+18 
+1.3840000000000001e+02 +5.8565072387134444e-04 -2.8390592088047893e+03 +1.4363199226038049e+11 -3.2096198808174597e+18 
+1.3850000000000000e+02 +5.8315630446100712e-04 -2.8234656811560712e+03 +1.4282564281860791e+11 -3.1913693415275208e+18 
+1.3859999999999999e+02 +5.8067401478584181e-04 -2.8079634888508044e+03 +1.4202404996773260e+11 -3.1732312859183140e+18 
+1.3870000000000002e+02 +5.7820379794650933e-04 -2.7925618688829209e+03 +1.4122849523520099e+11 -3.1552463773705400e+18 
+1.3880000000000001e+02 +5.7574559704374757e-04 -2.7772700582921502e+03 +1.4044026015374225e+11 -3.1374552794243661e+18 
+1.3890000000000001e+02 +5.7329935517821300e-04 -2.7620972940695187e+03 +1.3966062625044226e+11 -3.1198986554490711e+18 
+1.3900000000000000e+02 +5.7086501545063366e-04 -2.7470528132495401e+03 +1.3889087505743600e+11 -3.1026171689670461e+18 
+1.3909999999999999e+02 +5.6844251824048097e-04 -2.7321430716800051e+03 +1.3813191450117218e+11 -3.0856394680359045e+18 
+1.3920000000000002e+02 +5.6603179304255224e-04 -2.7173634006753664e+03 +1.3738315811016826e+11 -3.0689461396076995e+18 
+1.3930000000000001e+02 +5.6363276663039198e-04 -2.7027063503636059e+03 +1.3664364580722047e+11 -3.0525057551675459e+18 
+1.3940000000000001e+02 +5.6124536577757190e-04 -2.6881644708919125e+03 +1.3591241751742546e+11 -3.0362868862713820e+18 
+1.3950000000000000e+02 +5.5886951725767086e-04 -2.6737303124102486e+03 +1.3518851316616714e+11 -3.0202581044834760e+18 
+1.3959999999999999e+02 +5.5650514784424639e-04 -2.6593964250562854e+03 +1.3447097267742375e+11 -3.0043879813257523e+18 
+1.3970000000000002e+02 +5.5415218431088104e-04 -2.6451553589828150e+03 +1.3375883597689679e+11 -2.9886450883718098e+18 
+1.3980000000000001e+02 +5.5181055343114934e-04 -2.6309996643372278e+03 +1.3305114298969093e+11 -2.9729979971776717e+18 
+1.3990000000000001e+02 +5.4948018197860859e-04 -2.6169218912570263e+03 +1.3234693363976175e+11 -2.9574152792645949e+18 
+1.4000000000000000e+02 +5.4716099672683148e-04 -2.6029145898883567e+03 +1.3164524785202383e+11 -2.9418655061819837e+18 
+1.4009999999999999e+02 +5.4485292852264069e-04 -2.5889719098289620e+03 +1.3094533778952974e+11 -2.9263244094609592e+18 
+1.4020000000000002e+02 +5.4255592450587671e-04 -2.5750943984895562e+03 +1.3024730456839273e+11 -2.9107963605698048e+18 
+1.4030000000000001e+02 +5.4026993588959966e-04 -2.5612842027105266e+03 +1.2955146154017938e+11 -2.8952928908745943e+18 
