fieldmap_name:     	SI FC
timestamp:         	2018-01-16_17-39-12
filename:          	2018-01-16_SI_FC_Model03_Sim_Rot45_X=-12_12mm_Z=-250_250mm_Ich=0A_Icv=1A.txt
nr_magnets:        	1

magnet_name:       	SI
gap[mm]:           	
control_gap[mm]:   	--
magnet_length[mm]: 	
current_main[A]:   	--
nr_turns_main:     	--
current_ch[A]:     	0
nr_turns_ch:       	0
current_cv[A]:     	1
nr_turns_cv:       	40
center_pos_z[mm]:  	0
center_pos_x[mm]:  	0
rotation[deg]:     	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
-12	0	-250	1.73282858078782E-06	-4.36270968406767E-11	-2.83037969388886E-07
-11	0	-250	1.73696374506592E-06	-4.72509578895259E-11	-2.59831982850853E-07
-10	0	-250	1.74074703846016E-06	-4.35723664037435E-11	-2.36528351803395E-07
-9	0	-250	1.74417779631725E-06	-4.72782229463932E-11	-2.13136038033469E-07
-8	0	-250	1.74725205393782E-06	-4.35160783783343E-11	-1.89663362158837E-07
-7	0	-250	1.74997017186241E-06	-4.72933978070888E-11	-1.66119428049966E-07
-6	0	-250	1.752327995677E-06	-4.3458772116229E-11	-1.42512677473321E-07
-5	0	-250	1.7543270248555E-06	-4.73865671359015E-11	-1.1885222999148E-07
-4	0	-250	1.7559626360925E-06	-4.34013655814172E-11	-9.51468995059069E-08
-3	0	-250	1.75723761498091E-06	-4.73234907006181E-11	-7.14056567966491E-08
-2	0	-250	1.75814720304679E-06	-4.33445237427323E-11	-4.76373281030381E-08
-1	0	-250	1.75869505458296E-06	-4.7249370977422E-11	-2.38511278049884E-08
0	0	-250	1.75888058154605E-06	-4.74525949438525E-11	-5.57306149158571E-11
1	0	-250	1.75869582062137E-06	-4.71645905582609E-11	2.37394434484713E-08
2	0	-250	1.75815111752311E-06	-4.74425603040186E-11	4.7525888995513E-08
3	0	-250	1.75723991231201E-06	-4.70695404190613E-11	7.12940261274301E-08
4	0	-250	1.75596797979652E-06	-4.74208604152971E-11	9.50355302413189E-08
5	0	-250	1.75433085112849E-06	-4.69646193997255E-11	1.18740706620304E-07
6	0	-250	1.75233476120206E-06	-4.73875708493336E-11	1.42401425805645E-07
7	0	-250	1.74997566544712E-06	-4.68502324878537E-11	1.66007922433616E-07
8	0	-250	1.74726023349791E-06	-5.16181070439543E-11	1.8955227583675E-07
9	0	-250	1.74418485993984E-06	-4.81735514229818E-11	2.13024694193294E-07
10	0	-250	1.74075662379206E-06	-5.13949044793976E-11	2.36417478530357E-07
11	0	-250	1.73697237006213E-06	-4.80807951563648E-11	2.59720854531753E-07
12	0	-250	1.73283956288538E-06	-5.11593148347018E-11	2.82927356470916E-07
-12	0	-249	1.75621730775358E-06	-4.8296381596762E-11	-2.8881319341931E-07
-11	0	-249	1.76045505870886E-06	-4.86007941331218E-11	-2.65139152437823E-07
-10	0	-249	1.76433370803329E-06	-4.83723557356249E-11	-2.41360576774812E-07
-9	0	-249	1.76784938124745E-06	-4.86439388713013E-11	-2.17494580436907E-07
-8	0	-249	1.77100159119602E-06	-4.84383079814906E-11	-1.93542083872421E-07
-7	0	-249	1.77378667481727E-06	-4.86737553505654E-11	-1.69519851577601E-07
-6	0	-249	1.7762050937618E-06	-4.87875240738395E-11	-1.45429145576392E-07
-5	0	-249	1.77825253146865E-06	-4.86903367411818E-11	-1.21287200391957E-07
-4	0	-249	1.77993100430272E-06	-4.88961370951229E-11	-9.70950212211362E-08
-3	0	-249	1.78123608942069E-06	-4.86936879012575E-11	-7.28697045807146E-08
-2	0	-249	1.78217052935469E-06	-4.89952491247107E-11	-4.86128449798136E-08
-1	0	-249	1.78273008066451E-06	-4.86838904911955E-11	-2.43410472164943E-08
0	0	-249	1.78291742156318E-06	-4.82955608526668E-11	-5.65117686913752E-11
1	0	-249	1.78273086285287E-06	-4.86610402494243E-11	2.42247240671989E-08
2	0	-249	1.78217065000697E-06	-4.82478889692143E-11	4.84999116051628E-08
3	0	-249	1.78123843530026E-06	-4.86252466359444E-11	7.27534398655638E-08
4	0	-249	1.77993272049485E-06	-4.81883093812418E-11	9.69822250564805E-08
5	0	-249	1.77825643898282E-06	-4.85766336948197E-11	1.21171052454564E-07
6	0	-249	1.77620840215664E-06	-4.81170215367671E-11	1.45316533127593E-07
7	0	-249	1.77379214053645E-06	-4.8515341998621E-11	1.6940387858172E-07
8	0	-249	1.77100676376675E-06	-5.0312220078989E-11	1.93429425557808E-07
9	0	-249	1.76785640036021E-06	-4.56245794670889E-11	2.17378840280738E-07
10	0	-249	1.76434044605896E-06	-5.03074609539027E-11	2.41248216644264E-07
11	0	-249	1.76046362503777E-06	-4.56390281102207E-11	2.65023702470276E-07
12	0	-249	1.75622560548859E-06	-5.02878173421555E-11	2.88701181281053E-07
-12	0	-248	1.78007858384305E-06	-4.46071413100948E-11	-2.94733947819208E-07
-11	0	-248	1.78442327964047E-06	-4.84516330650097E-11	-2.70576090955297E-07
-10	0	-248	1.78839846793276E-06	-4.45558150947427E-11	-2.46314661021855E-07
-9	0	-248	1.79200332450641E-06	-4.84785063835285E-11	-2.21959275482987E-07
-8	0	-248	1.79523372769191E-06	-4.44925400579568E-11	-1.97518627850754E-07
-7	0	-248	1.79809010283822E-06	-4.86480316837499E-11	-1.73002338279482E-07
-6	0	-248	1.80056765744777E-06	-4.44284684422811E-11	-1.48419692219367E-07
-5	0	-248	1.80266834999891E-06	-4.85915759914652E-11	-1.23780018146616E-07
-4	0	-248	1.80438718643885E-06	-4.4364538589987E-11	-9.90926941886238E-08
-3	0	-248	1.80572704452609E-06	-4.85231530807017E-11	-7.43673511826197E-08
-2	0	-248	1.80668293692708E-06	-4.43015319444076E-11	-4.96132260584995E-08
-1	0	-248	1.80725867095712E-06	-4.8443155854884E-11	-2.4840212554411E-08
0	0	-248	1.80745368399033E-06	-4.86585938372982E-11	-5.73839327978695E-11
1	0	-248	1.80725946281044E-06	-4.83519889199217E-11	2.47251440951316E-08
2	0	-248	1.80668704187913E-06	-4.86469955564856E-11	4.94984805406564E-08
3	0	-248	1.80572941926438E-06	-4.82500658259638E-11	7.42523387061489E-08
4	0	-248	1.80439276367506E-06	-4.86231599095451E-11	9.89780204854614E-08
5	0	-248	1.80267230515814E-06	-4.81378078632875E-11	1.23665117552971E-07
6	0	-248	1.80057469913125E-06	-4.858715973627E-11	1.48305139838731E-07
7	0	-248	1.79809563431451E-06	-4.80156448297366E-11	1.72887605302495E-07
8	0	-248	1.79524222563249E-06	-5.30530499979843E-11	1.97404246302298E-07
9	0	-248	1.79201063630577E-06	-4.94122139386718E-11	2.21844555003637E-07
10	0	-248	1.78840841351617E-06	-5.28134087744232E-11	2.46200499788805E-07
11	0	-248	1.78443220693525E-06	-4.77434530098067E-11	2.70461594608581E-07
12	0	-248	1.78008997081457E-06	-5.25595037573565E-11	2.94620056859863E-07
-12	0	-247	1.80442795024805E-06	-4.95368391875385E-11	-3.00802527513302E-07
