# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+5.7400000000000006e+01 -5.4454355861336453e-04 +3.7037987812376483e-01 -4.9021657169873085e+09 
+5.7500000000000000e+01 -5.4187550958879232e-04 +3.6736155136619852e-01 -4.8364678974154358e+09 
+5.7600000000000001e+01 -5.3922312706991906e-04 +3.6437337346378895e-01 -4.7716220739121466e+09 
+5.7700000000000003e+01 -5.3658605063316956e-04 +3.6141473630380744e-01 -4.7081820760758924e+09 
+5.7800000000000004e+01 -5.3396391985497261e-04 +3.5848503177366248e-01 -4.6467017335502205e+09 
+5.7900000000000006e+01 -5.3135637431175322e-04 +3.5558365176064766e-01 -4.5877348759441261e+09 
+5.8000000000000000e+01 -5.2876305357993771e-04 +3.5270998815209392e-01 -4.5318353328786097e+09 
+5.8100000000000001e+01 -5.2618367886678695e-04 +3.4986350877946976e-01 -4.4793710193884563e+09 
+5.8200000000000003e+01 -5.2361829790289690e-04 +3.4704398525070196e-01 -4.4299661921564674e+09 
+5.8300000000000004e+01 -5.2106704004969702e-04 +3.4425126511779097e-01 -4.3830591932572508e+09 
+5.8400000000000006e+01 -5.1853003466861695e-04 +3.4148519593277094e-01 -4.3380883647790403e+09 
+5.8500000000000000e+01 -5.1600741112108734e-04 +3.3874562524767304e-01 -4.2944920488087711e+09 
+5.8600000000000001e+01 -5.1349929876853503e-04 +3.3603240061446699e-01 -4.2517085874135094e+09 
+5.8700000000000003e+01 -5.1100582697239337e-04 +3.3334536958526600e-01 -4.2091763227073612e+09 
+5.8800000000000004e+01 -5.0852712509409008e-04 +3.3068437971204018e-01 -4.1663335967564187e+09 
+5.8900000000000006e+01 -5.0606332249505460e-04 +3.2804927854680099e-01 -4.1226187516404810e+09 
+5.9000000000000000e+01 -5.0361454853671854e-04 +3.2543991364163116e-01 -4.0774701294651380e+09 
+5.9100000000000001e+01 -5.0118086012715586e-04 +3.2285607993708720e-01 -4.0304880226406384e+09 
+5.9200000000000003e+01 -4.9876202436102939e-04 +3.2029736192819380e-01 -3.9819205250017109e+09 
+5.9300000000000004e+01 -4.9635773587964498e-04 +3.1776329149845839e-01 -3.9321776806946373e+09 
+5.9400000000000006e+01 -4.9396768932431193e-04 +3.1525340053150108e-01 -3.8816695339002085e+09 
+5.9500000000000000e+01 -4.9159157933633757e-04 +3.1276722091088027e-01 -3.8308061287843328e+09 
+5.9600000000000001e+01 -4.8922910055702916e-04 +3.1030428452015313e-01 -3.7799975095048494e+09 
+5.9700000000000003e+01 -4.8687994762769372e-04 +3.0786412324286794e-01 -3.7296537202215843e+09 
+5.9800000000000004e+01 -4.8454381518963995e-04 +3.0544626896262922e-01 -3.6801848051145577e+09 
+5.9900000000000006e+01 -4.8222039788417548e-04 +3.0305025356298665e-01 -3.6320008083387294e+09 
+6.0000000000000000e+01 -4.7990939035260646e-04 +3.0067560892748174e-01 -3.5855117740542088e+09 
+6.0100000000000001e+01 -4.7761055701512196e-04 +2.9832196485963342e-01 -3.5410256172533526e+09 
+6.0200000000000003e+01 -4.7532394140742759e-04 +2.9598934284250217e-01 -3.4984417361539721e+09 
+6.0300000000000004e+01 -4.7304965684411048e-04 +2.9367786227910536e-01 -3.4575573998058825e+09 
+6.0400000000000006e+01 -4.7078781663975524e-04 +2.9138764257238586e-01 -3.4181698772286873e+09 
+6.0500000000000000e+01 -4.6853853410894951e-04 +2.8911880312537996e-01 -3.3800764374813261e+09 
+6.0600000000000001e+01 -4.6630192256627963e-04 +2.8687146334107871e-01 -3.3430743495997443e+09 
+6.0700000000000003e+01 -4.6407809532633215e-04 +2.8464574262249859e-01 -3.3069608826346498e+09 
+6.0800000000000004e+01 -4.6186716570369222e-04 +2.8244176037257773e-01 -3.2715333056051183e+09 
+6.0900000000000006e+01 -4.5966924701294602e-04 +2.8025963599433118e-01 -3.2365888875617361e+09 
+6.1000000000000000e+01 -4.5748445256868102e-04 +2.7809948889076930e-01 -3.2019248975485592e+09 
+6.1100000000000001e+01 -4.5531283276019715e-04 +2.7596131036935345e-01 -3.1673791282561765e+09 
+6.1200000000000003e+01 -4.5315418627565087e-04 +2.7384457935541900e-01 -3.1329514669699464e+09 
+6.1300000000000004e+01 -4.5100824887791554e-04 +2.7174864667881748e-01 -3.0986823246410193e+09 
+6.1400000000000006e+01 -4.4887475632986054e-04 +2.6967286316936007e-01 -3.0646121122120328e+09 
+6.1500000000000000e+01 -4.4675344439435821e-04 +2.6761657965687496e-01 -3.0307812406265149e+09 
+6.1600000000000001e+01 -4.4464404883427875e-04 +2.6557914697116658e-01 -2.9972301208213830e+09 
+6.1700000000000003e+01 -4.4254630541249541e-04 +2.6355991594209910e-01 -2.9639991637501421e+09 
+6.1800000000000004e+01 -4.4045994989187830e-04 +2.6155823739948020e-01 -2.9311287803550634e+09 
+6.1900000000000006e+01 -4.3838471803529951e-04 +2.5957346217314498e-01 -2.8986593815804448e+09 
+6.2000000000000000e+01 -4.3632034560562970e-04 +2.5760494109289478e-01 -2.8666313783618269e+09 
+6.2100000000000001e+01 -4.3426662875598363e-04 +2.5565217306395488e-01 -2.8350762560414672e+09 
+6.2200000000000003e+01 -4.3222360520045168e-04 +2.5371524929311912e-01 -2.8039897975300632e+09 
+6.2300000000000004e+01 -4.3019137304336629e-04 +2.5179440906254219e-01 -2.7733588601300664e+09 
+6.2400000000000006e+01 -4.2817003038906091e-04 +2.4988989165439904e-01 -2.7431703011401176e+09 
+6.2500000000000000e+01 -4.2615967534186854e-04 +2.4800193635086390e-01 -2.7134109778678188e+09 
+6.2600000000000001e+01 -4.2416040600612166e-04 +2.4613078243409223e-01 -2.6840677476116476e+09 
+6.2700000000000003e+01 -4.2217232048615428e-04 +2.4427666918626856e-01 -2.6551274676743402e+09 
+6.2800000000000004e+01 -4.2019551688629787e-04 +2.4243983588953114e-01 -2.6265769953534417e+09 
+6.2900000000000006e+01 -4.1823009331088762e-04 +2.4062052182609889e-01 -2.5984031879645433e+09 
+6.3000000000000000e+01 -4.1627614786425419e-04 +2.3881896627807767e-01 -2.5705929027896185e+09 
+6.3100000000000001e+01 -4.1433372475307832e-04 +2.3703527878311689e-01 -2.5431339274800849e+09 
+6.3200000000000003e+01 -4.1240265259342171e-04 +2.3526904990056621e-01 -2.5160177710163569e+09 
+6.3300000000000004e+01 -4.1048270610369037e-04 +2.3351974044514198e-01 -2.4892368726876693e+09 
+6.3400000000000006e+01 -4.0857366000229248e-04 +2.3178681123164005e-01 -2.4627836718110733e+09 
+6.3500000000000000e+01 -4.0667528900763570e-04 +2.3006972307481863e-01 -2.4366506076904435e+09 
+6.3600000000000001e+01 -4.0478736783812762e-04 +2.2836793678946413e-01 -2.4108301196407228e+09 
+6.3700000000000003e+01 -4.0290967121217586e-04 +2.2668091319034642e-01 -2.3853146469701643e+09 
+6.3800000000000004e+01 -4.0104197384818708e-04 +2.2500811309220398e-01 -2.3600966289743686e+09 
+6.3900000000000006e+01 -3.9918405046456972e-04 +2.2334899730984403e-01 -2.3351685049776878e+09 
+6.4000000000000000e+01 -3.9733567577973021e-04 +2.2170302665799491e-01 -2.3105227142726812e+09 
+6.4100000000000009e+01 -3.9549667588702182e-04 +2.2006978437814675e-01 -2.2861536504755058e+09 
+6.4200000000000003e+01 -3.9366708237957560e-04 +2.1844934341853026e-01 -2.2620635243979220e+09 
+6.4299999999999997e+01 -3.9184697822546716e-04 +2.1684189915403487e-01 -2.2382565011354265e+09 
+6.4400000000000006e+01 -3.9003644639277340e-04 +2.1524764695961965e-01 -2.2147367458091445e+09 
+6.4500000000000000e+01 -3.8823556984956962e-04 +2.1366678221016966e-01 -2.1915084235155859e+09 
+6.4600000000000009e+01 -3.8644443156393238e-04 +2.1209950028063143e-01 -2.1685756993710499e+09 
+6.4700000000000003e+01 -3.8466311450393838e-04 +2.1054599654592385e-01 -2.1459427384822252e+09 
+6.4799999999999997e+01 -3.8289170163766296e-04 +2.0900646638095280e-01 -2.1236137059519074e+09 
+6.4900000000000006e+01 -3.8113027593318264e-04 +2.0748110516066104e-01 -2.1015927668964770e+09 
+6.5000000000000000e+01 -3.7937892035857330e-04 +2.0597010825995088e-01 -2.0798840864182832e+09 
+6.5100000000000009e+01 -3.7763767215242151e-04 +2.0447357595650736e-01 -2.0584965156894526e+09 
+6.5200000000000003e+01 -3.7590638563535320e-04 +2.0299122813896572e-01 -2.0374576501066787e+09 
+6.5299999999999997e+01 -3.7418486939850670e-04 +2.0152268959878675e-01 -2.0167997711545985e+09 
+6.5400000000000006e+01 -3.7247293203301576e-04 +2.0006758512731770e-01 -1.9965551602797709e+09 
+6.5500000000000000e+01 -3.7077038213001912e-04 +1.9862553951600631e-01 -1.9767560989598992e+09 
+6.5600000000000009e+01 -3.6907702828065282e-04 +1.9719617755625871e-01 -1.9574348686600745e+09 
+6.5700000000000003e+01 -3.6739267907605355e-04 +1.9577912403948319e-01 -1.9386237508476183e+09 
+6.5799999999999997e+01 -3.6571714310735729e-04 +1.9437400375706812e-01 -1.9203550269796338e+09 
+6.5900000000000006e+01 -3.6405022896570142e-04 +1.9298044150045796e-01 -1.9026609785360131e+09 
+6.6000000000000000e+01 -3.6239174524222220e-04 +1.9159806206103863e-01 -1.8855738869745080e+09 
+6.6100000000000009e+01 -3.6074154366530519e-04 +1.9022655073358335e-01 -1.8690964339768155e+09 
+6.6200000000000003e+01 -3.5909964851233144e-04 +1.8886583482625913e-01 -1.8531129020673730e+09 
+6.6299999999999997e+01 -3.5746612719793049e-04 +1.8751590215059957e-01 -1.8374779739901035e+09 
+6.6400000000000006e+01 -3.5584104713673345e-04 +1.8617674051814637e-01 -1.8220463324848332e+09 
+6.6500000000000000e+01 -3.5422447574336917e-04 +1.8484833774041226e-01 -1.8066726602897270e+09 
+6.6600000000000009e+01 -3.5261648043246810e-04 +1.8353068162893627e-01 -1.7912116401457465e+09 
+6.6700000000000003e+01 -3.5101712861866017e-04 +1.8222375999523371e-01 -1.7755179547874067e+09 
+6.6799999999999997e+01 -3.4942648771657515e-04 +1.8092756065085183e-01 -1.7594462869645503e+09 
+6.6900000000000006e+01 -3.4784462514084359e-04 +1.7964207140732238e-01 -1.7428513194134765e+09 
+6.7000000000000000e+01 -3.4627160830609424e-04 +1.7836728007614092e-01 -1.7255877348658607e+09 
+6.7100000000000009e+01 -3.4470746663687723e-04 +1.7710316075579013e-01 -1.7075691494375753e+09 
+6.7200000000000003e+01 -3.4315207759741851e-04 +1.7584963269238227e-01 -1.6889449126941290e+09 
+6.7299999999999997e+01 -3.4160528066186276e-04 +1.7460660141894405e-01 -1.6699233075655596e+09 
+6.7400000000000006e+01 -3.4006691530435388e-04 +1.7337397246849398e-01 -1.6507126169785388e+09 
+6.7500000000000000e+01 -3.3853682099903813e-04 +1.7215165137409164e-01 -1.6315211238757963e+09 
+6.7600000000000009e+01 -3.3701483722005886e-04 +1.7093954366873715e-01 -1.6125571111764214e+09 
+6.7700000000000003e+01 -3.3550080344156260e-04 +1.6973755488549971e-01 -1.5940288618247254e+09 
+6.7799999999999997e+01 -3.3399455913769345e-04 +1.6854559055739557e-01 -1.5761446587481098e+09 
+6.7900000000000006e+01 -3.3249594378259562e-04 +1.6736355621744101e-01 -1.5591127848709760e+09 
+6.8000000000000000e+01 -3.3100479685041609e-04 +1.6619135739872437e-01 -1.5431415231462319e+09 
+6.8100000000000009e+01 -3.2952099382155102e-04 +1.6502889496446194e-01 -1.5283684949279687e+09 
+6.8200000000000003e+01 -3.2804455420141300e-04 +1.6387605109890246e-01 -1.5146486753691678e+09 
+6.8299999999999997e+01 -3.2657553350166912e-04 +1.6273270331655271e-01 -1.5017663780699785e+09 
+6.8400000000000006e+01 -3.2511398723398285e-04 +1.6159872913185508e-01 -1.4895059166118553e+09 
+6.8500000000000000e+01 -3.2365997091002047e-04 +1.6047400605928022e-01 -1.4776516045818896e+09 
+6.8600000000000009e+01 -3.2221354004144761e-04 +1.5935841161332082e-01 -1.4659877555771492e+09 
+6.8700000000000003e+01 -3.2077475013993049e-04 +1.5825182330845727e-01 -1.4542986831888208e+09 
+6.8799999999999997e+01 -3.1934365671713438e-04 +1.5715411865916995e-01 -1.4423687010110927e+09 
+6.8900000000000006e+01 -3.1792031528472407e-04 +1.5606517517991311e-01 -1.4299821226262305e+09 
+6.9000000000000000e+01 -3.1650478135436554e-04 +1.5498487038516126e-01 -1.4169232616237998e+09 
+6.9100000000000009e+01 -3.1509707825147531e-04 +1.5391309617486107e-01 -1.4030454602464533e+09 
+6.9200000000000003e+01 -3.1369710055647270e-04 +1.5284980199073053e-01 -1.3884781753009603e+09 
+6.9299999999999997e+01 -3.1230471066352820e-04 +1.5179495165996357e-01 -1.3734198922471368e+09 
+6.9400000000000006e+01 -3.1091977096681144e-04 +1.5074850900973136e-01 -1.3580690965363038e+09 
+6.9500000000000000e+01 -3.0954214386049247e-04 +1.4971043786720456e-01 -1.3426242736201875e+09 
+6.9600000000000009e+01 -3.0817169173874239e-04 +1.4868070205959855e-01 -1.3272839089664915e+09 
+6.9700000000000003e+01 -3.0680827699573087e-04 +1.4765926541407026e-01 -1.3122464880209405e+09 
+6.9799999999999997e+01 -3.0545176202562840e-04 +1.4664609175781637e-01 -1.2977104962446687e+09 
+6.9900000000000006e+01 -3.0410200922260456e-04 +1.4564114491800731e-01 -1.2838744190898893e+09 
+7.0000000000000000e+01 -3.0275888098083031e-04 +1.4464438872184129e-01 -1.2709367420178983e+09 
+7.0100000000000009e+01 -3.0142227050135154e-04 +1.4365577359914461e-01 -1.2590318341420112e+09 
+7.0200000000000003e+01 -3.0009219421271645e-04 +1.4267519639034876e-01 -1.2480375992334354e+09 
+7.0299999999999997e+01 -2.9876869935035072e-04 +1.4170254053856277e-01 -1.2377678247293675e+09 
+7.0400000000000006e+01 -2.9745183314967903e-04 +1.4073768948688542e-01 -1.2280362980663748e+09 
+7.0500000000000000e+01 -2.9614164284612592e-04 +1.3978052667839458e-01 -1.2186568066721849e+09 
+7.0600000000000009e+01 -2.9483817567511721e-04 +1.3883093555622081e-01 -1.2094431379943957e+09 
+7.0700000000000003e+01 -2.9354147887207684e-04 +1.3788879956343131e-01 -1.2002090794580584e+09 
+7.0799999999999997e+01 -2.9225159967242922e-04 +1.3695400214311487e-01 -1.1907684184961517e+09 
+7.0900000000000006e+01 -2.9096858531160025e-04 +1.3602642673839724e-01 -1.1809349425527048e+09 
+7.1000000000000000e+01 -2.8969248302501422e-04 +1.3510595679234966e-01 -1.1705224390547359e+09 
+7.1100000000000009e+01 -2.8842331238499927e-04 +1.3419249269220176e-01 -1.1594039529460163e+09 
+7.1200000000000003e+01 -2.8716098231149241e-04 +1.3328600260156445e-01 -1.1476895591533918e+09 
+7.1299999999999997e+01 -2.8590537406133495e-04 +1.3238647162819628e-01 -1.1355485901177654e+09 
+7.1400000000000006e+01 -2.8465636889136742e-04 +1.3149388487985042e-01 -1.1231503782774646e+09 
+7.1500000000000000e+01 -2.8341384805843011e-04 +1.3060822746425094e-01 -1.1106642560610850e+09 
+7.1600000000000009e+01 -2.8217769281936350e-04 +1.2972948448915439e-01 -1.0982595559098134e+09 
+7.1700000000000003e+01 -2.8094778443100938e-04 +1.2885764106233169e-01 -1.0861056102674315e+09 
+7.1799999999999997e+01 -2.7972400415020684e-04 +1.2799268229148608e-01 -1.0743717515562088e+09 
+7.1900000000000006e+01 -2.7850623323379765e-04 +1.2713459328440099e-01 -1.0632273122253412e+09 
+7.2000000000000000e+01 -2.7729435293862118e-04 +1.2628335914877870e-01 -1.0528416246960028e+09 
+7.2100000000000009e+01 -2.7608827102286237e-04 +1.2543894870231781e-01 -1.0433283979498465e+09 
+7.2200000000000003e+01 -2.7488800125007512e-04 +1.2460126560224460e-01 -1.0345788470568889e+09 
+7.2299999999999997e+01 -2.7369358388515635e-04 +1.2377019721569138e-01 -1.0264285636145756e+09 
+7.2400000000000006e+01 -2.7250505919300399e-04 +1.2294563090983729e-01 -1.0187131392386003e+09 
+7.2500000000000000e+01 -2.7132246743851558e-04 +1.2212745405181906e-01 -1.0112681655279289e+09 
+7.2600000000000009e+01 -2.7014584888658815e-04 +1.2131555400879128e-01 -1.0039292340894961e+09 
+7.2700000000000003e+01 -2.6897524380211930e-04 +1.2050981814790213e-01 -9.9653193652654624e+08 
+7.2799999999999997e+01 -2.6781069245000716e-04 +1.1971013383632358e-01 -9.8891186445195448e+08 
+7.2900000000000006e+01 -2.6665223509514765e-04 +1.1891638844117143e-01 -9.8090460945886779e+08 
+7.3000000000000000e+01 -2.6549991200243921e-04 +1.1812846932961962e-01 -9.7234576315987778e+08 
+7.3100000000000009e+01 -2.6435373954375110e-04 +1.1734627999753691e-01 -9.6312011435478055e+08 
+7.3200000000000003e+01 -2.6321363851884152e-04 +1.1656978845570540e-01 -9.5330924063961565e+08 
+7.3299999999999997e+01 -2.6207950583444017e-04 +1.1579897884361659e-01 -9.4304391680223048e+08 
+7.3400000000000006e+01 -2.6095123839727749e-04 +1.1503383530077785e-01 -9.3245491763620973e+08 
+7.3500000000000000e+01 -2.5982873311408363e-04 +1.1427434196669643e-01 -9.2167301793515909e+08 
+7.3600000000000009e+01 -2.5871188689158785e-04 +1.1352048298084690e-01 -9.1082899248055887e+08 
+7.3700000000000003e+01 -2.5760059663652152e-04 +1.1277224248276391e-01 -9.0005361607552385e+08 
+7.3799999999999997e+01 -2.5649475925561429e-04 +1.1202960461193209e-01 -8.8947766350516367e+08 
+7.3900000000000006e+01 -2.5539427165559568e-04 +1.1129255350785068e-01 -8.7923190956164432e+08 
+7.4000000000000000e+01 -2.5429903074319595e-04 +1.1056107331000896e-01 -8.6944712903110957e+08 
+7.4100000000000009e+01 -2.5320895661826089e-04 +1.0983514883348834e-01 -8.6022278271692514e+08 
+7.4200000000000003e+01 -2.5212406215309897e-04 +1.0911476759561343e-01 -8.5153307544375718e+08 
+7.4299999999999997e+01 -2.5104438341313313e-04 +1.0839991778925236e-01 -8.4332089803565085e+08 
+7.4400000000000006e+01 -2.4996995646378600e-04 +1.0769058760728259e-01 -8.3552914132172048e+08 
+7.4500000000000000e+01 -2.4890081737048188e-04 +1.0698676524258996e-01 -8.2810069613144505e+08 
+7.4600000000000009e+01 -2.4783700219864306e-04 +1.0628843888804113e-01 -8.2097845328874826e+08 
+7.4700000000000003e+01 -2.4677854701369466e-04 +1.0559559673655076e-01 -8.1410530363332820e+08 
+7.4799999999999997e+01 -2.4572548788105866e-04 +1.0490822698096680e-01 -8.0742413798251891e+08 
+7.4900000000000006e+01 -2.4467786086615858e-04 +1.0422631781418393e-01 -8.0087784717129421e+08 
+7.5000000000000000e+01 -2.4363570203441798e-04 +1.0354985742907263e-01 -7.9440932202298963e+08 
+7.5100000000000009e+01 -2.4259902621845823e-04 +1.0287881823425901e-01 -7.8797389019148195e+08 
+7.5200000000000003e+01 -2.4156776331968896e-04 +1.0221310950118213e-01 -7.8157662656813979e+08 
+7.5299999999999997e+01 -2.4054182200671870e-04 +1.0155262471704729e-01 -7.7523504287509620e+08 
+7.5400000000000006e+01 -2.3952111094815542e-04 +1.0089725736905034e-01 -7.6896665083241570e+08 
+7.5500000000000000e+01 -2.3850553881260759e-04 +1.0024690094438914e-01 -7.6278896215987933e+08 
+7.5600000000000009e+01 -2.3749501426868219e-04 +9.9601448930226433e-02 -7.5671948856591356e+08 
+7.5700000000000003e+01 -2.3648944598498857e-04 +9.8960794813791927e-02 -7.5077574178132904e+08 
+7.5799999999999997e+01 -2.3548874263013377e-04 +9.8324832082246447e-02 -7.4497523351331556e+08 
+7.5900000000000006e+01 -2.3449281287272604e-04 +9.7693454222794254e-02 -7.3933547548536444e+08 
+7.6000000000000000e+01 -2.3350156538137347e-04 +9.7066554722621101e-02 -7.3387397941295791e+08 
+7.6100000000000009e+01 -2.3251492919792983e-04 +9.6444041524535576e-02 -7.2859634979915631e+08 
+7.6200000000000003e+01 -2.3153291485722918e-04 +9.5825880393742124e-02 -7.2346056226657212e+08 
+7.6299999999999997e+01 -2.3055555326735128e-04 +9.5212051551066976e-02 -7.1841268522578073e+08 
+7.6400000000000006e+01 -2.2958287533637607e-04 +9.4602535217331710e-02 -7.1339878708391070e+08 
+7.6500000000000000e+01 -2.2861491197238295e-04 +9.3997311613346013e-02 -7.0836493624571848e+08 
+7.6600000000000009e+01 -2.2765169408345222e-04 +9.3396360959950145e-02 -7.0325720112486136e+08 
+7.6700000000000003e+01 -2.2669325257766354e-04 +9.2799663477957720e-02 -6.9802165012706888e+08 
+7.6800000000000011e+01 -2.2573961836309662e-04 +9.2207199388187749e-02 -6.9260435165914536e+08 
+7.6900000000000006e+01 -2.2479082234783126e-04 +9.1618948911459483e-02 -6.8695137412892878e+08 
+7.7000000000000000e+01 -2.2384689543994741e-04 +9.1034892268603868e-02 -6.8100878594802904e+08 
+7.7100000000000009e+01 -2.2290785034937132e-04 +9.0455011508750641e-02 -6.7474585769708061e+08 
+7.7200000000000003e+01 -2.2197362699341770e-04 +8.9879295994325578e-02 -6.6822466867720342e+08 
+7.7300000000000011e+01 -2.2104414709124787e-04 +8.9307736916070732e-02 -6.6153050036298263e+08 
+7.7400000000000006e+01 -2.2011933236202254e-04 +8.8740325464717093e-02 -6.5474863422823322e+08 
+7.7500000000000000e+01 -2.1919910452490354e-04 +8.8177052831006977e-02 -6.4796435174703372e+08 
+7.7600000000000009e+01 -2.1828338529905194e-04 +8.7617910205686378e-02 -6.4126293439891648e+08 
+7.7700000000000003e+01 -2.1737209640362853e-04 +8.7062888779478168e-02 -6.3472966365226281e+08 
+7.7800000000000011e+01 -2.1646515955779525e-04 +8.6511979743143688e-02 -6.2844982099031556e+08 
+7.7900000000000006e+01 -2.1556249648071272e-04 +8.5965174287405771e-02 -6.2250868788297653e+08 
+7.8000000000000000e+01 -2.1466402889154260e-04 +8.5422463603007801e-02 -6.1699154580545950e+08 
+7.8100000000000009e+01 -2.1376969584230743e-04 +8.4883828050925716e-02 -6.1195347852279568e+08 
+7.8200000000000003e+01 -2.1287950571647750e-04 +8.4349204673062630e-02 -6.0732877894103694e+08 
+7.8300000000000011e+01 -2.1199348423038349e-04 +8.3818519681556417e-02 -6.0302154225777602e+08 
+7.8400000000000006e+01 -2.1111165710035657e-04 +8.3291699288534068e-02 -5.9893586366442132e+08 
+7.8500000000000000e+01 -2.1023405004272889e-04 +8.2768669706158107e-02 -5.9497583836582422e+08 
+7.8600000000000009e+01 -2.0936068877383158e-04 +8.2249357146560148e-02 -5.9104556155438662e+08 
+7.8700000000000003e+01 -2.0849159900999546e-04 +8.1733687821863035e-02 -5.8704912842107117e+08 
+7.8800000000000011e+01 -2.0762680646755193e-04 +8.1221587944209181e-02 -5.8289063416349053e+08 
+7.8900000000000006e+01 -2.0676633686283298e-04 +8.0712983725754042e-02 -5.7847417398369801e+08 
+7.9000000000000000e+01 -2.0591021591216931e-04 +8.0207801378619395e-02 -5.7370384307152081e+08 
+7.9100000000000009e+01 -2.0505845366655377e-04 +7.9705980481110994e-02 -5.6851329604849553e+08 
+7.9200000000000003e+01 -2.0421099751562213e-04 +7.9207514076132191e-02 -5.6295442522066295e+08 
+7.9300000000000011e+01 -2.0336777918367269e-04 +7.8712408572775672e-02 -5.5710868232436419e+08 
+7.9400000000000006e+01 -2.0252873039500329e-04 +7.8220670380121468e-02 -5.5105751909352767e+08 
+7.9500000000000000e+01 -2.0169378287391077e-04 +7.7732305907228738e-02 -5.4488238725479293e+08 
+7.9600000000000009e+01 -2.0086286834469284e-04 +7.7247321563179649e-02 -5.3866473854281819e+08 
+7.9700000000000003e+01 -2.0003591853164752e-04 +7.6765723757060311e-02 -5.3248602469322497e+08 
+7.9800000000000011e+01 -1.9921286515907195e-04 +7.6287518897933962e-02 -5.2642769743308848e+08 
+7.9900000000000006e+01 -1.9839363995126385e-04 +7.5812713394879494e-02 -5.2057120849672246e+08 
+8.0000000000000000e+01 -1.9757817463252075e-04 +7.5341313656974829e-02 -5.1499800961732543e+08 
+8.0100000000000009e+01 -1.9676641615866655e-04 +7.4873322714083937e-02 -5.0977029899404937e+08 
+8.0200000000000003e+01 -1.9595837241162780e-04 +7.4408730079160490e-02 -5.0487326068125314e+08 
+8.0300000000000011e+01 -1.9515406650485748e-04 +7.3947521885944154e-02 -5.0027282519827574e+08 
+8.0400000000000006e+01 -1.9435352155180942e-04 +7.3489684268205901e-02 -4.9593492307737201e+08 
+8.0500000000000000e+01 -1.9355676066593560e-04 +7.3035203359664833e-02 -4.9182548483257884e+08 
+8.0600000000000009e+01 -1.9276380696068923e-04 +7.2584065294066594e-02 -4.8791044098487759e+08 
+8.0700000000000003e+01 -1.9197468354952387e-04 +7.2136256205176677e-02 -4.8415572206543827e+08 
+8.0800000000000011e+01 -1.9118941354589152e-04 +7.1691762226710323e-02 -4.8052725858610809e+08 
+8.0900000000000006e+01 -1.9040802006324638e-04 +7.1250569492444335e-02 -4.7699098107982099e+08 
+8.1000000000000000e+01 -1.8963052621504058e-04 +7.0812664136095424e-02 -4.7351282005884987e+08 
+8.1100000000000009e+01 -1.8885694109566412e-04 +7.0378024947094081e-02 -4.7006564848664796e+08 
+8.1200000000000003e+01 -1.8808721772325547e-04 +6.9946601337551817e-02 -4.6665010906273550e+08 
+8.1300000000000011e+01 -1.8732129509688942e-04 +6.9518335375253065e-02 -4.6327378692303187e+08 
+8.1400000000000006e+01 -1.8655911221564098e-04 +6.9093169127977694e-02 -4.5994426720097262e+08 
+8.1500000000000000e+01 -1.8580060807858566e-04 +6.8671044663524389e-02 -4.5666913503781992e+08 
+8.1600000000000009e+01 -1.8504572168479778e-04 +6.8251904049663831e-02 -4.5345597556472826e+08 
+8.1700000000000003e+01 -1.8429439203335304e-04 +6.7835689354186532e-02 -4.5031237391779959e+08 
+8.1800000000000011e+01 -1.8354655812332599e-04 +6.7422342644878897e-02 -4.4724591523543710e+08 
+8.1900000000000006e+01 -1.8280215895379227e-04 +6.7011805989528897e-02 -4.4426418465346885e+08 
+8.2000000000000000e+01 -1.8206113352382599e-04 +6.6604021455900914e-02 -4.4137476730059618e+08 
+8.2100000000000009e+01 -1.8132343430997904e-04 +6.6198937075350184e-02 -4.3857783443005377e+08 
+8.2200000000000003e+01 -1.8058906769870446e-04 +6.5796524733324965e-02 -4.3584390170014483e+08 
+8.2300000000000011e+01 -1.7985805355393285e-04 +6.5396762278872145e-02 -4.3313607089558166e+08 
+8.2400000000000006e+01 -1.7913041173959297e-04 +6.4999627560977838e-02 -4.3041744378130764e+08 
+8.2500000000000000e+01 -1.7840616211961530e-04 +6.4605098428677663e-02 -4.2765112213752365e+08 
+8.2600000000000009e+01 -1.7768532455792916e-04 +6.4213152730987280e-02 -4.2480020773970634e+08 
+8.2700000000000003e+01 -1.7696791891846377e-04 +6.3823768316904825e-02 -4.2182780235615474e+08 
+8.2800000000000011e+01 -1.7625396506514983e-04 +6.3436923035471632e-02 -4.1869700776918852e+08 
+8.2900000000000006e+01 -1.7554348286191661e-04 +6.3052594735694606e-02 -4.1537092575132412e+08 
+8.3000000000000000e+01 -1.7483649217269354e-04 +6.2670761266581776e-02 -4.1181265807344568e+08 
+8.3100000000000009e+01 -1.7413300076662161e-04 +6.2291404795235858e-02 -4.0800036851612860e+08 
+8.3200000000000003e+01 -1.7343296803368514e-04 +6.1914524761057937e-02 -4.0397246886847204e+08 
+8.3300000000000011e+01 -1.7273634126907999e-04 +6.1540124921544280e-02 -3.9978243292733997e+08 
+8.3400000000000006e+01 -1.7204306776800118e-04 +6.1168209034155083e-02 -3.9548373447682285e+08 
+8.3500000000000000e+01 -1.7135309482564477e-04 +6.0798780856395986e-02 -3.9112984731830615e+08 
