# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+6.1000000000000005e+00 -3.8975139686231223e-03 +1.5819857391678571e+01 +6.6040827419954053e+11 
+6.2000000000000002e+00 -3.8970193744532937e-03 +1.5816138951437187e+01 +6.6289946895735095e+11 
+6.3000000000000007e+00 -3.8965059679569782e-03 +1.5811850694146568e+01 +6.6604577785779309e+11 
+6.4000000000000004e+00 -3.8959759195385207e-03 +1.5807132616174794e+01 +6.6964736510063171e+11 
+6.5000000000000000e+00 -3.8954313996022640e-03 +1.5802124713889846e+01 +6.7350439488567859e+11 
+6.6000000000000005e+00 -3.8948745785525657e-03 +1.5796966983659981e+01 +6.7741703141266479e+11 
+6.7000000000000002e+00 -3.8943076267937632e-03 +1.5791799421853220e+01 +6.8118543888136829e+11 
+6.8000000000000007e+00 -3.8937327147302134e-03 +1.5786762024837758e+01 +6.8460978149154114e+11 
+6.9000000000000004e+00 -3.8931520127662533e-03 +1.5781994788981493e+01 +6.8749022344301306e+11 
+7.0000000000000000e+00 -3.8925676913062358e-03 +1.5777637710652725e+01 +6.8962692893548413e+11 
+7.1000000000000005e+00 -3.8919813066363271e-03 +1.5773797815498046e+01 +6.9087679410600464e+11 
+7.2000000000000002e+00 -3.8913919585699310e-03 +1.5770450246277715e+01 +6.9132364284077283e+11 
+7.3000000000000007e+00 -3.8907981328022774e-03 +1.5767537175030673e+01 +6.9110803096321545e+11 
+7.4000000000000004e+00 -3.8901983150285945e-03 +1.5765000773795803e+01 +6.9037051429677222e+11 
+7.5000000000000000e+00 -3.8895909909441020e-03 +1.5762783214611924e+01 +6.8925164866488257e+11 
+7.6000000000000005e+00 -3.8889746462440321e-03 +1.5760826669517938e+01 +6.8789198989098352e+11 
+7.7000000000000002e+00 -3.8883477666236143e-03 +1.5759073310552779e+01 +6.8643209379851746e+11 
+7.8000000000000007e+00 -3.8877088377780688e-03 +1.5757465309755263e+01 +6.8501251621091333e+11 
+7.9000000000000004e+00 -3.8870563454026230e-03 +1.5755944839164213e+01 +6.8377381295164978e+11 
+8.0000000000000000e+00 -3.8863887751925032e-03 +1.5754454070818472e+01 +6.8285653984417163e+11 
+8.0999999999999996e+00 -3.8857048580756845e-03 +1.5752941341830129e+01 +6.8236412188972791e+11 
+8.2000000000000011e+00 -3.8850043059111116e-03 +1.5751379649603150e+01 +6.8225146080115808e+11 
+8.3000000000000007e+00 -3.8842870757904721e-03 +1.5749748156614441e+01 +6.8243632746922046e+11 
+8.4000000000000004e+00 -3.8835531248054673e-03 +1.5748026025341327e+01 +6.8283649278451208e+11 
+8.5000000000000000e+00 -3.8828024100477777e-03 +1.5746192418260646e+01 +6.8336972763780908e+11 
+8.5999999999999996e+00 -3.8820348886091120e-03 +1.5744226497849745e+01 +6.8395380291972168e+11 
+8.7000000000000011e+00 -3.8812505175811482e-03 +1.5742107426585498e+01 +6.8450648952098987e+11 
+8.8000000000000007e+00 -3.8804492540555832e-03 +1.5739814366944991e+01 +6.8494555833231702e+11 
+8.9000000000000004e+00 -3.8796310551241150e-03 +1.5737326481405537e+01 +6.8518878024431079e+11 
+9.0000000000000000e+00 -3.8787958778784284e-03 +1.5734622932443958e+01 +6.8515392614773950e+11 
+9.0999999999999996e+00 -3.8779435762796707e-03 +1.5731692118001012e+01 +6.8478395124768079e+11 
+9.2000000000000011e+00 -3.8770735917668074e-03 +1.5728559377872212e+01 +6.8412254800665771e+11 
+9.3000000000000007e+00 -3.8761852626482672e-03 +1.5725259287316824e+01 +6.8323859320156519e+11 
+9.4000000000000004e+00 -3.8752779272324509e-03 +1.5721826421593592e+01 +6.8220096360945618e+11 
+9.5000000000000000e+00 -3.8743509238277967e-03 +1.5718295355961990e+01 +6.8107853600715771e+11 
+9.6000000000000014e+00 -3.8734035907427144e-03 +1.5714700665681001e+01 +6.7994018717163721e+11 
+9.7000000000000011e+00 -3.8724352662856160e-03 +1.5711076926009504e+01 +6.7885479387990613e+11 
+9.8000000000000007e+00 -3.8714452887649397e-03 +1.5707458712207018e+01 +6.7789123290878381e+11 
+9.9000000000000004e+00 -3.8704329964890961e-03 +1.5703880599532527e+01 +6.7711838103523486e+11 
+1.0000000000000000e+01 -3.8693977277665008e-03 +1.5700377163244983e+01 +6.7660511503625549e+11 
+1.0100000000000001e+01 -3.8683389361364551e-03 +1.5696970297392681e+01 +6.7639763409094604e+11 
+1.0200000000000001e+01 -3.8672565360617687e-03 +1.5693631171180064e+01 +6.7645142698725012e+11 
+1.0300000000000001e+01 -3.8661505572361410e-03 +1.5690318272600877e+01 +6.7669930491524963e+11 
+1.0400000000000000e+01 -3.8650210293532578e-03 +1.5686990089648484e+01 +6.7707407906514319e+11 
+1.0500000000000000e+01 -3.8638679821068082e-03 +1.5683605110316508e+01 +6.7750856062704651e+11 
+1.0600000000000001e+01 -3.8626914451904814e-03 +1.5680121822598387e+01 +6.7793556079112720e+11 
+1.0700000000000001e+01 -3.8614914482979767e-03 +1.5676498714487996e+01 +6.7828789074741528e+11 
+1.0800000000000001e+01 -3.8602680211229814e-03 +1.5672694273978665e+01 +6.7849836168613538e+11 
+1.0900000000000000e+01 -3.8590211933591870e-03 +1.5668666989064041e+01 +6.7849978479738513e+11 
+1.1000000000000000e+01 -3.8577509947002866e-03 +1.5664375347737721e+01 +6.7822497127129309e+11 
+1.1100000000000001e+01 -3.8564572761834569e-03 +1.5659791141348045e+01 +6.7762901704315430e+11 
+1.1200000000000001e+01 -3.8551391742198426e-03 +1.5654939374663520e+01 +6.7675615702854541e+11 
+1.1300000000000001e+01 -3.8537956465640698e-03 +1.5649858355807154e+01 +6.7567291088831042e+11 
+1.1400000000000000e+01 -3.8524256509707738e-03 +1.5644586392902333e+01 +6.7444579828315625e+11 
+1.1500000000000000e+01 -3.8510281451945849e-03 +1.5639161794072333e+01 +6.7314133887383069e+11 
+1.1600000000000001e+01 -3.8496020869901288e-03 +1.5633622867440142e+01 +6.7182605232118591e+11 
+1.1700000000000001e+01 -3.8481464341120369e-03 +1.5628007921129074e+01 +6.7056645828595447e+11 
+1.1800000000000001e+01 -3.8466601443149480e-03 +1.5622355263262543e+01 +6.6942907642883508e+11 
+1.1900000000000000e+01 -3.8451421753534884e-03 +1.5616703201963716e+01 +6.6848042641061230e+11 
+1.2000000000000000e+01 -3.8435914849822804e-03 +1.5611090045355537e+01 +6.6778702789213818e+11 
+1.2100000000000001e+01 -3.8420071527523881e-03 +1.5605538437694369e+01 +6.6739528205618176e+11 
+1.2200000000000001e+01 -3.8403887454005010e-03 +1.5600008367766238e+01 +6.6727111617434656e+11 
+1.2300000000000001e+01 -3.8387359514597649e-03 +1.5594444160490729e+01 +6.6736033904012476e+11 
+1.2400000000000000e+01 -3.8370484594632878e-03 +1.5588790140786699e+01 +6.6760875944720557e+11 
+1.2500000000000000e+01 -3.8353259579442219e-03 +1.5582990633573830e+01 +6.6796218618906836e+11 
+1.2600000000000001e+01 -3.8335681354356695e-03 +1.5576989963770767e+01 +6.6836642805946729e+11 
+1.2700000000000001e+01 -3.8317746804707722e-03 +1.5570732456297073e+01 +6.6876729385189709e+11 
+1.2800000000000001e+01 -3.8299452815826526e-03 +1.5564162436071719e+01 +6.6911059236004199e+11 
+1.2900000000000000e+01 -3.8280796273044413e-03 +1.5557224228014165e+01 +6.6934213237739148e+11 
+1.3000000000000000e+01 -3.8261774061692537e-03 +1.5549862157043238e+01 +6.6940772269768420e+11 
+1.3100000000000001e+01 -3.8242382617394055e-03 +1.5542041105224204e+01 +6.6926691825992688e+11 
+1.3200000000000001e+01 -3.8222616576938750e-03 +1.5533808183204927e+01 +6.6893425858519434e+11 
+1.3300000000000001e+01 -3.8202470127408372e-03 +1.5525231058779204e+01 +6.6843802934007837e+11 
+1.3400000000000000e+01 -3.8181937455884401e-03 +1.5516377399740529e+01 +6.6780651619119934e+11 
+1.3500000000000000e+01 -3.8161012749448539e-03 +1.5507314873882834e+01 +6.6706800480505859e+11 
+1.3600000000000001e+01 -3.8139690195182476e-03 +1.5498111148999881e+01 +6.6625078084822437e+11 
+1.3700000000000001e+01 -3.8117963980167742e-03 +1.5488833892885234e+01 +6.6538312998731726e+11 
+1.3800000000000001e+01 -3.8095828291486067e-03 +1.5479550773332816e+01 +6.6449333788884875e+11 
+1.3900000000000000e+01 -3.8073277316218990e-03 +1.5470329458136156e+01 +6.6360969021945203e+11 
+1.4000000000000000e+01 -3.8050305241448244e-03 +1.5461237615089214e+01 +6.6276047264561804e+11 
+1.4100000000000001e+01 -3.8026905295828377e-03 +1.5452313243053556e+01 +6.6197022206677222e+11 
+1.4200000000000001e+01 -3.8003066874305940e-03 +1.5443475665162930e+01 +6.6124848031341150e+11 
+1.4300000000000001e+01 -3.7978778413400483e-03 +1.5434614535619025e+01 +6.6060104044888940e+11 
+1.4400000000000000e+01 -3.7954028349631609e-03 +1.5425619508623749e+01 +6.6003369553645337e+11 
+1.4500000000000000e+01 -3.7928805119518817e-03 +1.5416380238378744e+01 +6.5955223863945471e+11 
+1.4600000000000001e+01 -3.7903097159581647e-03 +1.5406786379085657e+01 +6.5916246282123145e+11 
+1.4700000000000001e+01 -3.7876892906339686e-03 +1.5396727584946367e+01 +6.5887016114506226e+11 
+1.4800000000000001e+01 -3.7850180796312458e-03 +1.5386093510162569e+01 +6.5868112667426978e+11 
+1.4900000000000000e+01 -3.7822949266019500e-03 +1.5374773808935924e+01 +6.5860115247219739e+11 
+1.5000000000000000e+01 -3.7795186751980359e-03 +1.5362658135468235e+01 +6.5863603160212878e+11 
+1.5100000000000001e+01 -3.7766883650504528e-03 +1.5349680782557956e+01 +6.5878053080550537e+11 
+1.5200000000000001e+01 -3.7738038197061095e-03 +1.5335954597390206e+01 +6.5898531153627100e+11 
+1.5300000000000001e+01 -3.7708650586909093e-03 +1.5321637065746781e+01 +6.5919000892651733e+11 
+1.5400000000000000e+01 -3.7678721015307528e-03 +1.5306885673409457e+01 +6.5933425810832520e+11 
+1.5500000000000000e+01 -3.7648249677515407e-03 +1.5291857906160150e+01 +6.5935769421372864e+11 
+1.5600000000000001e+01 -3.7617236768791853e-03 +1.5276711249780773e+01 +6.5919995237478552e+11 
+1.5700000000000001e+01 -3.7585682484395778e-03 +1.5261603190052995e+01 +6.5880066772359753e+11 
+1.5800000000000001e+01 -3.7553587019586309e-03 +1.5246691212758774e+01 +6.5809947539221167e+11 
+1.5900000000000000e+01 -3.7520950569622353e-03 +1.5232132803679752e+01 +6.5703601051275049e+11 
+1.6000000000000000e+01 -3.7487773329763050e-03 +1.5218085448597975e+01 +6.5554990821721973e+11 
+1.6100000000000001e+01 -3.7454052178649781e-03 +1.5204646262381930e+01 +6.5360529057567908e+11 
+1.6199999999999999e+01 -3.7419770728453782e-03 +1.5191670876247491e+01 +6.5126422741000378e+11 
+1.6300000000000001e+01 -3.7384909274728634e-03 +1.5178954550497153e+01 +6.4861327548006128e+11 
+1.6400000000000002e+01 -3.7349448113027949e-03 +1.5166292545433535e+01 +6.4573899154567969e+11 
+1.6500000000000000e+01 -3.7313367538905325e-03 +1.5153480121359165e+01 +6.4272793236673401e+11 
+1.6600000000000001e+01 -3.7276647847914444e-03 +1.5140312538576760e+01 +6.3966665470302393e+11 
+1.6699999999999999e+01 -3.7239269335608825e-03 +1.5126585057388670e+01 +6.3664171531446838e+11 
+1.6800000000000001e+01 -3.7201212297542138e-03 +1.5112092938097673e+01 +6.3373967096085156e+11 
+1.6900000000000002e+01 -3.7162457029267988e-03 +1.5096631441006243e+01 +6.3104707840205884e+11 
+1.7000000000000000e+01 -3.7122983826339945e-03 +1.5079995826416885e+01 +6.2865049439796008e+11 
+1.7100000000000001e+01 -3.7082774257759712e-03 +1.5062035171012978e+01 +6.2661903038594104e+11 
+1.7199999999999999e+01 -3.7041814986321204e-03 +1.5042813817000871e+01 +6.2495201651362695e+11 
+1.7300000000000001e+01 -3.7000093948266369e-03 +1.5022449922967384e+01 +6.2363133760630188e+11 
+1.7400000000000002e+01 -3.6957599079837098e-03 +1.5001061647499423e+01 +6.2263887848920312e+11 
+1.7500000000000000e+01 -3.6914318317275347e-03 +1.4978767149183961e+01 +6.2195652398755505e+11 
+1.7600000000000001e+01 -3.6870239596823126e-03 +1.4955684586607982e+01 +6.2156615892658997e+11 
+1.7699999999999999e+01 -3.6825350854722393e-03 +1.4931932118358574e+01 +6.2144966813148792e+11 
+1.7800000000000001e+01 -3.6779640027215003e-03 +1.4907627903022465e+01 +6.2158893642754333e+11 
+1.7900000000000002e+01 -3.6733095050542957e-03 +1.4882890099186652e+01 +6.2196584863998608e+11 
+1.8000000000000000e+01 -3.6685703860948196e-03 +1.4857836865438156e+01 +6.2256228959401685e+11 
+1.8100000000000001e+01 -3.6637457524456656e-03 +1.4832554032271648e+01 +6.2335496983697021e+11 
+1.8199999999999999e+01 -3.6588359626229874e-03 +1.4806998117812352e+01 +6.2429990280465991e+11 
+1.8300000000000001e+01 -3.6538416881213430e-03 +1.4781093312093443e+01 +6.2534792765491602e+11 
+1.8400000000000002e+01 -3.6487636004352902e-03 +1.4754763805148050e+01 +6.2644988354558472e+11 
+1.8500000000000000e+01 -3.6436023710593817e-03 +1.4727933787009158e+01 +6.2755660963457385e+11 
+1.8600000000000001e+01 -3.6383586714881727e-03 +1.4700527447709812e+01 +6.2861894507975806e+11 
+1.8699999999999999e+01 -3.6330331732162182e-03 +1.4672468977283112e+01 +6.2958772903899609e+11 
+1.8800000000000001e+01 -3.6276265477380742e-03 +1.4643682565762163e+01 +6.3041380067013647e+11 
+1.8900000000000002e+01 -3.6221394665482964e-03 +1.4614092403180020e+01 +6.3104799913106396e+11 
+1.9000000000000000e+01 -3.6165726011414389e-03 +1.4583622679569771e+01 +6.3144116357963477e+11 
+1.9100000000000001e+01 -3.6109260662366425e-03 +1.4552215687794225e+01 +6.3156371997266138e+11 
+1.9200000000000003e+01 -3.6051977494513990e-03 +1.4519886132035786e+01 +6.3146444146248779e+11 
+1.9300000000000001e+01 -3.5993849816277801e-03 +1.4486666819306340e+01 +6.3121168800049219e+11 
+1.9400000000000002e+01 -3.5934850936078597e-03 +1.4452590556618038e+01 +6.3087381953795654e+11 
+1.9500000000000000e+01 -3.5874954162337116e-03 +1.4417690150982855e+01 +6.3051919602621729e+11 
+1.9600000000000001e+01 -3.5814132803474166e-03 +1.4381998409412978e+01 +6.3021617741656189e+11 
+1.9700000000000003e+01 -3.5752360167910402e-03 +1.4345548138920336e+01 +6.3003312366032947e+11 
+1.9800000000000001e+01 -3.5689609564066643e-03 +1.4308372146517039e+01 +6.3003839470883826e+11 
+1.9900000000000002e+01 -3.5625854300363603e-03 +1.4270503239215177e+01 +6.3030035051338342e+11 
+2.0000000000000000e+01 -3.5561067685222019e-03 +1.4231974224026747e+01 +6.3088735102529626e+11 
+2.0100000000000001e+01 -3.5495229363346975e-03 +1.4192800610505914e+01 +6.3184431366243054e+11 
+2.0200000000000003e+01 -3.5428344324580628e-03 +1.4152928718374890e+01 +6.3312238570882507e+11 
+2.0300000000000001e+01 -3.5360423895049596e-03 +1.4112287569898172e+01 +6.3464927191501526e+11 
+2.0400000000000002e+01 -3.5291479400880337e-03 +1.4070806187339935e+01 +6.3635267703163257e+11 
+2.0500000000000000e+01 -3.5221522168199467e-03 +1.4028413592964743e+01 +6.3816030580917834e+11 
+2.0600000000000001e+01 -3.5150563523133420e-03 +1.3985038809036709e+01 +6.3999986299830493e+11 
+2.0700000000000003e+01 -3.5078614791808787e-03 +1.3940610857820390e+01 +6.4179905334950354e+11 
+2.0800000000000001e+01 -3.5005687300352132e-03 +1.3895058761580096e+01 +6.4348558161338196e+11 
+2.0900000000000002e+01 -3.4931792374889897e-03 +1.3848311542580072e+01 +6.4498715254053540e+11 
+2.1000000000000000e+01 -3.4856941341548653e-03 +1.3800298223084779e+01 +6.4623147088149133e+11 
+2.1100000000000001e+01 -3.4781142107169153e-03 +1.3750975182294013e+01 +6.4716382396859180e+11 
+2.1200000000000003e+01 -3.4704388901448304e-03 +1.3700408227148126e+01 +6.4779982946154309e+11 
+2.1300000000000001e+01 -3.4626672534797290e-03 +1.3648690521523061e+01 +6.4817268760177246e+11 
+2.1400000000000002e+01 -3.4547983817627363e-03 +1.3595915229294905e+01 +6.4831559863066821e+11 
+2.1500000000000000e+01 -3.4468313560349689e-03 +1.3542175514339634e+01 +6.4826176278963428e+11 
+2.1600000000000001e+01 -3.4387652573375409e-03 +1.3487564540533032e+01 +6.4804438032015002e+11 
+2.1700000000000003e+01 -3.4305991667115667e-03 +1.3432175471751012e+01 +6.4769665146365295e+11 
+2.1800000000000001e+01 -3.4223321651981708e-03 +1.3376101471869678e+01 +6.4725177646150562e+11 
+2.1900000000000002e+01 -3.4139633338384650e-03 +1.3319435704764794e+01 +6.4674295555520264e+11 
+2.2000000000000000e+01 -3.4054917536735689e-03 +1.3262271334312336e+01 +6.4620338898615332e+11 
+2.2100000000000001e+01 -3.3969163902597926e-03 +1.3204648926705802e+01 +6.4566302922232458e+11 
+2.2200000000000003e+01 -3.3882357472141884e-03 +1.3146398657408232e+01 +6.4513883763804761e+11 
+2.2300000000000001e+01 -3.3794482126690106e-03 +1.3087298104200295e+01 +6.4464452783419324e+11 
+2.2400000000000002e+01 -3.3705521747565089e-03 +1.3027124844862744e+01 +6.4419381341157019e+11 
+2.2500000000000000e+01 -3.3615460216089251e-03 +1.2965656457176005e+01 +6.4380040797112183e+11 
+2.2600000000000001e+01 -3.3524281413585149e-03 +1.2902670518920912e+01 +6.4347802511364648e+11 
+2.2700000000000003e+01 -3.3431969221375231e-03 +1.2837944607878002e+01 +6.4324037844004102e+11 
+2.2800000000000001e+01 -3.3338507520782037e-03 +1.2771256301827995e+01 +6.4310118155114502e+11 
+2.2900000000000002e+01 -3.3243880193127998e-03 +1.2702383178551411e+01 +6.4307414804785803e+11 
+2.3000000000000000e+01 -3.3148071119735662e-03 +1.2631102815829093e+01 +6.4317299153097827e+11 
+2.3100000000000001e+01 -3.3051078067215657e-03 +1.2557302609426143e+01 +6.4337561992913354e+11 
+2.3200000000000003e+01 -3.2952954343331213e-03 +1.2481309227046406e+01 +6.4351671848163672e+11 
+2.3300000000000001e+01 -3.2853767141133869e-03 +1.2403559154378502e+01 +6.4339516675547974e+11 
+2.3400000000000002e+01 -3.2753583653674975e-03 +1.2324488877110742e+01 +6.4280984431775073e+11 
+2.3500000000000000e+01 -3.2652471074006029e-03 +1.2244534880931665e+01 +6.4155963073545190e+11 
+2.3600000000000001e+01 -3.2550496595178486e-03 +1.2164133651529763e+01 +6.3944340557561694e+11 
+2.3700000000000003e+01 -3.2447727410243746e-03 +1.2083721674593535e+01 +6.3626004840525317e+11 
+2.3800000000000001e+01 -3.2344230712253261e-03 +1.2003735435811363e+01 +6.3180843879142273e+11 
+2.3900000000000002e+01 -3.2240073694258507e-03 +1.1924611420871841e+01 +6.2588745630112549e+11 
+2.4000000000000000e+01 -3.2135323549310887e-03 +1.1846786115463273e+01 +6.1829598050145447e+11 
+2.4100000000000001e+01 -3.2030029359971742e-03 +1.1770567410193161e+01 +6.0889913319497778e+11 
+2.4200000000000003e+01 -3.1924167766841979e-03 +1.1695748815344194e+01 +5.9782700512682739e+11 
+2.4300000000000001e+01 -3.1817697300032242e-03 +1.1621995246117569e+01 +5.8527592927786450e+11 
+2.4400000000000002e+01 -3.1710576489653334e-03 +1.1548971617715049e+01 +5.7144223862874756e+11 
+2.4500000000000000e+01 -3.1602763865816006e-03 +1.1476342845338086e+01 +5.5652226616025745e+11 
+2.4600000000000001e+01 -3.1494217958630928e-03 +1.1403773844188052e+01 +5.4071234485316956e+11 
+2.4700000000000003e+01 -3.1384897298208886e-03 +1.1330929529466532e+01 +5.2420880768822308e+11 
+2.4800000000000001e+01 -3.1274760414660633e-03 +1.1257474816375050e+01 +5.0720798764616748e+11 
+2.4900000000000002e+01 -3.1163765838096895e-03 +1.1183074620115056e+01 +4.8990621770776794e+11 
+2.5000000000000000e+01 -3.1051872098628395e-03 +1.1107393855888018e+01 +4.7249983085378955e+11 
+2.5100000000000001e+01 -3.0939052220930754e-03 +1.1030186592849956e+01 +4.5513849587568298e+11 
+2.5200000000000003e+01 -3.0825337207938727e-03 +1.0951563515974154e+01 +4.3778522480795026e+11 
+2.5300000000000001e+01 -3.0710772557152096e-03 +1.0871724464188622e+01 +4.2035636549574799e+11 
+2.5400000000000002e+01 -3.0595403766070397e-03 +1.0790869276421001e+01 +4.0276826578431049e+11 
+2.5500000000000000e+01 -3.0479276332193409e-03 +1.0709197791599285e+01 +3.8493727351880469e+11 
+2.5600000000000001e+01 -3.0362435753020769e-03 +1.0626909848651371e+01 +3.6677973654437927e+11 
+2.5700000000000003e+01 -3.0244927526052092e-03 +1.0544205286504850e+01 +3.4821200270633093e+11 
+2.5800000000000001e+01 -3.0126797148787104e-03 +1.0461283944087722e+01 +3.2915041984980060e+11 
+2.5900000000000002e+01 -3.0008090118725491e-03 +1.0378345660327948e+01 +3.0951133581992926e+11 
+2.6000000000000000e+01 -2.9888851933366888e-03 +1.0295590274153231e+01 +2.8921109846196423e+11 
