# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+6.0900000000000006e+01 -5.0521946231652014e-04 +5.9030879168829417e-02 +1.5724758682323191e+09 
+6.1000000000000000e+01 -5.0270254298327710e-04 +5.9111876913046056e-02 +1.5460925126326702e+09 
+6.1100000000000001e+01 -5.0020050829617231e-04 +5.9186196565824627e-02 +1.5201817500962288e+09 
+6.1200000000000003e+01 -4.9771325413818337e-04 +5.9254012959651853e-02 +1.4947255176507134e+09 
+6.1300000000000004e+01 -4.9524067848134574e-04 +5.9315500735713587e-02 +1.4697049720551150e+09 
+6.1400000000000006e+01 -4.9278267929769371e-04 +5.9370834535185782e-02 +1.4451012700695395e+09 
+6.1500000000000000e+01 -4.9033915455926329e-04 +5.9420188999256135e-02 +1.4208955684557762e+09 
+6.1600000000000001e+01 -4.8791000223808866e-04 +5.9463738769120082e-02 +1.3970690239657698e+09 
+6.1700000000000003e+01 -4.8549512030620522e-04 +5.9501658485960812e-02 +1.3736027933598089e+09 
+6.1800000000000004e+01 -4.8309440673564792e-04 +5.9534122790950703e-02 +1.3504780334033830e+09 
+6.1900000000000006e+01 -4.8070775949845320e-04 +5.9561306325323950e-02 +1.3276759008371332e+09 
+6.2000000000000000e+01 -4.7833507656665480e-04 +5.9583383730225571e-02 +1.3051775524335947e+09 
+6.2100000000000001e+01 -4.7597626089439297e-04 +5.9600506814189658e-02 +1.2829690442997355e+09 
+6.2200000000000003e+01 -4.7363123536422737e-04 +5.9612736055070566e-02 +1.2610560299644706e+09 
+6.2300000000000004e+01 -4.7129992784082338e-04 +5.9620109098068190e-02 +1.2394490623059800e+09 
+6.2400000000000006e+01 -4.6898226618884500e-04 +5.9622663588367028e-02 +1.2181586942061739e+09 
+6.2500000000000000e+01 -4.6667817827295883e-04 +5.9620437171192642e-02 +1.1971954785363886e+09 
+6.2600000000000001e+01 -4.6438759195782832e-04 +5.9613467491719224e-02 +1.1765699681816576e+09 
+6.2700000000000003e+01 -4.6211043510811935e-04 +5.9601792195164045e-02 +1.1562927160142496e+09 
+6.2800000000000004e+01 -4.5984663558849490e-04 +5.9585448926667679e-02 +1.1363742749329247e+09 
+6.2900000000000006e+01 -4.5759612126362127e-04 +5.9564475331472320e-02 +1.1168251977991855e+09 
+6.3000000000000000e+01 -4.5535881999816404e-04 +5.9538909054774256e-02 +1.0976560374966152e+09 
+6.3100000000000001e+01 -4.5313465581125188e-04 +5.9508801890870412e-02 +1.0788735100710618e+09 
+6.3200000000000003e+01 -4.5092353733987620e-04 +5.9474262230562999e-02 +1.0604689842200191e+09 
+6.3300000000000004e+01 -4.4872536937549490e-04 +5.9435412613793974e-02 +1.0424299917979023e+09 
+6.3400000000000006e+01 -4.4654005670956466e-04 +5.9392375580499250e-02 +1.0247440646608001e+09 
+6.3500000000000000e+01 -4.4436750413354197e-04 +5.9345273670588651e-02 +1.0073987346736915e+09 
+6.3600000000000001e+01 -4.4220761643888362e-04 +5.9294229423987349e-02 +9.9038153369783545e+08 
+6.3700000000000003e+01 -4.4006029841704675e-04 +5.9239365380643054e-02 +9.7367999358303475e+08 
+6.3800000000000004e+01 -4.3792545485948773e-04 +5.9180804080461870e-02 +9.5728164619667149e+08 
+6.3900000000000006e+01 -4.3580299055766302e-04 +5.9118668063362328e-02 +9.4117402340074432e+08 
+6.4000000000000000e+01 -4.3369281030303019e-04 +5.9053079869289045e-02 +9.2534465704839170e+08 
+6.4100000000000009e+01 -4.3159481961195316e-04 +5.8984155100401565e-02 +9.0978231157032740e+08 
+6.4200000000000003e+01 -4.2950892690042186e-04 +5.8911981607683676e-02 +8.9448068172162926e+08 
+6.4299999999999997e+01 -4.2743504130933441e-04 +5.8836640304379767e-02 +8.7943469481788874e+08 
+6.4400000000000006e+01 -4.2537307197958868e-04 +5.8758212103741339e-02 +8.6463927817494047e+08 
+6.4500000000000000e+01 -4.2332292805208246e-04 +5.8676777918984575e-02 +8.5008935911949694e+08 
+6.4600000000000009e+01 -4.2128451866771323e-04 +5.8592418663353754e-02 +8.3577986496720052e+08 
+6.4700000000000003e+01 -4.1925775296737825e-04 +5.8505215250063351e-02 +8.2170572304496658e+08 
+6.4799999999999997e+01 -4.1724254009197604e-04 +5.8415248592373063e-02 +8.0786186066469610e+08 
+6.4900000000000006e+01 -4.1523878918240439e-04 +5.8322599603511598e-02 +7.9424320515073967e+08 
+6.5000000000000000e+01 -4.1324640937956007e-04 +5.8227349196698634e-02 +7.8084468382445729e+08 
+6.5100000000000009e+01 -4.1126531580169026e-04 +5.8129573624638532e-02 +7.6766134195410323e+08 
+6.5200000000000003e+01 -4.0929544747643970e-04 +5.8029330497945814e-02 +7.5468869657189834e+08 
+6.5299999999999997e+01 -4.0733674940880037e-04 +5.7926672766660074e-02 +7.4192238267156696e+08 
+6.5400000000000006e+01 -4.0538916660376575e-04 +5.7821653380851948e-02 +7.2935803523741519e+08 
+6.5500000000000000e+01 -4.0345264406632832e-04 +5.7714325290555618e-02 +7.1699128926576245e+08 
+6.5600000000000009e+01 -4.0152712680148077e-04 +5.7604741445843190e-02 +7.0481777973776197e+08 
+6.5700000000000003e+01 -3.9961255981421688e-04 +5.7492954796779933e-02 +6.9283314164029491e+08 
+6.5799999999999997e+01 -3.9770888810952866e-04 +5.7379018293397706e-02 +6.8103300996896100e+08 
+6.5900000000000006e+01 -3.9581605669241048e-04 +5.7262984885801997e-02 +6.6941301969619465e+08 
+6.6000000000000000e+01 -3.9393401056785407e-04 +5.7144907524015985e-02 +6.5796880582055604e+08 
+6.6100000000000009e+01 -3.9206269193431626e-04 +5.7024837425321162e-02 +6.4669690439751577e+08 
+6.6200000000000003e+01 -3.9020203176411090e-04 +5.6902818875892068e-02 +6.3559745575376987e+08 
+6.6299999999999997e+01 -3.8835195822301314e-04 +5.6778894429096269e-02 +6.2467150128718901e+08 
+6.6400000000000006e+01 -3.8651239947680075e-04 +5.6653106638333027e-02 +6.1392008239508641e+08 
+6.6500000000000000e+01 -3.8468328369125070e-04 +5.6525498056988525e-02 +6.0334424047127783e+08 
+6.6600000000000009e+01 -3.8286453903213838e-04 +5.6396111238428484e-02 +5.9294501691881418e+08 
+6.6700000000000003e+01 -3.8105609366524099e-04 +5.6264988736040321e-02 +5.8272345313335633e+08 
+6.6799999999999997e+01 -3.7925787575633521e-04 +5.6132173103194322e-02 +5.7268059051943552e+08 
+6.6900000000000006e+01 -3.7746981347119819e-04 +5.5997706893315242e-02 +5.6281747045658314e+08 
+6.7000000000000000e+01 -3.7569183497560601e-04 +5.5861632659751942e-02 +5.5313513435473394e+08 
+6.7100000000000009e+01 -3.7392386935623892e-04 +5.5723994029969429e-02 +5.4363331073435342e+08 
+6.7200000000000003e+01 -3.7216584938338940e-04 +5.5584838927673498e-02 +5.3430647662894386e+08 
+6.7299999999999997e+01 -3.7041770874825323e-04 +5.5444216350649812e-02 +5.2514779619508862e+08 
+6.7400000000000006e+01 -3.6867938114202664e-04 +5.5302175296693470e-02 +5.1615043358729309e+08 
+6.7500000000000000e+01 -3.6695080025590538e-04 +5.5158764763579150e-02 +5.0730755296437114e+08 
+6.7600000000000009e+01 -3.6523189978108573e-04 +5.5014033749103852e-02 +4.9861231848112208e+08 
+6.7700000000000003e+01 -3.6352261340876277e-04 +5.4868031251026572e-02 +4.9005789430207741e+08 
+6.7799999999999997e+01 -3.6182287483013350e-04 +5.4720806267158383e-02 +4.8163744457649112e+08 
+6.7900000000000006e+01 -3.6013261773639241e-04 +5.4572407795255240e-02 +4.7334413346973622e+08 
+6.8000000000000000e+01 -3.5845177581873708e-04 +5.4422884833132602e-02 +4.6517112512957627e+08 
+6.8100000000000009e+01 -3.5678028290320673e-04 +5.4272284663040113e-02 +4.5711276130209434e+08 
+6.8200000000000003e+01 -3.5511807335521949e-04 +5.4120647705184141e-02 +4.4916809405325294e+08 
+6.8299999999999997e+01 -3.5346508167503714e-04 +5.3968012664237335e-02 +4.4133735303925407e+08 
+6.8400000000000006e+01 -3.5182124236292231e-04 +5.3814418244911101e-02 +4.3362076790252244e+08 
+6.8500000000000000e+01 -3.5018648991913699e-04 +5.3659903151875785e-02 +4.2601856829853016e+08 
+6.8600000000000009e+01 -3.4856075884394264e-04 +5.3504506089804005e-02 +4.1853098388347930e+08 
+6.8700000000000003e+01 -3.4694398363760171e-04 +5.3348265763386485e-02 +4.1115824430609018e+08 
+6.8799999999999997e+01 -3.4533609880037724e-04 +5.3191220877336021e-02 +4.0390057920812845e+08 
+6.8900000000000006e+01 -3.4373703883253007e-04 +5.3033410136307524e-02 +3.9675821825126052e+08 
+6.9000000000000000e+01 -3.4214673823432343e-04 +5.2874872245002390e-02 +3.8973139108152014e+08 
+6.9100000000000009e+01 -3.4056513602003337e-04 +5.2715641693876318e-02 +3.8282001298862433e+08 
+6.9200000000000003e+01 -3.3899218925999546e-04 +5.2555736116479491e-02 +3.7602274181449705e+08 
+6.9299999999999997e+01 -3.3742785953856007e-04 +5.2395168932149488e-02 +3.6933792103557062e+08 
+6.9400000000000006e+01 -3.3587210844007623e-04 +5.2233953560200851e-02 +3.6276389413385332e+08 
+6.9500000000000000e+01 -3.3432489754889560e-04 +5.2072103419985825e-02 +3.5629900458116472e+08 
+6.9600000000000009e+01 -3.3278618844936756e-04 +5.1909631930829668e-02 +3.4994159585679621e+08 
+6.9700000000000003e+01 -3.3125594272584213e-04 +5.1746552512059195e-02 +3.4369001143990719e+08 
+6.9799999999999997e+01 -3.2973412196266955e-04 +5.1582878583002367e-02 +3.3754259480849129e+08 
+6.9900000000000006e+01 -3.2822068774419883e-04 +5.1418623562974657e-02 +3.3149768944594568e+08 
+7.0000000000000000e+01 -3.2671560165478203e-04 +5.1253800871340016e-02 +3.2555363882028830e+08 
+7.0100000000000009e+01 -3.2521882199702476e-04 +5.1088426257759341e-02 +3.1970895392308873e+08 
+7.0200000000000003e+01 -3.2373029394655833e-04 +5.0922524793240671e-02 +3.1396281579890287e+08 
+7.0299999999999997e+01 -3.2224995939727179e-04 +5.0756123879167885e-02 +3.0831457299256158e+08 
+7.0400000000000006e+01 -3.2077776024305298e-04 +5.0589250916905706e-02 +3.0276357405504960e+08 
+7.0500000000000000e+01 -3.1931363837779106e-04 +5.0421933307830909e-02 +2.9730916753400588e+08 
+7.0600000000000009e+01 -3.1785753569537283e-04 +5.0254198453283952e-02 +2.9195070198658919e+08 
+7.0700000000000003e+01 -3.1640939408968799e-04 +5.0086073754659600e-02 +2.8668752595544058e+08 
+7.0799999999999997e+01 -3.1496915545462407e-04 +4.9917586613317091e-02 +2.8151898799113917e+08 
+7.0900000000000006e+01 -3.1353676168406993e-04 +4.9748764430631066e-02 +2.7644443664356458e+08 
+7.1000000000000000e+01 -3.1211215467191354e-04 +4.9579634607961026e-02 +2.7146322046376228e+08 
+7.1100000000000009e+01 -3.1069527707439987e-04 +4.9410223916436950e-02 +2.6657413637307605e+08 
+7.1200000000000003e+01 -3.0928607459719651e-04 +4.9240556606131636e-02 +2.6177377480044255e+08 
+7.1299999999999997e+01 -3.0788449370832940e-04 +4.9070656296919479e-02 +2.5705817453561771e+08 
+7.1400000000000006e+01 -3.0649048087582286e-04 +4.8900546608646157e-02 +2.5242337437607247e+08 
+7.1500000000000000e+01 -3.0510398256770280e-04 +4.8730251161176102e-02 +2.4786541311267805e+08 
+7.1600000000000009e+01 -3.0372494525199257e-04 +4.8559793574331919e-02 +2.4338032955093458e+08 
+7.1700000000000003e+01 -3.0235331539671850e-04 +4.8389197467998406e-02 +2.3896416247498167e+08 
+7.1799999999999997e+01 -3.0098903946990487e-04 +4.8218486462002851e-02 +2.3461295068929556e+08 
+7.1900000000000006e+01 -2.9963206393957654e-04 +4.8047684176202907e-02 +2.3032273298801184e+08 
+7.2000000000000000e+01 -2.9828233527375893e-04 +4.7876814230462444e-02 +2.2608954816105887e+08 
+7.2100000000000009e+01 -2.9693980301584731e-04 +4.7705897851552374e-02 +2.2191029584169981e+08 
+7.2200000000000003e+01 -2.9560442901072444e-04 +4.7534946694076465e-02 +2.1778531896066532e+08 
+7.2299999999999997e+01 -2.9427617817864388e-04 +4.7363970019572488e-02 +2.1371582127904430e+08 
+7.2400000000000006e+01 -2.9295501543985769e-04 +4.7192977089543321e-02 +2.0970300657227084e+08 
+7.2500000000000000e+01 -2.9164090571461964e-04 +4.7021977165526176e-02 +2.0574807860048094e+08 
+7.2600000000000009e+01 -2.9033381392318334e-04 +4.6850979509060996e-02 +2.0185224112800765e+08 
+7.2700000000000003e+01 -2.8903370498580211e-04 +4.6679993381679323e-02 +1.9801669791710582e+08 
+7.2799999999999997e+01 -2.8774054382272847e-04 +4.6509028044893430e-02 +1.9424265273867783e+08 
+7.2900000000000006e+01 -2.8645429535421635e-04 +4.6338092760253448e-02 +1.9053130935093352e+08 
+7.3000000000000000e+01 -2.8517492450051831e-04 +4.6167196789261677e-02 +1.8688387152836409e+08 
+7.3100000000000009e+01 -2.8390239510909772e-04 +4.5996349665357886e-02 +1.8330114089965627e+08 
+7.3200000000000003e+01 -2.8263666673625221e-04 +4.5825562009417467e-02 +1.7978231061807474e+08 
+7.3299999999999997e+01 -2.8137769786549047e-04 +4.5654844714241943e-02 +1.7632617169531736e+08 
+7.3400000000000006e+01 -2.8012544698031983e-04 +4.5484208672618168e-02 +1.7293151514769462e+08 
+7.3500000000000000e+01 -2.7887987256424850e-04 +4.5313664777319136e-02 +1.6959713199756944e+08 
+7.3600000000000009e+01 -2.7764093310078393e-04 +4.5143223921137079e-02 +1.6632181325866717e+08 
+7.3700000000000003e+01 -2.7640858707343383e-04 +4.4972896996843079e-02 +1.6310434995305672e+08 
+7.3799999999999997e+01 -2.7518279296570645e-04 +4.4802694897230523e-02 +1.5994353309633896e+08 
+7.3900000000000006e+01 -2.7396350926110974e-04 +4.4632628515093323e-02 +1.5683815370204666e+08 
+7.4000000000000000e+01 -2.7275069444315114e-04 +4.4462708743200852e-02 +1.5378700279245144e+08 
+7.4100000000000009e+01 -2.7154430730758869e-04 +4.4292946547578219e-02 +1.5078882836594191e+08 
+7.4200000000000003e+01 -2.7034430789918342e-04 +4.4123353187253099e-02 +1.4784220633025086e+08 
+7.4299999999999997e+01 -2.6915065657494557e-04 +4.3953939994464376e-02 +1.4494566958269110e+08 
+7.4400000000000006e+01 -2.6796331369188575e-04 +4.3784718301478787e-02 +1.4209775101147172e+08 
+7.4500000000000000e+01 -2.6678223960701557e-04 +4.3615699440563559e-02 +1.3929698350577495e+08 
+7.4600000000000009e+01 -2.6560739467734447e-04 +4.3446894743949985e-02 +1.3654189996473849e+08 
+7.4700000000000003e+01 -2.6443873925988462e-04 +4.3278315543923064e-02 +1.3383103327205999e+08 
+7.4799999999999997e+01 -2.6327623371164623e-04 +4.3109973172731464e-02 +1.3116291632095663e+08 
+7.4900000000000006e+01 -2.6211983838963972e-04 +4.2941878962623373e-02 +1.2853608200672381e+08 
+7.5000000000000000e+01 -2.6096951365087645e-04 +4.2774044245865513e-02 +1.2594906321756041e+08 
+7.5100000000000009e+01 -2.5982521945864628e-04 +4.2606480034851853e-02 +1.2340046223178555e+08 
+7.5200000000000003e+01 -2.5868691420135865e-04 +4.2439196062529598e-02 +1.2088915887361060e+08 
+7.5299999999999997e+01 -2.5755455587370157e-04 +4.2272201741979015e-02 +1.1841410235270374e+08 
+7.5400000000000006e+01 -2.5642810247036450e-04 +4.2105506486312762e-02 +1.1597424187111953e+08 
+7.5500000000000000e+01 -2.5530751198603514e-04 +4.1939119708589642e-02 +1.1356852664641345e+08 
+7.5600000000000009e+01 -2.5419274241540209e-04 +4.1773050821906660e-02 +1.1119590588388419e+08 
+7.5700000000000003e+01 -2.5308375175315460e-04 +4.1607309239357682e-02 +1.0885532879217599e+08 
+7.5799999999999997e+01 -2.5198049799398086e-04 +4.1441904374025729e-02 +1.0654574457963911e+08 
+7.5900000000000006e+01 -2.5088293913256952e-04 +4.1276845639004002e-02 +1.0426610245401546e+08 
+7.6000000000000000e+01 -2.4979103316360898e-04 +4.1112142447369417e-02 +1.0201535162782197e+08 
+7.6100000000000009e+01 -2.4870474146461864e-04 +4.0947802574927562e-02 +9.9792812725167513e+07 
+7.6200000000000003e+01 -2.4762403894444104e-04 +4.0783827248319943e-02 +9.7599292047124952e+07 
+7.6299999999999997e+01 -2.4654890389474868e-04 +4.0620216056886684e-02 +9.5435967314702675e+07 
+7.6400000000000006e+01 -2.4547931460721501e-04 +4.0456968589993939e-02 +9.3304016242501840e+07 
+7.6500000000000000e+01 -2.4441524937351326e-04 +4.0294084436996606e-02 +9.1204616546877518e+07 
+7.6600000000000009e+01 -2.4335668648531601e-04 +4.0131563187233057e-02 +8.9138945951514453e+07 
+7.6700000000000003e+01 -2.4230360423429698e-04 +3.9969404430073199e-02 +8.7108182168601006e+07 
+7.6800000000000011e+01 -2.4125598091212822e-04 +3.9807607754845778e-02 +8.5113502923393324e+07 
+7.6900000000000006e+01 -2.4021379481048373e-04 +3.9646172750921631e-02 +8.3156085929468647e+07 
+7.7000000000000000e+01 -2.3917702422103602e-04 +3.9485099007643611e-02 +8.1237108906527564e+07 
+7.7100000000000009e+01 -2.3814564505833356e-04 +3.9324387173740483e-02 +7.9357432699719578e+07 
+7.7200000000000003e+01 -2.3711962372842602e-04 +3.9164042135401249e-02 +7.7516650672312245e+07 
+7.7300000000000011e+01 -2.3609892426023856e-04 +3.9004069838204238e-02 +7.5714039310163170e+07 
+7.7400000000000006e+01 -2.3508351068269630e-04 +3.8844476227714732e-02 +7.3948875103570357e+07 
+7.7500000000000000e+01 -2.3407334702472407e-04 +3.8685267249498230e-02 +7.2220434541812986e+07 
+7.7600000000000009e+01 -2.3306839731524707e-04 +3.8526448849133060e-02 +7.0527994110748664e+07 
+7.7700000000000003e+01 -2.3206862558319052e-04 +3.8368026972183368e-02 +6.8870830300305381e+07 
+7.7800000000000011e+01 -2.3107399585747904e-04 +3.8210007564213909e-02 +6.7248219601338729e+07 
+7.7900000000000006e+01 -2.3008447216703786e-04 +3.8052396570796398e-02 +6.5659438500441328e+07 
+7.8000000000000000e+01 -2.2910001854079223e-04 +3.7895199937504294e-02 +6.4103763485508524e+07 
+7.8100000000000009e+01 -2.2812059960030287e-04 +3.7738423751159017e-02 +6.2580182833942927e+07 
+7.8200000000000003e+01 -2.2714618233767416e-04 +3.7582074663630109e-02 +6.1086531960479788e+07 
+7.8300000000000011e+01 -2.2617673433764630e-04 +3.7426159468033932e-02 +5.9620358072980881e+07 
+7.8400000000000006e+01 -2.2521222318495980e-04 +3.7270684957498142e-02 +5.8179208373559766e+07 
+7.8500000000000000e+01 -2.2425261646435440e-04 +3.7115657925134639e-02 +5.6760630070078216e+07 
+7.8600000000000009e+01 -2.2329788176057107e-04 +3.6961085164086631e-02 +5.5362170359925546e+07 
+7.8700000000000003e+01 -2.2234798665834909e-04 +3.6806973467446720e-02 +5.3981376458100595e+07 
+7.8800000000000011e+01 -2.2140289874242943e-04 +3.6653329628362673e-02 +5.2615795559493698e+07 
+7.8900000000000006e+01 -2.2046258559755216e-04 +3.6500160439943190e-02 +5.1262974873811707e+07 
+7.9000000000000000e+01 -2.1952701480845724e-04 +3.6347472695311543e-02 +4.9920461604663536e+07 
+7.9100000000000009e+01 -2.1859615552668178e-04 +3.6195271617672851e-02 +4.8586605657421328e+07 
+7.9200000000000003e+01 -2.1766998317095028e-04 +3.6043556150551465e-02 +4.7262967747490689e+07 
+7.9300000000000011e+01 -2.1674847472678190e-04 +3.5892323667515859e-02 +4.5951911302218884e+07 
+7.9400000000000006e+01 -2.1583160717969841e-04 +3.5741571542183270e-02 +4.4655799734065689e+07 
+7.9500000000000000e+01 -2.1491935751521990e-04 +3.5591297148139328e-02 +4.3376996465491898e+07 
+7.9600000000000009e+01 -2.1401170271886677e-04 +3.5441497858975213e-02 +4.2117864917827949e+07 
+7.9700000000000003e+01 -2.1310861977615959e-04 +3.5292171048283597e-02 +4.0880768510756873e+07 
+7.9800000000000011e+01 -2.1221008567261896e-04 +3.5143314089661322e-02 +3.9668070663490266e+07 
+7.9900000000000006e+01 -2.1131607739376571e-04 +3.4994924356705238e-02 +3.8482134795239739e+07 
+8.0000000000000000e+01 -2.1042657192512000e-04 +3.4846999223007193e-02 +3.7325324325774498e+07 
+8.0100000000000009e+01 -2.0954154600946986e-04 +3.4699537014098093e-02 +3.6199312413193613e+07 
+8.0200000000000003e+01 -2.0866097541867172e-04 +3.4552539863253719e-02 +3.5103011164176263e+07 
+8.0300000000000011e+01 -2.0778483568184997e-04 +3.4406010855698131e-02 +3.4034642420203514e+07 
+8.0400000000000006e+01 -2.0691310232812848e-04 +3.4259953076641980e-02 +3.2992428026755847e+07 
+8.0500000000000000e+01 -2.0604575088663160e-04 +3.4114369611313880e-02 +3.1974589822820406e+07 
+8.0600000000000009e+01 -2.0518275688648257e-04 +3.3969263544913114e-02 +3.0979349658120375e+07 
+8.0700000000000003e+01 -2.0432409585680598e-04 +3.3824637962664224e-02 +3.0004929373594448e+07 
+8.0800000000000011e+01 -2.0346974332672546e-04 +3.3680495949783278e-02 +2.9049550812122725e+07 
+8.0900000000000006e+01 -2.0261967482536572e-04 +3.3536840591496808e-02 +2.8111435814912561e+07 
+8.1000000000000000e+01 -2.0177386588185055e-04 +3.3393674973020045e-02 +2.7188806224930219e+07 
+8.1100000000000009e+01 -2.0093229194277846e-04 +3.3251001887037938e-02 +2.6280136437022872e+07 
+8.1200000000000003e+01 -2.0009492812465116e-04 +3.3108822956219086e-02 +2.5384911010429546e+07 
+8.1300000000000011e+01 -1.9926174946144335e-04 +3.2967139510669853e-02 +2.4502867065809920e+07 
+8.1400000000000006e+01 -1.9843273098713173e-04 +3.2825952880535074e-02 +2.3633741712058641e+07 
+8.1500000000000000e+01 -1.9760784773569179e-04 +3.2685264395943610e-02 +2.2777272060848147e+07 
+8.1600000000000009e+01 -1.9678707474109878e-04 +3.2545075387010063e-02 +2.1933195230420224e+07 
+8.1700000000000003e+01 -1.9597038703732944e-04 +3.2405387183884936e-02 +2.1101248327540565e+07 
+8.1800000000000011e+01 -1.9515775965835895e-04 +3.2266201116685184e-02 +2.0281168468702171e+07 
+8.1900000000000006e+01 -1.9434916763816322e-04 +3.2127518515540826e-02 +1.9472692765942443e+07 
+8.2000000000000000e+01 -1.9354458601071812e-04 +3.1989340710579288e-02 +1.8675558334081631e+07 
+8.2100000000000009e+01 -1.9274398958560901e-04 +3.1851668833558278e-02 +1.7889507885440070e+07 
+8.2200000000000003e+01 -1.9194735227485949e-04 +3.1714503222695707e-02 +1.7114306549548540e+07 
+8.2300000000000011e+01 -1.9115464776610274e-04 +3.1577844017834290e-02 +1.6349725058542352e+07 
+8.2400000000000006e+01 -1.9036584974697202e-04 +3.1441691358823992e-02 +1.5595534140750019e+07 
+8.2500000000000000e+01 -1.8958093190510035e-04 +3.1306045385503599e-02 +1.4851504527739126e+07 
+8.2600000000000009e+01 -1.8879986792812094e-04 +3.1170906237721497e-02 +1.4117406949516011e+07 
+8.2700000000000003e+01 -1.8802263150366697e-04 +3.1036274055316292e-02 +1.3393012138656981e+07 
+8.2800000000000011e+01 -1.8724919631937155e-04 +3.0902148978137610e-02 +1.2678090823044483e+07 
+8.2900000000000006e+01 -1.8647953606286811e-04 +3.0768531146026842e-02 +1.1972413735442372e+07 
+8.3000000000000000e+01 -1.8571362442178956e-04 +3.0635420698824911e-02 +1.1275751606693368e+07 
+8.3100000000000009e+01 -1.8495143715813192e-04 +3.0502817411602046e-02 +1.0588013595335063e+07 
+8.3200000000000003e+01 -1.8419295833134146e-04 +3.0370719600271816e-02 +9.9096625912137982e+06 
+8.3300000000000011e+01 -1.8343817407522783e-04 +3.0239125215986380e-02 +9.2412999086114485e+06 
+8.3400000000000006e+01 -1.8268707052359972e-04 +3.0108032209876925e-02 +8.5835268676341195e+06 
+8.3500000000000000e+01 -1.8193963381026669e-04 +2.9977438533089620e-02 +7.9369447842212347e+06 
+8.3600000000000009e+01 -1.8119585006903769e-04 +2.9847342136765844e-02 +7.3021549750979049e+06 
+8.3700000000000003e+01 -1.8045570543372225e-04 +2.9717740972049218e-02 +6.6797587577445181e+06 
+8.3800000000000011e+01 -1.7971918603812908e-04 +2.9588632990073256e-02 +6.0703574517501416e+06 
+8.3900000000000006e+01 -1.7898627801606800e-04 +2.9460016141988832e-02 +5.4745523707934488e+06 
+8.4000000000000000e+01 -1.7825696750134803e-04 +2.9331888378939824e-02 +4.8929448313207589e+06 
+8.4100000000000009e+01 -1.7753123923410855e-04 +2.9204248040086773e-02 +4.3259861168684000e+06 
+8.4200000000000003e+01 -1.7680907237981402e-04 +2.9077095016790889e-02 +3.7735273329721037e+06 
+8.4300000000000011e+01 -1.7609044471025834e-04 +2.8950429588421221e-02 +3.2352695549847041e+06 
+8.4400000000000006e+01 -1.7537533399723608e-04 +2.8824252034357720e-02 +2.7109138545485646e+06 
+8.4500000000000000e+01 -1.7466371801254190e-04 +2.8698562633985639e-02 +2.2001613019678448e+06 
+8.4600000000000009e+01 -1.7395557452796990e-04 +2.8573361666678385e-02 +1.7027129711152457e+06 
+8.4700000000000003e+01 -1.7325088131531479e-04 +2.8448649411823113e-02 +1.2182699310834482e+06 
+8.4800000000000011e+01 -1.7254961614637039e-04 +2.8324426148782337e-02 +7.4653325945055590e+05 
+8.4900000000000006e+01 -1.7185175679293219e-04 +2.8200692156960392e-02 +2.8720402040250535e+05 
+8.5000000000000000e+01 -1.7115728102679381e-04 +2.8077447715719347e-02 -1.6001670917704568e+05 
+8.5100000000000009e+01 -1.7046616693838212e-04 +2.7954693253673269e-02 -5.9564171057351294e+05 
+8.5200000000000003e+01 -1.6977839389265413e-04 +2.7832429796381081e-02 -1.0210391817003080e+06 
+8.5300000000000011e+01 -1.6909394157319868e-04 +2.7710658518625989e-02 -1.4377911708033180e+06 
+8.5400000000000006e+01 -1.6841278966360496e-04 +2.7589380595192059e-02 -1.8474797262348786e+06 
+8.5500000000000000e+01 -1.6773491784746234e-04 +2.7468597200874887e-02 -2.2516869003619333e+06 
+8.5600000000000009e+01 -1.6706030580835953e-04 +2.7348309510455502e-02 -2.6519947406903035e+06 
+8.5700000000000003e+01 -1.6638893322988563e-04 +2.7228518698715631e-02 -3.0499852950603599e+06 
+8.5800000000000011e+01 -1.6572077979562977e-04 +2.7109225940445986e-02 -3.4472406137962593e+06 
+8.5900000000000006e+01 -1.6505582518918139e-04 +2.6990432410438660e-02 -3.8453427478912608e+06 
+8.6000000000000000e+01 -1.6439404909412918e-04 +2.6872139283472200e-02 -4.2458737445673235e+06 
+8.6100000000000009e+01 -1.6373543200640494e-04 +2.6754346815305068e-02 -4.6498066131692026e+06 
+8.6200000000000003e+01 -1.6307995767131023e-04 +2.6637051585564456e-02 -5.0556782010502508e+06 
+8.6300000000000011e+01 -1.6242761064648906e-04 +2.6520249254846123e-02 -5.4614163146756599e+06 
+8.6400000000000006e+01 -1.6177837548958551e-04 +2.6403935483743188e-02 -5.8649487604497923e+06 
+8.6500000000000000e+01 -1.6113223675824341e-04 +2.6288105932842486e-02 -6.2642033408485772e+06 
+8.6600000000000009e+01 -1.6048917901010688e-04 +2.6172756262747027e-02 -6.6571078661237126e+06 
+8.6700000000000003e+01 -1.5984918680282017e-04 +2.6057882134047326e-02 -7.0415901399017759e+06 
+8.6800000000000011e+01 -1.5921224469402724e-04 +2.5943479207344241e-02 -7.4155779717096062e+06 
+8.6900000000000006e+01 -1.5857833724137199e-04 +2.5829543143222781e-02 -7.7769991640586136e+06 
+8.7000000000000000e+01 -1.5794744900249873e-04 +2.5716069602287256e-02 -8.1237815266023595e+06 
