# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=8][T/m^n] 
+4.7700000000000003e+01 -1.0163350815644615e-03 +1.0771952376478084e+00 -2.1882599471064648e+10 
+4.7800000000000004e+01 -1.0105916988660685e-03 +1.0658279440991199e+00 -2.1567293713602947e+10 
+4.7900000000000006e+01 -1.0048853922836154e-03 +1.0545967688729760e+00 -2.1255243184633961e+10 
+4.8000000000000000e+01 -9.9921583667431329e-04 +1.0434987633196235e+00 -2.0945936991614071e+10 
+4.8100000000000001e+01 -9.9358273735544581e-04 +1.0325313739147306e+00 -2.0639010996560791e+10 
+4.8200000000000003e+01 -9.8798592148456751e-04 +1.0216936276352575e+00 -2.0334688079649979e+10 
+4.8300000000000004e+01 -9.8242524667930208e-04 +1.0109849465834972e+00 -2.0033337875598660e+10 
+4.8400000000000006e+01 -9.7690057055727672e-04 +1.0004047528618618e+00 -1.9735330019157127e+10 
+4.8500000000000000e+01 -9.7141175073611459e-04 +9.8995246857261165e-01 -1.9441034145032997e+10 
+4.8600000000000001e+01 -9.6595864483344429e-04 +9.7962751581820173e-01 -1.9150819887993423e+10 
+4.8700000000000003e+01 -9.6054111046688572e-04 +9.6942931670085597e-01 -1.8865056882733543e+10 
+4.8800000000000004e+01 -9.5515900525406782e-04 +9.5935729332301167e-01 -1.8584114764016777e+10 
+4.8900000000000006e+01 -9.4981218681261352e-04 +9.4941086778694228e-01 -1.8308363166549774e+10 
+4.9000000000000000e+01 -9.4450051276014947e-04 +9.3958946219501804e-01 -1.8038171725072441e+10 
+4.9100000000000001e+01 -9.3922381891208624e-04 +9.2989224314491747e-01 -1.7773801339123283e+10 
+4.9200000000000003e+01 -9.3398185387498251e-04 +9.2031735521564306e-01 -1.7515077967425858e+10 
+4.9300000000000004e+01 -9.2877434445318271e-04 +9.1086268748152532e-01 -1.7261718833513184e+10 
+4.9400000000000006e+01 -9.2360101745103164e-04 +9.0152612901689766e-01 -1.7013441160912291e+10 
+4.9500000000000000e+01 -9.1846159967287589e-04 +8.9230556889612489e-01 -1.6769962173161882e+10 
+4.9600000000000001e+01 -9.1335581792305809e-04 +8.8319889619352265e-01 -1.6530999093788982e+10 
+4.9700000000000003e+01 -9.0828339900592440e-04 +8.7420399998345411e-01 -1.6296269146330027e+10 
+4.9800000000000004e+01 -9.0324406972581951e-04 +8.6531876934022856e-01 -1.6065489554305552e+10 
+4.9900000000000006e+01 -8.9823755688708850e-04 +8.5654109333821549e-01 -1.5838377541258640e+10 
+5.0000000000000000e+01 -8.9326358729407615e-04 +8.4786886105173254e-01 -1.5614650330712585e+10 
+5.0100000000000001e+01 -8.8832189031959113e-04 +8.3930008214394780e-01 -1.5394077132778090e+10 
+5.0200000000000003e+01 -8.8341220561029222e-04 +8.3083324863318098e-01 -1.5176635103836632e+10 
+5.0300000000000004e+01 -8.7853427538130385e-04 +8.2246697312656714e-01 -1.4962353386840723e+10 
+5.0400000000000006e+01 -8.7368784184774977e-04 +8.1419986823127755e-01 -1.4751261124757462e+10 
+5.0500000000000000e+01 -8.6887264722475472e-04 +8.0603054655445461e-01 -1.4543387460540327e+10 
+5.0600000000000001e+01 -8.6408843372744095e-04 +7.9795762070326237e-01 -1.4338761537159182e+10 
+5.0700000000000003e+01 -8.5933494357093179e-04 +7.8997970328482336e-01 -1.4137412497561502e+10 
+5.0800000000000004e+01 -8.5461191897035188e-04 +7.8209540690629042e-01 -1.3939369484708067e+10 
+5.0900000000000006e+01 -8.4991910214082507e-04 +7.7430334417484159e-01 -1.3744661641568247e+10 
+5.1000000000000000e+01 -8.4525623529747341e-04 +7.6660212769755864e-01 -1.3553318111077194e+10 
+5.1100000000000001e+01 -8.4062307643458477e-04 +7.5899042727705091e-01 -1.3365338405881676e+10 
+5.1200000000000003e+01 -8.3601944666310095e-04 +7.5146714149759197e-01 -1.3180603517318260e+10 
+5.1300000000000004e+01 -8.3144518287312495e-04 +7.4403122613879591e-01 -1.2998964806367001e+10 
+5.1400000000000006e+01 -8.2690012195476236e-04 +7.3668163698040123e-01 -1.2820273634055645e+10 
+5.1500000000000000e+01 -8.2238410079811747e-04 +7.2941732980203111e-01 -1.2644381361365063e+10 
+5.1600000000000001e+01 -8.1789695629329426e-04 +7.2223726038337532e-01 -1.2471139349305643e+10 
+5.1700000000000003e+01 -8.1343852533039690e-04 +7.1514038450410111e-01 -1.2300398958878208e+10 
+5.1800000000000004e+01 -8.0900864479953099e-04 +7.0812565794389815e-01 -1.2132011551088120e+10 
+5.1900000000000006e+01 -8.0460715159080029e-04 +7.0119203648242479e-01 -1.1965828486933275e+10 
+5.2000000000000000e+01 -8.0023388259430994e-04 +6.9433847589935849e-01 -1.1801701127416771e+10 
+5.2100000000000001e+01 -7.9588866995393447e-04 +6.8756395652494429e-01 -1.1639513014489943e+10 
+5.2200000000000003e+01 -7.9157132682862702e-04 +6.8086755689149714e-01 -1.1479276413825438e+10 
+5.2300000000000004e+01 -7.8728166163111852e-04 +6.7424838008208643e-01 -1.1321035772101891e+10 
+5.2400000000000006e+01 -7.8301948277413309e-04 +6.6770552917961068e-01 -1.1164835535943924e+10 
+5.2500000000000000e+01 -7.7878459867039714e-04 +6.6123810726703613e-01 -1.1010720151999037e+10 
+5.2600000000000001e+01 -7.7457681773263824e-04 +6.5484521742733304e-01 -1.0858734066912773e+10 
+5.2700000000000003e+01 -7.7039594837357986e-04 +6.4852596274342189e-01 -1.0708921727320461e+10 
+5.2800000000000004e+01 -7.6624179900595046e-04 +6.4227944629826295e-01 -1.0561327579861650e+10 
+5.2900000000000006e+01 -7.6211417804247599e-04 +6.3610477117483499e-01 -1.0415996071191132e+10 
+5.3000000000000000e+01 -7.5801289389588295e-04 +6.3000104045608174e-01 -1.0272971647946587e+10 
+5.3100000000000001e+01 -7.5393775565345787e-04 +6.2396737159187310e-01 -1.0132294318860058e+10 
+5.3200000000000003e+01 -7.4988857510073482e-04 +6.1800293949984308e-01 -9.9939863410525360e+09 
+5.3300000000000004e+01 -7.4586516469780592e-04 +6.1210693346447387e-01 -9.8580655337162609e+09 
+5.3400000000000006e+01 -7.4186733690476494e-04 +6.0627854277031212e-01 -9.7245497160599403e+09 
+5.3500000000000000e+01 -7.3789490418170597e-04 +6.0051695670187322e-01 -9.5934567072857876e+09 
+5.3600000000000001e+01 -7.3394767898872081e-04 +5.9482136454365075e-01 -9.4648043265853939e+09 
+5.3700000000000003e+01 -7.3002547378590464e-04 +5.8919095558021817e-01 -9.3386103931803570e+09 
+5.3800000000000004e+01 -7.2612810103334959e-04 +5.8362491909605685e-01 -9.2148927262600784e+09 
+5.3900000000000006e+01 -7.2225537319114985e-04 +5.7812244437570903e-01 -9.0936691450335884e+09 
+5.4000000000000000e+01 -7.1840710271939994e-04 +5.7268272070370974e-01 -8.9749574687063446e+09 
+5.4100000000000001e+01 -7.1458309978680347e-04 +5.6730487976439292e-01 -8.8587352388349419e+09 
+5.4200000000000003e+01 -7.1078316539651993e-04 +5.6198782284158089e-01 -8.7448188864502602e+09 
+5.4300000000000004e+01 -7.0700709826031726e-04 +5.5673039361885346e-01 -8.6329845649227982e+09 
+5.4400000000000006e+01 -7.0325469708996740e-04 +5.5153143577991748e-01 -8.5230084276623077e+09 
+5.4500000000000000e+01 -6.9952576059723840e-04 +5.4638979300832324e-01 -8.4146666280250940e+09 
+5.4600000000000001e+01 -6.9582008749390176e-04 +5.4130430898776138e-01 -8.3077353194130430e+09 
+5.4700000000000003e+01 -6.9213747649172661e-04 +5.3627382740184382e-01 -8.2019906552072783e+09 
+5.4800000000000004e+01 -6.8847772630248208e-04 +5.3129719193418723e-01 -8.0972087887875414e+09 
+5.4900000000000006e+01 -6.8484063563793837e-04 +5.2637324626841819e-01 -7.9931658735346327e+09 
+5.5000000000000000e+01 -6.8122600320986570e-04 +5.2150083408817827e-01 -7.8896380628379469e+09 
+5.5100000000000001e+01 -6.7763364526957873e-04 +5.1667897240132632e-01 -7.7864682358867302e+09 
+5.5200000000000003e+01 -6.7406344822656971e-04 +5.1190737151263377e-01 -7.6837661751042643e+09 
+5.5300000000000004e+01 -6.7051531602987458e-04 +5.0718591505099719e-01 -7.5817083886803484e+09 
+5.5400000000000006e+01 -6.6698915262852873e-04 +5.0251448664538323e-01 -7.4804713848326797e+09 
+5.5500000000000000e+01 -6.6348486197157180e-04 +4.9789296992479548e-01 -7.3802316717879601e+09 
+5.5600000000000001e+01 -6.6000234800803876e-04 +4.9332124851817777e-01 -7.2811657577552099e+09 
+5.5700000000000003e+01 -6.5654151468696564e-04 +4.8879920605447086e-01 -7.1834501509432049e+09 
+5.5800000000000004e+01 -6.5310226595738992e-04 +4.8432672616264349e-01 -7.0872613595668068e+09 
+5.5900000000000006e+01 -6.4968450576834732e-04 +4.7990369247165576e-01 -6.9927758918429012e+09 
+5.6000000000000000e+01 -6.4628813806887574e-04 +4.7552998861046947e-01 -6.9001702559805899e+09 
+5.6100000000000001e+01 -6.4291305494300777e-04 +4.7120538601198242e-01 -6.8095724175735331e+09 
+5.6200000000000003e+01 -6.3955910101476117e-04 +4.6692920732475313e-01 -6.7209161716840353e+09 
+5.6300000000000004e+01 -6.3622610904315487e-04 +4.6270066300135498e-01 -6.6340867707737188e+09 
+5.6400000000000006e+01 -6.3291391178720274e-04 +4.5851896349429433e-01 -6.5489694672866898e+09 
+5.6500000000000000e+01 -6.2962234200592015e-04 +4.5438331925604858e-01 -6.4654495136530209e+09 
+5.6600000000000001e+01 -6.2635123245832389e-04 +4.5029294073917986e-01 -6.3834121623349867e+09 
+5.6700000000000003e+01 -6.2310041590342934e-04 +4.4624703839620095e-01 -6.3027426657736082e+09 
+5.6800000000000004e+01 -6.1986972510025317e-04 +4.4224482267965098e-01 -6.2233262764226418e+09 
+5.6900000000000006e+01 -6.1665899280780999e-04 +4.3828550404202343e-01 -6.1450482467198677e+09 
+5.7000000000000000e+01 -6.1346805178511606e-04 +4.3436829293583562e-01 -6.0677938291097155e+09 
+5.7100000000000001e+01 -6.1029673718291267e-04 +4.3049245188156110e-01 -5.9914722150771446e+09 
+5.7200000000000003e+01 -6.0714489371883852e-04 +4.2665745167130015e-01 -5.9160883522019262e+09 
+5.7300000000000004e+01 -6.0401236850226084e-04 +4.2286281516514390e-01 -5.8416711271111755e+09 
+5.7400000000000006e+01 -6.0089900864254329e-04 +4.1910806522311272e-01 -5.7682494264101915e+09 
+5.7500000000000000e+01 -5.9780466124905135e-04 +4.1539272470527705e-01 -5.6958521367248716e+09 
+5.7600000000000001e+01 -5.9472917343115041e-04 +4.1171631647168588e-01 -5.6245081446656237e+09 
+5.7700000000000003e+01 -5.9167239229820500e-04 +4.0807836338239839e-01 -5.5542463368540468e+09 
+5.7800000000000004e+01 -5.8863416495958103e-04 +4.0447838829746724e-01 -5.4850955999061460e+09 
+5.7900000000000006e+01 -5.8561433852464303e-04 +4.0091591407694993e-01 -5.4170848204401960e+09 
+5.8000000000000000e+01 -5.8261276010275714e-04 +3.9739046358091096e-01 -5.3502428850754433e+09 
+5.8100000000000001e+01 -5.7962928566074453e-04 +3.9390156739290794e-01 -5.2845816276840801e+09 
+5.8200000000000003e+01 -5.7666380659525656e-04 +3.9044878699057400e-01 -5.2200446711702623e+09 
+5.8300000000000004e+01 -5.7371622316040210e-04 +3.8703169157507555e-01 -5.1565585857056055e+09 
+5.8400000000000006e+01 -5.7078643561028872e-04 +3.8364985034755422e-01 -5.0940499414510221e+09 
+5.8500000000000000e+01 -5.6787434419902584e-04 +3.8030283250918379e-01 -5.0324453085779648e+09 
+5.8600000000000001e+01 -5.6497984918072103e-04 +3.7699020726110499e-01 -4.9716712572480764e+09 
+5.8700000000000003e+01 -5.6210285080948155e-04 +3.7371154380445032e-01 -4.9116543576203203e+09 
+5.8800000000000004e+01 -5.5924324933941832e-04 +3.7046641134043101e-01 -4.8523211798792887e+09 
+5.8900000000000006e+01 -5.5640094502463675e-04 +3.6725437907013558e-01 -4.7935982941688623e+09 
+5.9000000000000000e+01 -5.5357583811924843e-04 +3.6407501619478200e-01 -4.7354122706744452e+09 
+5.9100000000000001e+01 -5.5076782660664150e-04 +3.6092791397521129e-01 -4.6777075698016806e+09 
+5.9200000000000003e+01 -5.4797679938733447e-04 +3.5781275191123524e-01 -4.6205002129892368e+09 
+5.9300000000000004e+01 -5.4520264309112826e-04 +3.5472923156235331e-01 -4.5638241119124851e+09 
+5.9400000000000006e+01 -5.4244524434782281e-04 +3.5167705448809627e-01 -4.5077131782581539e+09 
+5.9500000000000000e+01 -5.3970448978721882e-04 +3.4865592224798131e-01 -4.4522013237113466e+09 
+5.9600000000000001e+01 -5.3698026603911592e-04 +3.4566553640151421e-01 -4.3973224599480848e+09 
+5.9700000000000003e+01 -5.3427245973331492e-04 +3.4270559850822790e-01 -4.3431104986572838e+09 
+5.9800000000000004e+01 -5.3158095749961608e-04 +3.3977581012762975e-01 -4.2895993515181274e+09 
+5.9900000000000006e+01 -5.2890564596782012e-04 +3.3687587281925813e-01 -4.2368229302210736e+09 
+6.0000000000000000e+01 -5.2624641176772719e-04 +3.3400548814261483e-01 -4.1848151464437652e+09 
+6.0100000000000001e+01 -5.2360314222444325e-04 +3.3116435955933110e-01 -4.1336069366672869e+09 
+6.0200000000000003e+01 -5.2097572744430479e-04 +3.2835219813953570e-01 -4.0832173365774121e+09 
+6.0300000000000004e+01 -5.1836405822895020e-04 +3.2556871685536937e-01 -4.0336624066275873e+09 
+6.0400000000000006e+01 -5.1576802538002165e-04 +3.2281362867909302e-01 -3.9849582073094611e+09 
+6.0500000000000000e+01 -5.1318751969915992e-04 +3.2008664658289432e-01 -3.9371207990916877e+09 
+6.0600000000000001e+01 -5.1062243198800707e-04 +3.1738748353902391e-01 -3.8901662424598327e+09 
+6.0700000000000003e+01 -5.0807265304820149e-04 +3.1471585251962475e-01 -3.8441105978695736e+09 
+6.0800000000000004e+01 -5.0553807368138590e-04 +3.1207146649694906e-01 -3.7989699258095984e+09 
+6.0900000000000006e+01 -5.0301858468920150e-04 +3.0945403844321778e-01 -3.7547602867572803e+09 
+6.1000000000000000e+01 -5.0051407687328787e-04 +3.0686328133059770e-01 -3.7114977411748667e+09 
+6.1100000000000001e+01 -4.9802443907250374e-04 +3.0429887325006744e-01 -3.6691778387969937e+09 
+6.1200000000000003e+01 -4.9554955227457619e-04 +3.0176035276760882e-01 -3.6277140863864164e+09 
+6.1300000000000004e+01 -4.9308929550444973e-04 +2.9924722356793404e-01 -3.5869994799511881e+09 
+6.1400000000000006e+01 -4.9064354778706747e-04 +2.9675898933574257e-01 -3.5469270154970112e+09 
+6.1500000000000000e+01 -4.8821218814737460e-04 +2.9429515375576393e-01 -3.5073896890378194e+09 
+6.1600000000000001e+01 -4.8579509561031472e-04 +2.9185522051271701e-01 -3.4682804965874262e+09 
+6.1700000000000003e+01 -4.8339214920083129e-04 +2.8943869329130090e-01 -3.4294924341494651e+09 
+6.1800000000000004e+01 -4.8100322794387019e-04 +2.8704507577626914e-01 -3.3909184977476025e+09 
+6.1900000000000006e+01 -4.7862821086437407e-04 +2.8467387165230529e-01 -3.3524516833816605e+09 
+6.2000000000000000e+01 -4.7626697698728782e-04 +2.8232458460414317e-01 -3.3139849870671554e+09 
+6.2100000000000001e+01 -4.7391941640497604e-04 +2.7999680152579054e-01 -3.2754445971806498e+09 
+6.2200000000000003e+01 -4.7158546347948277e-04 +2.7769044214833905e-01 -3.2368894715218120e+09 
+6.2300000000000004e+01 -4.6926506364027465e-04 +2.7540550941221920e-01 -3.1984117602716737e+09 
+6.2400000000000006e+01 -4.6695816231681679e-04 +2.7314200625784002e-01 -3.1601036136058316e+09 
+6.2500000000000000e+01 -4.6466470493857647e-04 +2.7089993562562503e-01 -3.1220571816995196e+09 
+6.2600000000000001e+01 -4.6238463693501708e-04 +2.6867930045595489e-01 -3.0843646147202253e+09 
+6.2700000000000003e+01 -4.6011790373560546e-04 +2.6648010368926017e-01 -3.0471180628459382e+09 
+6.2800000000000004e+01 -4.5786445076980705e-04 +2.6430234826593679e-01 -3.0104096762477956e+09 
+6.2900000000000006e+01 -4.5562422346708724e-04 +2.6214603712639950e-01 -2.9743316051011114e+09 
+6.3000000000000000e+01 -4.5339716725691196e-04 +2.6001117321105149e-01 -2.9389759995768204e+09 
+6.3100000000000001e+01 -4.5118322013225674e-04 +2.5789770406498752e-01 -2.9044104000688214e+09 
+6.3200000000000003e+01 -4.4898229034013849e-04 +2.5580535565201995e-01 -2.8706039078352170e+09 
+6.3300000000000004e+01 -4.4679427869108310e-04 +2.5373379854060507e-01 -2.8375010143407726e+09 
+6.3400000000000006e+01 -4.4461908599561877e-04 +2.5168270329927622e-01 -2.8050462110757608e+09 
+6.3500000000000000e+01 -4.4245661306427039e-04 +2.4965174049645539e-01 -2.7731839894921737e+09 
+6.3600000000000001e+01 -4.4030676070756655e-04 +2.4764058070069161e-01 -2.7418588410860009e+09 
+6.3700000000000003e+01 -4.3816942973603227e-04 +2.4564889448043253e-01 -2.7110152573190889e+09 
+6.3800000000000004e+01 -4.3604452096019541e-04 +2.4367635240417215e-01 -2.6805977296682873e+09 
+6.3900000000000006e+01 -4.3393193519058218e-04 +2.4172262504040118e-01 -2.6505507496082559e+09 
+6.4000000000000000e+01 -4.3183157323772007e-04 +2.3978738295760774e-01 -2.6208188086142230e+09 
+6.4100000000000009e+01 -4.2974333770948576e-04 +2.3787032316272724e-01 -2.5913594058533082e+09 
+6.4200000000000003e+01 -4.2766713840316248e-04 +2.3597124841657294e-01 -2.5621820712857432e+09 
+6.4299999999999997e+01 -4.2560288691338379e-04 +2.3408998791842117e-01 -2.5333093425712757e+09 
+6.4400000000000006e+01 -4.2355049483478309e-04 +2.3222637086753786e-01 -2.5047637573615837e+09 
+6.4500000000000000e+01 -4.2150987376199427e-04 +2.3038022646319628e-01 -2.4765678533160901e+09 
+6.4600000000000009e+01 -4.1948093528965086e-04 +2.2855138390466964e-01 -2.4487441680912170e+09 
+6.4700000000000003e+01 -4.1746359101238673e-04 +2.2673967239123044e-01 -2.4213152393424139e+09 
+6.4799999999999997e+01 -4.1545775252483497e-04 +2.2494492112213124e-01 -2.3943036047197762e+09 
+6.4900000000000006e+01 -4.1346333142163074e-04 +2.2316695929669961e-01 -2.3677318018997593e+09 
+6.5000000000000000e+01 -4.1148023929740582e-04 +2.2140561611414111e-01 -2.3416223685153461e+09 
+6.5100000000000009e+01 -4.0950839231257408e-04 +2.1966071635602699e-01 -2.3159876623482146e+09 
+6.5200000000000003e+01 -4.0754772489067149e-04 +2.1793206713304383e-01 -2.2907993216427832e+09 
+6.5299999999999997e+01 -4.0559817602101120e-04 +2.1621947113812240e-01 -2.2660188047556677e+09 
+6.5400000000000006e+01 -4.0365968469290828e-04 +2.1452273106422498e-01 -2.2416075700470529e+09 
+6.5500000000000000e+01 -4.0173218989567717e-04 +2.1284164960427776e-01 -2.2175270758670659e+09 
+6.5600000000000009e+01 -3.9981563061863254e-04 +2.1117602945125646e-01 -2.1937387805853810e+09 
+6.5700000000000003e+01 -3.9790994585108908e-04 +2.0952567329810129e-01 -2.1702041425576816e+09 
+6.5799999999999997e+01 -3.9601507458236057e-04 +2.0789038383774017e-01 -2.1468846201343379e+09 
+6.5900000000000006e+01 -3.9413095580176236e-04 +2.0626996376314569e-01 -2.1237416716816585e+09 
+6.6000000000000000e+01 -3.9225752849860888e-04 +2.0466421576726443e-01 -2.1007367555590169e+09 
+6.6100000000000009e+01 -3.9039473090814799e-04 +2.0307295771784048e-01 -2.0778412220997562e+09 
+6.6200000000000003e+01 -3.8854249824936551e-04 +2.0149606818191837e-01 -2.0550659895803828e+09 
+6.6299999999999997e+01 -3.8670076498718001e-04 +1.9993344090132906e-01 -2.0324318682515347e+09 
+6.6400000000000006e+01 -3.8486946558651029e-04 +1.9838496961790786e-01 -2.0099596683629580e+09 
+6.6500000000000000e+01 -3.8304853451227665e-04 +1.9685054807352209e-01 -1.9876702001772940e+09 
+6.6600000000000009e+01 -3.8123790622939663e-04 +1.9533007000998298e-01 -1.9655842739375575e+09 
+6.6700000000000003e+01 -3.7943751520279025e-04 +1.9382342916914844e-01 -1.9437226999019291e+09 
+6.6799999999999997e+01 -3.7764729589737599e-04 +1.9233051929284836e-01 -1.9221062883199117e+09 
+6.6900000000000006e+01 -3.7586718277807327e-04 +1.9085123412293989e-01 -1.9007558494511456e+09 
+6.7000000000000000e+01 -3.7409711030980040e-04 +1.8938546740123210e-01 -1.8796921935363748e+09 
+6.7100000000000009e+01 -3.7233701328960269e-04 +1.8793311235697219e-01 -1.8589345462799418e+09 
+6.7200000000000003e+01 -3.7058682784302526e-04 +1.8649406016882533e-01 -1.8384957951223361e+09 
+6.7299999999999997e+01 -3.6884649042773828e-04 +1.8506820150284131e-01 -1.8183872429486284e+09 
+6.7400000000000006e+01 -3.6711593750141298e-04 +1.8365542702508872e-01 -1.7986201926480243e+09 
+6.7500000000000000e+01 -3.6539510552171975e-04 +1.8225562740160856e-01 -1.7792059471032019e+09 
+6.7600000000000009e+01 -3.6368393094632920e-04 +1.8086869329845573e-01 -1.7601558091998391e+09 
+6.7700000000000003e+01 -3.6198235023291245e-04 +1.7949451538169273e-01 -1.7414810818254395e+09 
+6.7799999999999997e+01 -3.6029029983913955e-04 +1.7813298431735769e-01 -1.7231930678619101e+09 
+6.7900000000000006e+01 -3.5860771622268136e-04 +1.7678399077151571e-01 -1.7053030701980109e+09 
+6.8000000000000000e+01 -3.5693453584120880e-04 +1.7544742541021299e-01 -1.6878223917164600e+09 
+6.8100000000000009e+01 -3.5527069331887636e-04 +1.7412315772926737e-01 -1.6707510622621839e+09 
+6.8200000000000003e+01 -3.5361611594577502e-04 +1.7281097254347952e-01 -1.6540440194875369e+09 
+6.8299999999999997e+01 -3.5197072917848079e-04 +1.7151063349745868e-01 -1.6376449280187206e+09 
+6.8400000000000006e+01 -3.5033445847356727e-04 +1.7022190423574540e-01 -1.6214974524593079e+09 
+6.8500000000000000e+01 -3.4870722928761100e-04 +1.6894454840293047e-01 -1.6055452574278359e+09 
+6.8600000000000009e+01 -3.4708896707718641e-04 +1.6767832964359036e-01 -1.5897320075408947e+09 
+6.8700000000000003e+01 -3.4547959729886899e-04 +1.6642301160230338e-01 -1.5740013674146695e+09 
+6.8799999999999997e+01 -3.4387904540923351e-04 +1.6517835792363136e-01 -1.5582970016580863e+09 
+6.8900000000000006e+01 -3.4228723686485492e-04 +1.6394413225214943e-01 -1.5425625748870461e+09 
+6.9000000000000000e+01 -3.4070409712230943e-04 +1.6272009823245676e-01 -1.5267417517235327e+09 
+6.9100000000000009e+01 -3.3912955901573146e-04 +1.6150606302604251e-01 -1.5107959664074337e+09 
+6.9200000000000003e+01 -3.3756358488949543e-04 +1.6030200786208459e-01 -1.4947577316865473e+09 
+6.9299999999999997e+01 -3.3600614446553716e-04 +1.5910795748673143e-01 -1.4786773299518592e+09 
+6.9400000000000006e+01 -3.3445720746579116e-04 +1.5792393664610777e-01 -1.4626050435872593e+09 
+6.9500000000000000e+01 -3.3291674361219265e-04 +1.5674997008633434e-01 -1.4465911549747105e+09 
+6.9600000000000009e+01 -3.3138472262667573e-04 +1.5558608255352827e-01 -1.4306859464962571e+09 
+6.9700000000000003e+01 -3.2986111423117647e-04 +1.5443229879383455e-01 -1.4149397005400264e+09 
+6.9799999999999997e+01 -3.2834588814762919e-04 +1.5328864355336269e-01 -1.3994026994862378e+09 
+6.9900000000000006e+01 -3.2683901409796888e-04 +1.5215514157824561e-01 -1.3841252257196524e+09 
+7.0000000000000000e+01 -3.2534046180413034e-04 +1.5103181761460591e-01 -1.3691575616249509e+09 
+7.0100000000000009e+01 -3.2385019603491897e-04 +1.4991866716437235e-01 -1.3545369875018096e+09 
+7.0200000000000003e+01 -3.2236816174662370e-04 +1.4881556875272400e-01 -1.3402487753312812e+09 
+7.0299999999999997e+01 -3.2089429894240285e-04 +1.4772237166063318e-01 -1.3262651950105309e+09 
+7.0400000000000006e+01 -3.1942854762541563e-04 +1.4663892516908508e-01 -1.3125585164386492e+09 
+7.0500000000000000e+01 -3.1797084779882105e-04 +1.4556507855905057e-01 -1.2991010095096376e+09 
+7.0600000000000009e+01 -3.1652113946577801e-04 +1.4450068111151657e-01 -1.2858649441252635e+09 
+7.0700000000000003e+01 -3.1507936262944536e-04 +1.4344558210745637e-01 -1.2728225901813126e+09 
+7.0799999999999997e+01 -3.1364545729298211e-04 +1.4239963082784943e-01 -1.2599462175747263e+09 
+7.0900000000000006e+01 -3.1221936345954694e-04 +1.4136267655367268e-01 -1.2472080962036631e+09 
+7.1000000000000000e+01 -3.1080102113229934e-04 +1.4033456856590770e-01 -1.2345804959648414e+09 
+7.1100000000000009e+01 -3.0939037164759843e-04 +1.3931517022216611e-01 -1.2220424230746121e+09 
+7.1200000000000003e+01 -3.0798736167460657e-04 +1.3830440118657739e-01 -1.2095998290082912e+09 
+7.1299999999999997e+01 -3.0659193921568655e-04 +1.3730219519991246e-01 -1.1972654015626516e+09 
+7.1400000000000006e+01 -3.0520405227320080e-04 +1.3630848600292356e-01 -1.1850518285254233e+09 
+7.1500000000000000e+01 -3.0382364884951215e-04 +1.3532320733637121e-01 -1.1729717976901963e+09 
+7.1600000000000009e+01 -3.0245067694698345e-04 +1.3434629294103434e-01 -1.1610379968551424e+09 
+7.1700000000000003e+01 -3.0108508456797728e-04 +1.3337767655766114e-01 -1.1492631138085191e+09 
+7.1799999999999997e+01 -2.9972681971485702e-04 +1.3241729192703519e-01 -1.1376598363494918e+09 
+7.1900000000000006e+01 -2.9837583038998440e-04 +1.3146507278989972e-01 -1.1262408522657704e+09 
+7.2000000000000000e+01 -2.9703206459572289e-04 +1.3052095288702897e-01 -1.1150188493544929e+09 
+7.2100000000000009e+01 -2.9569547260333581e-04 +1.2958486114829551e-01 -1.1040017630295300e+09 
+7.2200000000000003e+01 -2.9436601375968768e-04 +1.2865670725995296e-01 -1.0931785191837676e+09 
+7.2299999999999997e+01 -2.9304364968054492e-04 +1.2773639609739734e-01 -1.0825332913406920e+09 
+7.2400000000000006e+01 -2.9172834198167301e-04 +1.2682383253601107e-01 -1.0720502530203236e+09 
+7.2500000000000000e+01 -2.9042005227883794e-04 +1.2591892145116645e-01 -1.0617135777390320e+09 
+7.2600000000000009e+01 -2.8911874218780524e-04 +1.2502156771824419e-01 -1.0515074390165941e+09 
+7.2700000000000003e+01 -2.8782437332434101e-04 +1.2413167621263130e-01 -1.0414160103740226e+09 
+7.2799999999999997e+01 -2.8653690730421054e-04 +1.2324915180969247e-01 -1.0314234653258632e+09 
+7.2900000000000006e+01 -2.8525630574317964e-04 +1.2237389938481738e-01 -1.0215139773944066e+09 
+7.3000000000000000e+01 -2.8398253025701446e-04 +1.2150582381337866e-01 -1.0116717200955563e+09 
+7.3100000000000009e+01 -2.8271554251386370e-04 +1.2064483865167437e-01 -1.0018844484153391e+09 
+7.3200000000000003e+01 -2.8145530439140917e-04 +1.1979089217961376e-01 -9.9215424318219650e+08 
+7.3299999999999997e+01 -2.8020177781971629e-04 +1.1894394135803954e-01 -9.8248676669607151e+08 
+7.3400000000000006e+01 -2.7895492472884931e-04 +1.1810394314776930e-01 -9.7288768124912131e+08 
+7.3500000000000000e+01 -2.7771470704887375e-04 +1.1727085450962629e-01 -9.6336264913317871e+08 
+7.3600000000000009e+01 -2.7648108670985471e-04 +1.1644463240445957e-01 -9.5391733265185666e+08 
+7.3700000000000003e+01 -2.7525402564185675e-04 +1.1562523379307596e-01 -9.4455739409214211e+08 
+7.3799999999999997e+01 -2.7403348577494498e-04 +1.1481261563630615e-01 -9.3528849575065291e+08 
