# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+1.1720000000000000e+02 +5.4338707815180939e-05 -2.6682505591316380e-02 +1.2818868547768070e+08 
+1.1730000000000001e+02 +5.4164370927881440e-05 -2.6559518204726386e-02 +1.2745540579388425e+08 
+1.1740000000000001e+02 +5.3990717440676715e-05 -2.6437177935906778e-02 +1.2672909052382912e+08 
+1.1750000000000000e+02 +5.3817744159868848e-05 -2.6315477742923577e-02 +1.2600843366136631e+08 
+1.1760000000000001e+02 +5.3645447891759663e-05 -2.6194410583837376e-02 +1.2529212919911008e+08 
+1.1770000000000000e+02 +5.3473825442651325e-05 -2.6073969416715938e-02 +1.2457887113221413e+08 
+1.1780000000000001e+02 +5.3302873618845721e-05 -2.5954147199620196e-02 +1.2386735345284155e+08 
+1.1790000000000001e+02 +5.3132589226645020e-05 -2.5834936890617995e-02 +1.2315627015602952e+08 
+1.1800000000000000e+02 +5.2962969072351030e-05 -2.5716331447769924e-02 +1.2244431523439731e+08 
+1.1810000000000001e+02 +5.2794010028066007e-05 -2.5598324898443322e-02 +1.2173051094279632e+08 
+1.1820000000000000e+02 +5.2625709229093062e-05 -2.5480915547220963e-02 +1.2101519258346546e+08 
+1.1830000000000001e+02 +5.2458063876535475e-05 -2.5364102767988204e-02 +1.2029902371980117e+08 
+1.1840000000000001e+02 +5.2291071171496456e-05 -2.5247885934625947e-02 +1.1958266791320272e+08 
+1.1850000000000000e+02 +5.2124728315079372e-05 -2.5132264421021917e-02 +1.1886678872820196e+08 
+1.1860000000000001e+02 +5.1959032508387389e-05 -2.5017237601057729e-02 +1.1815204972639585e+08 
+1.1870000000000000e+02 +5.1793980952523831e-05 -2.4902804848619030e-02 +1.1743911447146468e+08 
+1.1880000000000001e+02 +5.1629570848592005e-05 -2.4788965537590902e-02 +1.1672864652652101e+08 
+1.1890000000000001e+02 +5.1465799397695144e-05 -2.4675719041855847e-02 +1.1602130945388667e+08 
+1.1900000000000000e+02 +5.1302663800936525e-05 -2.4563064735298967e-02 +1.1531776681667927e+08 
+1.1910000000000001e+02 +5.1140161259124281e-05 -2.4451001471960141e-02 +1.1461863704247455e+08 
+1.1920000000000000e+02 +5.0978288971886234e-05 -2.4339526026500413e-02 +1.1392435801580872e+08 
+1.1930000000000001e+02 +5.0817044138554944e-05 -2.4228634653733878e-02 +1.1323532248461668e+08 
+1.1940000000000001e+02 +5.0656423958463101e-05 -2.4118323608477089e-02 +1.1255192319810057e+08 
+1.1950000000000000e+02 +5.0496425630943426e-05 -2.4008589145547980e-02 +1.1187455290550306e+08 
+1.1960000000000001e+02 +5.0337046355328406e-05 -2.3899427519759302e-02 +1.1120360435472360e+08 
+1.1970000000000000e+02 +5.0178283330950843e-05 -2.3790834985930518e-02 +1.1053947029567394e+08 
+1.1980000000000001e+02 +5.0020133757143171e-05 -2.3682807798872156e-02 +1.0988254347525999e+08 
+1.1990000000000001e+02 +4.9862594833238185e-05 -2.3575342213403482e-02 +1.0923321664336820e+08 
+1.2000000000000000e+02 +4.9705663758568562e-05 -2.3468434484341820e-02 +1.0859188254941361e+08 
+1.2010000000000001e+02 +4.9549337758085345e-05 -2.3362080929105602e-02 +1.0795879917712893e+08 
+1.2020000000000000e+02 +4.9393614159213692e-05 -2.3256278115538286e-02 +1.0733368545729576e+08 
+1.2030000000000001e+02 +4.9238490314997207e-05 -2.3151022674088029e-02 +1.0671612555628064e+08 
+1.2040000000000001e+02 +4.9083963578479591e-05 -2.3046311235203874e-02 +1.0610570364079984e+08 
+1.2050000000000000e+02 +4.8930031302704407e-05 -2.2942140429331823e-02 +1.0550200387648997e+08 
+1.2060000000000001e+02 +4.8776690840715318e-05 -2.2838506886922648e-02 +1.0490461043113685e+08 
+1.2070000000000000e+02 +4.8623939545555931e-05 -2.2735407238422687e-02 +1.0431310747014900e+08 
+1.2080000000000001e+02 +4.8471774770269883e-05 -2.2632838114281129e-02 +1.0372707916070394e+08 
+1.2090000000000001e+02 +4.8320193867900884e-05 -2.2530796144946467e-02 +1.0314610966902125e+08 
+1.2100000000000000e+02 +4.8169194191492394e-05 -2.2429277960864209e-02 +1.0256978316111261e+08 
+1.2110000000000001e+02 +4.8018773111121854e-05 -2.2328280069280435e-02 +1.0199764044945255e+08 
+1.2120000000000000e+02 +4.7868928065001317e-05 -2.2227798484622609e-02 +1.0142904892841318e+08 
+1.2130000000000001e+02 +4.7719656508376513e-05 -2.2127829098112405e-02 +1.0086333263737464e+08 
+1.2140000000000001e+02 +4.7570955896493193e-05 -2.2028367800971539e-02 +1.0029981561565626e+08 
+1.2150000000000000e+02 +4.7422823684597031e-05 -2.1929410484421669e-02 +9.9737821902633116e+07 
+1.2160000000000001e+02 +4.7275257327933834e-05 -2.1830953039686365e-02 +9.9176675538212523e+07 
+1.2170000000000000e+02 +4.7128254281749377e-05 -2.1732991357989034e-02 +9.8615700562453881e+07 
+1.2180000000000001e+02 +4.6981812001289351e-05 -2.1635521330550772e-02 +9.8054221014306456e+07 
+1.2190000000000001e+02 +4.6835927941799600e-05 -2.1538538848595419e-02 +9.7491560933885410e+07 
+1.2200000000000000e+02 +4.6690599558525699e-05 -2.1442039803342396e-02 +9.6927044359942347e+07 
+1.2210000000000001e+02 +4.6545824343418304e-05 -2.1346020611398852e-02 +9.6360259400926009e+07 
+1.2220000000000000e+02 +4.6401599935246736e-05 -2.1250479790887455e-02 +9.5791850433439180e+07 
+1.2230000000000001e+02 +4.6257924009485185e-05 -2.1155416385315002e-02 +9.5222725902889639e+07 
+1.2240000000000001e+02 +4.6114794241607771e-05 -2.1060829438186376e-02 +9.4653794254142836e+07 
+1.2250000000000000e+02 +4.5972208307088680e-05 -2.0966717993008241e-02 +9.4085963932469696e+07 
+1.2260000000000001e+02 +4.5830163881402121e-05 -2.0873081093288788e-02 +9.3520143383789971e+07 
+1.2270000000000000e+02 +4.5688658640022134e-05 -2.0779917782529883e-02 +9.2957241051904619e+07 
+1.2280000000000001e+02 +4.5547690258422939e-05 -2.0687227104239616e-02 +9.2398165382535696e+07 
+1.2290000000000001e+02 +4.5407256412078684e-05 -2.0595008101923246e-02 +9.1843824820731103e+07 
+1.2300000000000000e+02 +4.5267354776463617e-05 -2.0503259819089462e-02 +9.1295127812349796e+07 
+1.2310000000000001e+02 +4.5127983036897439e-05 -2.0411981057928033e-02 +9.0752832040792018e+07 
+1.2320000000000000e+02 +4.4989138918083084e-05 -2.0321169655386450e-02 +9.0217092148574993e+07 
+1.2330000000000001e+02 +4.4850820154568919e-05 -2.0230823207093872e-02 +8.9687912015813053e+07 
+1.2340000000000001e+02 +4.4713024480903487e-05 -2.0140939308683499e-02 +8.9165295523958728e+07 
+1.2350000000000000e+02 +4.4575749631635296e-05 -2.0051515555788005e-02 +8.8649246554200917e+07 
+1.2360000000000001e+02 +4.4438993341312807e-05 -1.9962549544038619e-02 +8.8139768987272382e+07 
+1.2370000000000000e+02 +4.4302753344484502e-05 -1.9874038869067061e-02 +8.7636866704133928e+07 
+1.2380000000000001e+02 +4.4167027375698834e-05 -1.9785981126504253e-02 +8.7140543585290194e+07 
+1.2390000000000001e+02 +4.4031813169504442e-05 -1.9698373911985732e-02 +8.6650803513009787e+07 
+1.2400000000000000e+02 +4.3897108460449684e-05 -1.9611214821140338e-02 +8.6167650367249891e+07 
+1.2410000000000001e+02 +4.3762910987409591e-05 -1.9524501115158695e-02 +8.5690961854024678e+07 
+1.2420000000000000e+02 +4.3629218506565325e-05 -1.9438228717459698e-02 +8.5220110977212116e+07 
+1.2430000000000001e+02 +4.3496028778424364e-05 -1.9352393217016095e-02 +8.4754344564303949e+07 
+1.2440000000000001e+02 +4.3363339563494447e-05 -1.9266990202807949e-02 +8.4292909445161641e+07 
+1.2450000000000000e+02 +4.3231148622283188e-05 -1.9182015263810349e-02 +8.3835052448095560e+07 
+1.2460000000000001e+02 +4.3099453715298136e-05 -1.9097463988997625e-02 +8.3380020400901586e+07 
+1.2470000000000000e+02 +4.2968252603046972e-05 -1.9013331967347159e-02 +8.2927060132452741e+07 
+1.2480000000000001e+02 +4.2837543046037252e-05 -1.8929614787834503e-02 +8.2475418471363515e+07 
+1.2490000000000001e+02 +4.2707322804776598e-05 -1.8846308039434698e-02 +8.2024342245690852e+07 
+1.2500000000000000e+02 +4.2577589639772727e-05 -1.8763407311125885e-02 +8.1573078284523204e+07 
+1.2510000000000001e+02 +4.2448341354392334e-05 -1.8680908833008054e-02 +8.1121044438585982e+07 
+1.2520000000000000e+02 +4.2319575923439214e-05 -1.8598811399689427e-02 +8.0668342650023818e+07 
+1.2530000000000001e+02 +4.2191291364576254e-05 -1.8517114446902860e-02 +8.0215245883495212e+07 
+1.2540000000000001e+02 +4.2063485695466451e-05 -1.8435817410382017e-02 +7.9762027103744864e+07 
+1.2550000000000000e+02 +4.1936156933772617e-05 -1.8354919725858294e-02 +7.9308959274957329e+07 
+1.2560000000000001e+02 +4.1809303097157709e-05 -1.8274420829065899e-02 +7.8856315362059787e+07 
+1.2570000000000000e+02 +4.1682922203284682e-05 -1.8194320155738429e-02 +7.8404368329916045e+07 
+1.2580000000000001e+02 +4.1557012269816424e-05 -1.8114617141607937e-02 +7.7953391142720819e+07 
+1.2590000000000001e+02 +4.1431571314415857e-05 -1.8035311222406925e-02 +7.7503656764965326e+07 
+1.2600000000000000e+02 +4.1306597354745923e-05 -1.7956401833870286e-02 +7.7055438161903709e+07 
+1.2610000000000001e+02 +4.1182088409003757e-05 -1.7877888107003182e-02 +7.6609022934269398e+07 
+1.2620000000000000e+02 +4.1058042497523349e-05 -1.7799767953902163e-02 +7.6164757228644177e+07 
+1.2630000000000001e+02 +4.0934457641172914e-05 -1.7722038981937950e-02 +7.5723001828199252e+07 
+1.2640000000000001e+02 +4.0811331860820636e-05 -1.7644698798478572e-02 +7.5284117515500054e+07 
+1.2650000000000000e+02 +4.0688663177334819e-05 -1.7567745010896731e-02 +7.4848465074442670e+07 
+1.2660000000000001e+02 +4.0566449611583564e-05 -1.7491175226560116e-02 +7.4416405287425280e+07 
+1.2670000000000000e+02 +4.0444689184435162e-05 -1.7414987052839583e-02 +7.3988298937763557e+07 
+1.2680000000000001e+02 +4.0323379916757796e-05 -1.7339178097104887e-02 +7.3564506808463961e+07 
+1.2690000000000001e+02 +4.0202519829419668e-05 -1.7263745966725332e-02 +7.3145389682479709e+07 
+1.2700000000000000e+02 +4.0082106943289090e-05 -1.7188688269072411e-02 +7.2731308343197450e+07 
+1.2710000000000001e+02 +3.9962139301690193e-05 -1.7114002740547724e-02 +7.2322538247620359e+07 
+1.2720000000000000e+02 +3.9842615037771752e-05 -1.7039687633697700e-02 +7.1919013553437367e+07 
+1.2730000000000001e+02 +3.9723532307138301e-05 -1.6965741330095034e-02 +7.1520583090405390e+07 
+1.2740000000000001e+02 +3.9604889265394736e-05 -1.6892162211321265e-02 +7.1127095691010967e+07 
+1.2750000000000000e+02 +3.9486684068145656e-05 -1.6818948658951904e-02 +7.0738400186136335e+07 
+1.2760000000000001e+02 +3.9368914870995780e-05 -1.6746099054564010e-02 +7.0354345406645983e+07 
+1.2770000000000000e+02 +3.9251579829549819e-05 -1.6673611779735802e-02 +6.9974780184344649e+07 
+1.2780000000000001e+02 +3.9134677099412510e-05 -1.6601485216043935e-02 +6.9599553350056306e+07 
+1.2790000000000001e+02 +3.9018204836188516e-05 -1.6529717745066130e-02 +6.9228513735342368e+07 
+1.2800000000000000e+02 +3.8902161195482561e-05 -1.6458307748379537e-02 +6.8861510171267584e+07 
+1.2809999999999999e+02 +3.8786544329342062e-05 -1.6387253231437297e-02 +6.8498290422679335e+07 
+1.2820000000000002e+02 +3.8671352375585596e-05 -1.6316550695204966e-02 +6.8138197991565719e+07 
+1.2830000000000001e+02 +3.8556583468474363e-05 -1.6246196264519164e-02 +6.7780475312029809e+07 
+1.2840000000000001e+02 +3.8442235742269668e-05 -1.6176186064221682e-02 +6.7424364819809467e+07 
+1.2850000000000000e+02 +3.8328307331232684e-05 -1.6106516219149596e-02 +6.7069108948995084e+07 
+1.2859999999999999e+02 +3.8214796369624729e-05 -1.6037182854145147e-02 +6.6713950135623582e+07 
+1.2870000000000002e+02 +3.8101700991707016e-05 -1.5968182094046556e-02 +6.6358130814102195e+07 
+1.2880000000000001e+02 +3.7989019331740796e-05 -1.5899510063691745e-02 +6.6000893418924324e+07 
+1.2890000000000001e+02 +3.7876749523987331e-05 -1.5831162887922804e-02 +6.5641480386053368e+07 
+1.2900000000000000e+02 +3.7764889702707937e-05 -1.5763136691579856e-02 +6.5279134150661983e+07 
+1.2909999999999999e+02 +3.7653438048410831e-05 -1.5695428352300256e-02 +6.4913375659201808e+07 
+1.2920000000000002e+02 +3.7542392926592644e-05 -1.5628037758927467e-02 +6.4544839909845382e+07 
+1.2930000000000001e+02 +3.7431752748997244e-05 -1.5560965553109351e-02 +6.4174440414578699e+07 
+1.2940000000000001e+02 +3.7321515927368201e-05 -1.5494212376485196e-02 +6.3803090682255164e+07 
+1.2950000000000000e+02 +3.7211680873449316e-05 -1.5427778870702194e-02 +6.3431704224536367e+07 
+1.2959999999999999e+02 +3.7102245998984202e-05 -1.5361665677400585e-02 +6.3061194550813012e+07 
+1.2970000000000002e+02 +3.6993209715716584e-05 -1.5295873438227116e-02 +6.2692475172761902e+07 
+1.2980000000000001e+02 +3.6884570435390250e-05 -1.5230402794824408e-02 +6.2326459600229956e+07 
+1.2990000000000001e+02 +3.6776326569748838e-05 -1.5165254388836105e-02 +6.1964061343859896e+07 
+1.3000000000000000e+02 +3.6668476530536129e-05 -1.5100428861907093e-02 +6.1606193914436392e+07 
+1.3009999999999999e+02 +3.6561018719092727e-05 -1.5035926365433385e-02 +6.1253588320983574e+07 
+1.3020000000000002e+02 +3.6453951495147149e-05 -1.4971745089823142e-02 +6.0906245567110546e+07 
+1.3030000000000001e+02 +3.6347273208024905e-05 -1.4907882735236747e-02 +6.0563984154663354e+07 
+1.3040000000000001e+02 +3.6240982207051429e-05 -1.4844337001835196e-02 +6.0226622585929021e+07 
+1.3050000000000000e+02 +3.6135076841552224e-05 -1.4781105589780066e-02 +5.9893979363328919e+07 
+1.3059999999999999e+02 +3.6029555460852692e-05 -1.4718186199230749e-02 +5.9565872988534197e+07 
+1.3070000000000002e+02 +3.5924416414278341e-05 -1.4655576530348900e-02 +5.9242121963847101e+07 
+1.3080000000000001e+02 +3.5819658051154743e-05 -1.4593274283297517e-02 +5.8922544792216167e+07 
+1.3090000000000001e+02 +3.5715278720807101e-05 -1.4531277158230389e-02 +5.8606959973383807e+07 
+1.3100000000000000e+02 +3.5611276772561197e-05 -1.4469582855317109e-02 +5.8295186012402169e+07 
+1.3109999999999999e+02 +3.5507650567204204e-05 -1.4408189023671188e-02 +5.7987008113723986e+07 
+1.3120000000000002e+02 +3.5404398511370891e-05 -1.4347093108241378e-02 +5.7682078299218819e+07 
+1.3130000000000001e+02 +3.5301519023158165e-05 -1.4286292502938832e-02 +5.7380015296143241e+07 
+1.3140000000000001e+02 +3.5199010520662669e-05 -1.4225784601668321e-02 +5.7080437829602055e+07 
+1.3150000000000000e+02 +3.5096871421981196e-05 -1.4165566798339989e-02 +5.6782964626674429e+07 
+1.3159999999999999e+02 +3.4995100145210368e-05 -1.4105636486858206e-02 +5.6487214412424602e+07 
+1.3170000000000002e+02 +3.4893695108446883e-05 -1.4045991061130091e-02 +5.6192805912783623e+07 
+1.3180000000000001e+02 +3.4792654729787620e-05 -1.3986627915066040e-02 +5.5899357854795180e+07 
+1.3190000000000001e+02 +3.4691977427329202e-05 -1.3927544442571424e-02 +5.5606488964007594e+07 
+1.3200000000000000e+02 +3.4591661619168368e-05 -1.3868738037554531e-02 +5.5313817966607898e+07 
+1.3209999999999999e+02 +3.4491705751232668e-05 -1.3810206462304037e-02 +5.5021038986106373e+07 
+1.3220000000000002e+02 +3.4392108380773078e-05 -1.3751948952643580e-02 +5.4728147738484606e+07 
+1.3230000000000001e+02 +3.4292868092871495e-05 -1.3693965112779568e-02 +5.4435215337817900e+07 
+1.3240000000000001e+02 +3.4193983472609702e-05 -1.3636254546916927e-02 +5.4142312897390820e+07 
+1.3250000000000000e+02 +3.4095453105069535e-05 -1.3578816859261187e-02 +5.3849511530928932e+07 
+1.3259999999999999e+02 +3.3997275575332776e-05 -1.3521651654016522e-02 +5.3556882351506419e+07 
+1.3270000000000002e+02 +3.3899449468481262e-05 -1.3464758535389549e-02 +5.3264496473221414e+07 
+1.3280000000000001e+02 +3.3801973369596821e-05 -1.3408137107584990e-02 +5.2972425009335674e+07 
+1.3290000000000001e+02 +3.3704845863761332e-05 -1.3351786974810036e-02 +5.2680739074068971e+07 
+1.3300000000000000e+02 +3.3608065536056590e-05 -1.3295707741269000e-02 +5.2389509780642509e+07 
+1.3309999999999999e+02 +3.3511630969570447e-05 -1.3239898793456023e-02 +5.2098845864403032e+07 
+1.3320000000000002e+02 +3.3415540739415041e-05 -1.3184358647021834e-02 +5.1809006548074178e+07 
+1.3330000000000001e+02 +3.3319793418708538e-05 -1.3129085599902890e-02 +5.1520288674997106e+07 
+1.3340000000000001e+02 +3.3224387580569099e-05 -1.3074077950037948e-02 +5.1232989089389913e+07 
+1.3350000000000000e+02 +3.3129321798114957e-05 -1.3019333995367166e-02 +5.0947404636068843e+07 
+1.3359999999999999e+02 +3.3034594644464124e-05 -1.2964852033824453e-02 +5.0663832157528535e+07 
+1.3370000000000002e+02 +3.2940204692734970e-05 -1.2910630363354042e-02 +5.0382568499784037e+07 
+1.3380000000000001e+02 +3.2846150516045540e-05 -1.2856667281889597e-02 +5.0103910505365491e+07 
+1.3390000000000001e+02 +3.2752430687514014e-05 -1.2802961087370258e-02 +4.9828155018597431e+07 
+1.3400000000000000e+02 +3.2659043780258593e-05 -1.2749510077735466e-02 +4.9555598884029970e+07 
+1.3409999999999999e+02 +3.2565988386057763e-05 -1.2696312708914954e-02 +4.9286484496028751e+07 
+1.3420000000000002e+02 +3.2473263171331142e-05 -1.2643368068804678e-02 +4.9020836451516278e+07 
+1.3430000000000001e+02 +3.2380866821158680e-05 -1.2590675403291682e-02 +4.8758624897696950e+07 
+1.3440000000000001e+02 +3.2288798020620363e-05 -1.2538233958264113e-02 +4.8499819982147709e+07 
+1.3450000000000000e+02 +3.2197055454796114e-05 -1.2486042979609610e-02 +4.8244391852204733e+07 
+1.3459999999999999e+02 +3.2105637808765890e-05 -1.2434101713215554e-02 +4.7992310655234613e+07 
+1.3470000000000002e+02 +3.2014543767609691e-05 -1.2382409404971593e-02 +4.7743546539232478e+07 
+1.3480000000000001e+02 +3.1923772016407426e-05 -1.2330965300763445e-02 +4.7498069651068173e+07 
+1.3490000000000001e+02 +3.1833321240239032e-05 -1.2279768646478379e-02 +4.7255850137976497e+07 
+1.3500000000000000e+02 +3.1743190124184561e-05 -1.2228818688007626e-02 +4.7016858148560852e+07 
+1.3509999999999999e+02 +3.1653377348757862e-05 -1.2178114294723999e-02 +4.6780960154071853e+07 
+1.3520000000000002e+02 +3.1563881576208954e-05 -1.2127652829964187e-02 +4.6547607929038994e+07 
+1.3530000000000001e+02 +3.1474701464221802e-05 -1.2077431280548627e-02 +4.6316149571373992e+07 
+1.3540000000000001e+02 +3.1385835670480411e-05 -1.2027446633301769e-02 +4.6085933180308990e+07 
+1.3550000000000000e+02 +3.1297282852668834e-05 -1.1977695875048414e-02 +4.5856306855240904e+07 
+1.3559999999999999e+02 +3.1209041668470946e-05 -1.1928175992607813e-02 +4.5626618693508625e+07 
+1.3570000000000002e+02 +3.1121110775570766e-05 -1.1878883972805895e-02 +4.5396216795135073e+07 
+1.3580000000000001e+02 +3.1033488831652348e-05 -1.1829816802464897e-02 +4.5164449258358896e+07 
+1.3590000000000001e+02 +3.0946174494399586e-05 -1.1780971468407135e-02 +4.4930664181920558e+07 
+1.3600000000000000e+02 +3.0859166421496508e-05 -1.1732344957456394e-02 +4.4694209664727822e+07 
+1.3609999999999999e+02 +3.0772463303718608e-05 -1.1683934879732369e-02 +4.4454657161689401e+07 
+1.3620000000000002e+02 +3.0686063964207348e-05 -1.1635741338540498e-02 +4.4212471551112197e+07 
+1.3630000000000001e+02 +3.0599967259195837e-05 -1.1587765060485762e-02 +4.3968341068584017e+07 
+1.3640000000000001e+02 +3.0514172044916893e-05 -1.1540006772166588e-02 +4.3722953947462305e+07 
+1.3650000000000000e+02 +3.0428677177603737e-05 -1.1492467200191191e-02 +4.3476998424128152e+07 
+1.3659999999999999e+02 +3.0343481513489130e-05 -1.1445147071156462e-02 +4.3231162731581658e+07 
+1.3670000000000002e+02 +3.0258583908806215e-05 -1.1398047111669495e-02 +4.2986135105894700e+07 
+1.3680000000000001e+02 +3.0173983219787977e-05 -1.1351168048331483e-02 +4.2742603781294048e+07 
+1.3690000000000001e+02 +3.0089678302667414e-05 -1.1304510607745453e-02 +4.2501256992584355e+07 
+1.3700000000000000e+02 +3.0005668013677521e-05 -1.1258075516514199e-02 +4.2262782974610813e+07 
+1.3709999999999999e+02 +2.9921951202018813e-05 -1.1211863146126991e-02 +4.2027747867249899e+07 
+1.3720000000000002e+02 +2.9838526688761717e-05 -1.1165872447616181e-02 +4.1796229431147009e+07 
+1.3730000000000001e+02 +2.9755393287944335e-05 -1.1120102016902372e-02 +4.1568183332485713e+07 
+1.3740000000000001e+02 +2.9672549813604563e-05 -1.1074550449903554e-02 +4.1343565236732319e+07 
+1.3750000000000000e+02 +2.9589995079780569e-05 -1.1029216342543316e-02 +4.1122330811279349e+07 
+1.3759999999999999e+02 +2.9507727900510175e-05 -1.0984098290736915e-02 +4.0904435720657900e+07 
+1.3770000000000002e+02 +2.9425747089831493e-05 -1.0939194890406598e-02 +4.0689835631616727e+07 
+1.3780000000000001e+02 +2.9344051461782470e-05 -1.0894504737470501e-02 +4.0478486209880672e+07 
+1.3790000000000001e+02 +2.9262639830401161e-05 -1.0850026427849269e-02 +4.0270343121580064e+07 
+1.3800000000000000e+02 +2.9181511009725546e-05 -1.0805758557462583e-02 +4.0065362032802187e+07 
+1.3809999999999999e+02 +2.9100663820220095e-05 -1.0761699616092467e-02 +3.9863436686450720e+07 
+1.3820000000000002e+02 +2.9020097108055348e-05 -1.0717847668975624e-02 +3.9664213134109326e+07 
+1.3830000000000001e+02 +2.8939809725828318e-05 -1.0674200675210835e-02 +3.9467275504279464e+07 
+1.3840000000000001e+02 +2.8859800526135973e-05 -1.0630756593896281e-02 +3.9272207925138213e+07 
+1.3850000000000000e+02 +2.8780068361575355e-05 -1.0587513384132883e-02 +3.9078594525987908e+07 
+1.3859999999999999e+02 +2.8700612084743417e-05 -1.0544469005017277e-02 +3.8886019434336528e+07 
+1.3870000000000002e+02 +2.8621430548237202e-05 -1.0501621415650406e-02 +3.8694066779423058e+07 
+1.3880000000000001e+02 +2.8542522604653711e-05 -1.0458968575130666e-02 +3.8502320689639986e+07 
+1.3890000000000001e+02 +2.8463887106589960e-05 -1.0416508442557487e-02 +3.8310365293496393e+07 
+1.3900000000000000e+02 +2.8385522906642926e-05 -1.0374238977029191e-02 +3.8117784719313793e+07 
+1.3909999999999999e+02 +2.8307428878397208e-05 -1.0332158457071978e-02 +3.7924268223872706e+07 
+1.3920000000000002e+02 +2.8229603979387632e-05 -1.0290266438917860e-02 +3.7729925576018058e+07 
+1.3930000000000001e+02 +2.8152047188136751e-05 -1.0248562798227848e-02 +3.7534971673368044e+07 
+1.3940000000000001e+02 +2.8074757483166966e-05 -1.0207047410660822e-02 +3.7339621413049169e+07 
+1.3950000000000000e+02 +2.7997733843000781e-05 -1.0165720151876141e-02 +3.7144089691997856e+07 
+1.3959999999999999e+02 +2.7920975246160670e-05 -1.0124580897534726e-02 +3.6948591407941282e+07 
+1.3970000000000002e+02 +2.7844480671169022e-05 -1.0083629523294594e-02 +3.6753341457666337e+07 
+1.3980000000000001e+02 +2.7768249096548393e-05 -1.0042865904816744e-02 +3.6558554738786153e+07 
+1.3990000000000001e+02 +2.7692279500821195e-05 -1.0002289917759359e-02 +3.6364446147976093e+07 
+1.4000000000000000e+02 +2.7616570862509927e-05 -9.9619014377841566e-03 +3.6171230583308034e+07 
+1.4009999999999999e+02 +2.7541122158120492e-05 -9.9217001682263863e-03 +3.5979092199522190e+07 
+1.4020000000000002e+02 +2.7465932356092619e-05 -9.8816851231302658e-03 +3.5788092183760099e+07 
+1.4030000000000001e+02 +2.7391000422849695e-05 -9.8418551442216746e-03 +3.5598260983052991e+07 
+1.4040000000000001e+02 +2.7316325324814838e-05 -9.8022090732199883e-03 +3.5409629041955896e+07 
+1.4050000000000000e+02 +2.7241906028411434e-05 -9.7627457518507169e-03 +3.5222226807207286e+07 
+1.4059999999999999e+02 +2.7167741500062641e-05 -9.7234640218345283e-03 +3.5036084723945141e+07 
+1.4070000000000002e+02 +2.7093830706191741e-05 -9.6843627248951267e-03 +3.4851233238270514e+07 
+1.4080000000000001e+02 +2.7020172613221966e-05 -9.6454407027534578e-03 +3.4667702795413882e+07 
+1.4090000000000001e+02 +2.6946766187576630e-05 -9.6066967971342402e-03 +3.4485523841775365e+07 
+1.4100000000000000e+02 +2.6873610395678939e-05 -9.5681298497589037e-03 +3.4304726822703302e+07 
+1.4109999999999999e+02 +2.6800704217416502e-05 -9.5297388257140018e-03 +3.4125357238437913e+07 
+1.4120000000000002e+02 +2.6728046686534469e-05 -9.4915231835441798e-03 +3.3947520807464033e+07 
+1.4130000000000001e+02 +2.6655636850242343e-05 -9.4534825051569380e-03 +3.3771338302405663e+07 
+1.4140000000000001e+02 +2.6583473755749582e-05 -9.4156163724602154e-03 +3.3596930496064208e+07 
+1.4150000000000000e+02 +2.6511556450265725e-05 -9.3779243673624037e-03 +3.3424418161224611e+07 
+1.4159999999999999e+02 +2.6439883981000218e-05 -9.3404060717709007e-03 +3.3253922070500724e+07 
+1.4170000000000002e+02 +2.6368455395162605e-05 -9.3030610675952120e-03 +3.3085562997179314e+07 
+1.4180000000000001e+02 +2.6297269739962319e-05 -9.2658889367409330e-03 +3.2919461713236824e+07 
+1.4190000000000001e+02 +2.6226326062608909e-05 -9.2288892611176506e-03 +3.2755738991842158e+07 
+1.4200000000000000e+02 +2.6155623410311827e-05 -9.1920616226329535e-03 +3.2594515605818275e+07 
+1.4209999999999999e+02 +2.6085160825985279e-05 -9.1554053200406244e-03 +3.2435811307134133e+07 
+1.4220000000000002e+02 +2.6014937335362297e-05 -9.1189185194765748e-03 +3.2279241764298398e+07 
+1.4230000000000001e+02 +2.5944951959880676e-05 -9.0825991039235523e-03 +3.2124321625661444e+07 
+1.4240000000000001e+02 +2.5875203720978115e-05 -9.0464449563626582e-03 +3.1970565538893152e+07 
+1.4250000000000000e+02 +2.5805691640092323e-05 -9.0104539597745392e-03 +3.1817488151487250e+07 
+1.4259999999999999e+02 +2.5736414738661090e-05 -8.9746239971434782e-03 +3.1664604112339035e+07 
+1.4270000000000002e+02 +2.5667372038122169e-05 -8.9389529514506457e-03 +3.1511428069000524e+07 
+1.4280000000000001e+02 +2.5598562559913269e-05 -8.9034387056770581e-03 +3.1357474669254381e+07 
+1.4290000000000001e+02 +2.5529985325472176e-05 -8.8680791428059208e-03 +3.1202258561442114e+07 
+1.4300000000000000e+02 +2.5461639356236555e-05 -8.8328721458170931e-03 +3.1045294392905388e+07 
+1.4309999999999999e+02 +2.5393523698283031e-05 -8.7978160382127663e-03 +3.0886250748498268e+07 
+1.4320000000000002e+02 +2.5325637496243147e-05 -8.7629109055622680e-03 +3.0725411956774335e+07 
+1.4330000000000001e+02 +2.5257979919387403e-05 -8.7281572739556449e-03 +3.0563216283368707e+07 
