# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=8][T/m^n] 
+1.2540000000000001e+02 +3.9616889270395116e-05 -1.5212357365412342e-02 +4.9441254789945550e+07 
+1.2550000000000000e+02 +3.9497679071310337e-05 -1.5149942755183231e-02 +4.9232741643064849e+07 
+1.2560000000000001e+02 +3.9378910300168104e-05 -1.5087812228340115e-02 +4.9025605647060379e+07 
+1.2570000000000000e+02 +3.9260579482550412e-05 -1.5025954909033650e-02 +4.8817948351786993e+07 
+1.2580000000000001e+02 +3.9142683144039099e-05 -1.4964359921409959e-02 +4.8607871305604197e+07 
+1.2590000000000001e+02 +3.9025217810216166e-05 -1.4903016389618403e-02 +4.8393476057974011e+07 
+1.2600000000000000e+02 +3.8908180006663554e-05 -1.4841913437808734e-02 +4.8172864158464879e+07 
+1.2610000000000001e+02 +3.8791566791827646e-05 -1.4781043276490108e-02 +4.7944752081996940e+07 
+1.2620000000000000e+02 +3.8675377355613965e-05 -1.4720410461640358e-02 +4.7710316013927311e+07 
+1.2630000000000001e+02 +3.8559611420792225e-05 -1.4660022635592679e-02 +4.7471347063395947e+07 
+1.2640000000000001e+02 +3.8444268710132453e-05 -1.4599887440686438e-02 +4.7229636341595724e+07 
+1.2650000000000000e+02 +3.8329348946404647e-05 -1.4540012519261137e-02 +4.6986974959861457e+07 
+1.2660000000000001e+02 +3.8214851852378659e-05 -1.4480405513653346e-02 +4.6745154028574988e+07 
+1.2670000000000000e+02 +3.8100777150824350e-05 -1.4421074066198095e-02 +4.6505964657454126e+07 
+1.2680000000000001e+02 +3.7987124564511742e-05 -1.4362025819236167e-02 +4.6271197958221458e+07 
+1.2690000000000001e+02 +3.7873893816210798e-05 -1.4303268415105607e-02 +4.6042645041737840e+07 
+1.2700000000000000e+02 +3.7761084628691350e-05 -1.4244809496141063e-02 +4.5822097017614640e+07 
+1.2710000000000001e+02 +3.7648696244164470e-05 -1.4186653820935029e-02 +4.5610761165273994e+07 
+1.2720000000000000e+02 +3.7536725982605210e-05 -1.4128794613070851e-02 +4.5407509429238707e+07 
+1.2730000000000001e+02 +3.7425170683429597e-05 -1.4071222212385420e-02 +4.5210629922613144e+07 
+1.2740000000000001e+02 +3.7314027186053947e-05 -1.4013926958718663e-02 +4.5018410758970536e+07 
+1.2750000000000000e+02 +3.7203292329894235e-05 -1.3956899191904723e-02 +4.4829140050550997e+07 
+1.2760000000000001e+02 +3.7092962954366646e-05 -1.3900129251782451e-02 +4.4641105910869457e+07 
+1.2770000000000000e+02 +3.6983035898887251e-05 -1.3843607478186214e-02 +4.4452596451816261e+07 
+1.2780000000000001e+02 +3.6873508002872235e-05 -1.3787324210955665e-02 +4.4261899787367642e+07 
+1.2790000000000001e+02 +3.6764376105737756e-05 -1.3731269789927603e-02 +4.4067304030126117e+07 
+1.2800000000000000e+02 +3.6655637046899872e-05 -1.3675434554938469e-02 +4.3867097293208726e+07 
+1.2809999999999999e+02 +3.6547288150369133e-05 -1.3619811579989540e-02 +4.3660121555074431e+07 
+1.2820000000000002e+02 +3.6439328678533542e-05 -1.3564404875739339e-02 +4.3447434257972889e+07 
+1.2830000000000001e+02 +3.6331758378375569e-05 -1.3509221187009281e-02 +4.3230646709399380e+07 
+1.2840000000000001e+02 +3.6224576996877744e-05 -1.3454267258625384e-02 +4.3011370218296379e+07 
+1.2850000000000000e+02 +3.6117784281022416e-05 -1.3399549835407936e-02 +4.2791216091847427e+07 
+1.2859999999999999e+02 +3.6011379977792088e-05 -1.3345075662181145e-02 +4.2571795638356306e+07 
+1.2870000000000002e+02 +3.5905363834169067e-05 -1.3290851483765870e-02 +4.2354720165508375e+07 
+1.2880000000000001e+02 +3.5799735597135891e-05 -1.3236884044984288e-02 +4.2141600980629116e+07 
+1.2890000000000001e+02 +3.5694495013675118e-05 -1.3183180090664283e-02 +4.1934049393560730e+07 
+1.2900000000000000e+02 +3.5589641830768981e-05 -1.3129746365622821e-02 +4.1733676710424818e+07 
+1.2909999999999999e+02 +3.5485175358217527e-05 -1.3076587064546012e-02 +4.1541572110965803e+07 
+1.2920000000000002e+02 +3.5381093157090879e-05 -1.3023696181566732e-02 +4.1356736261443429e+07 
+1.2930000000000001e+02 +3.5277392351276503e-05 -1.2971065160672736e-02 +4.1177647697021082e+07 
+1.2940000000000001e+02 +3.5174070064662153e-05 -1.2918685445862180e-02 +4.1002784956643566e+07 
+1.2950000000000000e+02 +3.5071123421135308e-05 -1.2866548481123542e-02 +4.0830626575748004e+07 
+1.2959999999999999e+02 +3.4968549544583458e-05 -1.2814645710446680e-02 +4.0659651090356946e+07 
+1.2970000000000002e+02 +3.4866345558894319e-05 -1.2762968577827853e-02 +4.0488337038578838e+07 
+1.2980000000000001e+02 +3.4764508587955517e-05 -1.2711508527259276e-02 +4.0315162957265027e+07 
+1.2990000000000001e+02 +3.4663035755654537e-05 -1.2660257002731181e-02 +4.0138607382541984e+07 
+1.3000000000000000e+02 +3.4561924185879033e-05 -1.2609205448236972e-02 +3.9957148851451136e+07 
+1.3009999999999999e+02 +3.4461171443105312e-05 -1.2558347719420894e-02 +3.9769755624160372e+07 
+1.3020000000000002e+02 +3.4360776854165120e-05 -1.2507687318547430e-02 +3.9577354857183076e+07 
+1.3030000000000001e+02 +3.4260740186478943e-05 -1.2457230159533221e-02 +3.9381363430493668e+07 
+1.3040000000000001e+02 +3.4161061207467236e-05 -1.2406982156292561e-02 +3.9183198222926028e+07 
+1.3050000000000000e+02 +3.4061739684550533e-05 -1.2356949222744064e-02 +3.8984276115171820e+07 
+1.3059999999999999e+02 +3.3962775385149314e-05 -1.2307137272803267e-02 +3.8786013986518607e+07 
+1.3070000000000002e+02 +3.3864168076684033e-05 -1.2257552220387791e-02 +3.8589828717483170e+07 
+1.3080000000000001e+02 +3.3765917526575258e-05 -1.2208199979413296e-02 +3.8397137187178187e+07 
+1.3090000000000001e+02 +3.3668023502243402e-05 -1.2159086463795474e-02 +3.8209356275347427e+07 
+1.3100000000000000e+02 +3.3570485771109026e-05 -1.2110217587453006e-02 +3.8027902862560898e+07 
+1.3109999999999999e+02 +3.3473303702943270e-05 -1.2061597016424635e-02 +3.7853732786421977e+07 
+1.3120000000000002e+02 +3.3376475076919861e-05 -1.2013219425239361e-02 +3.7685957717267588e+07 
+1.3130000000000001e+02 +3.3279997274563316e-05 -1.1965077240550478e-02 +3.7523228283740349e+07 
+1.3140000000000001e+02 +3.3183867677398108e-05 -1.1917162889012423e-02 +3.7364195115111418e+07 
+1.3150000000000000e+02 +3.3088083666948789e-05 -1.1869468797280649e-02 +3.7207508840831898e+07 
+1.3159999999999999e+02 +3.2992642624739702e-05 -1.1821987392005401e-02 +3.7051820088768855e+07 
+1.3170000000000002e+02 +3.2897541932295291e-05 -1.1774711099839066e-02 +3.6895779487281039e+07 
+1.3180000000000001e+02 +3.2802778971140117e-05 -1.1727632347437641e-02 +3.6738037666313767e+07 
+1.3190000000000001e+02 +3.2708351122798594e-05 -1.1680743561453131e-02 +3.6577245254119359e+07 
+1.3200000000000000e+02 +3.2614255768795225e-05 -1.1634037168539882e-02 +3.6412052879771270e+07 
+1.3209999999999999e+02 +3.2520490691388930e-05 -1.1587507727240544e-02 +3.6241549164500616e+07 
+1.3220000000000002e+02 +3.2427055275776462e-05 -1.1541158323661933e-02 +3.6066574701301694e+07 
+1.3230000000000001e+02 +3.2333949307889191e-05 -1.1494994175801946e-02 +3.5888408076127313e+07 
+1.3240000000000001e+02 +3.2241172573658426e-05 -1.1449020501659621e-02 +3.5708327875249647e+07 
+1.3250000000000000e+02 +3.2148724859015440e-05 -1.1403242519231600e-02 +3.5527612684172913e+07 
+1.3259999999999999e+02 +3.2056605949891540e-05 -1.1357665446515964e-02 +3.5347541088936105e+07 
+1.3270000000000002e+02 +3.1964815632217908e-05 -1.1312294501507596e-02 +3.5169391674349010e+07 
+1.3280000000000001e+02 +3.1873353691925978e-05 -1.1267134902207250e-02 +3.4994443027433984e+07 
+1.3290000000000001e+02 +3.1782219914946972e-05 -1.1222191866611031e-02 +3.4823973733510241e+07 
+1.3300000000000000e+02 +3.1691414087212204e-05 -1.1177470612716713e-02 +3.4659262378396273e+07 
+1.3309999999999999e+02 +3.1600935632725121e-05 -1.1132974366452145e-02 +3.4501170113102093e+07 
+1.3320000000000002e+02 +3.1510782527778180e-05 -1.1088698385476038e-02 +3.4348888352888711e+07 
+1.3330000000000001e+02 +3.1420952386735957e-05 -1.1044635935374277e-02 +3.4201191077199928e+07 
+1.3340000000000001e+02 +3.1331442823963027e-05 -1.1000780281733761e-02 +3.4056852265656956e+07 
+1.3350000000000000e+02 +3.1242251453823973e-05 -1.0957124690142929e-02 +3.3914645898547582e+07 
+1.3359999999999999e+02 +3.1153375890683466e-05 -1.0913662426190438e-02 +3.3773345956190005e+07 
+1.3370000000000002e+02 +3.1064813748906013e-05 -1.0870386755462388e-02 +3.3631726418050826e+07 
+1.3380000000000001e+02 +3.0976562642856198e-05 -1.0827290943544916e-02 +3.3488561263540916e+07 
+1.3390000000000001e+02 +3.0888620186898730e-05 -1.0784368256028302e-02 +3.3342624473528445e+07 
+1.3400000000000000e+02 +3.0800983995398058e-05 -1.0741611958498074e-02 +3.3192690027358368e+07 
+1.3409999999999999e+02 +3.0713652047358878e-05 -1.0699017206615572e-02 +3.3037929219037015e+07 
+1.3420000000000002e+02 +3.0626623780345696e-05 -1.0656586716331332e-02 +3.2879102597432192e+07 
+1.3430000000000001e+02 +3.0539898996563065e-05 -1.0614325093666620e-02 +3.2717368024385117e+07 
+1.3440000000000001e+02 +3.0453477498215570e-05 -1.0572236944647094e-02 +3.2553883363475658e+07 
+1.3450000000000000e+02 +3.0367359087507829e-05 -1.0530326875296654e-02 +3.2389806477277491e+07 
+1.3459999999999999e+02 +3.0281543566644210e-05 -1.0488599491633509e-02 +3.2226295226856284e+07 
+1.3470000000000002e+02 +3.0196030737829474e-05 -1.0447059399687464e-02 +3.2064507476940017e+07 
+1.3480000000000001e+02 +3.0110820403268003e-05 -1.0405711205475851e-02 +3.1905601088247139e+07 
+1.3490000000000001e+02 +3.0025912365164526e-05 -1.0364559515026369e-02 +3.1750733924646441e+07 
+1.3500000000000000e+02 +2.9941306425723469e-05 -1.0323608934359756e-02 +3.1601063848110937e+07 
+1.3509999999999999e+02 +2.9857002057726167e-05 -1.0282862305791908e-02 +3.1457371811957769e+07 
+1.3520000000000002e+02 +2.9772997416261094e-05 -1.0242315416817261e-02 +3.1318931135858975e+07 
+1.3530000000000001e+02 +2.9689290326993332e-05 -1.0201962291216454e-02 +3.1184638228085887e+07 
+1.3540000000000001e+02 +2.9605878615588029e-05 -1.0161796952773524e-02 +3.1053389497974318e+07 
+1.3550000000000000e+02 +2.9522760107710368e-05 -1.0121813425274176e-02 +3.0924081355737012e+07 
+1.3559999999999999e+02 +2.9439932629025484e-05 -1.0082005732501354e-02 +3.0795610210337214e+07 
+1.3570000000000002e+02 +2.9357394005198609e-05 -1.0042367898241835e-02 +3.0666872472043429e+07 
+1.3580000000000001e+02 +2.9275142061894756e-05 -1.0002893946275095e-02 +3.0536764548876073e+07 
+1.3590000000000001e+02 +2.9193174624779216e-05 -9.9635779003888082e-03 +3.0404182851384979e+07 
+1.3600000000000000e+02 +2.9111489519517095e-05 -9.9244137843657581e-03 +3.0268023788644906e+07 
+1.3609999999999999e+02 +2.9030084903523741e-05 -9.8853972921955843e-03 +3.0127539626667645e+07 
+1.3620000000000002e+02 +2.8948960261215654e-05 -9.8465307986917508e-03 +2.9983406057243794e+07 
+1.3630000000000001e+02 +2.8868115408759560e-05 -9.8078183488733463e-03 +2.9836654628966648e+07 
+1.3640000000000001e+02 +2.8787550162322113e-05 -9.7692639877586581e-03 +2.9688316889966961e+07 
+1.3650000000000000e+02 +2.8707264338070026e-05 -9.7308717603665322e-03 +2.9539424388683420e+07 
+1.3659999999999999e+02 +2.8627257752170030e-05 -9.6926457117172907e-03 +2.9391008674035005e+07 
+1.3670000000000002e+02 +2.8547530220788719e-05 -9.6545898868269728e-03 +2.9244101293338902e+07 
+1.3680000000000001e+02 +2.8468081560092880e-05 -9.6167083307159614e-03 +2.9099733795581251e+07 
+1.3690000000000001e+02 +2.8388911586249204e-05 -9.5790050884037598e-03 +2.8958937729400963e+07 
+1.3700000000000000e+02 +2.8310020115424387e-05 -9.5414842049084091e-03 +2.8822744642774194e+07 
+1.3709999999999999e+02 +2.8231406664071627e-05 -9.5041481728842681e-03 +2.8691853669651382e+07 
+1.3720000000000002e+02 +2.8153069549790541e-05 -9.4669932755343696e-03 +2.8565634287127398e+07 
+1.3730000000000001e+02 +2.8075006790467200e-05 -9.4300142436945286e-03 +2.8443123556877445e+07 
+1.3740000000000001e+02 +2.7997216403987666e-05 -9.3932058082019463e-03 +2.8323358541168518e+07 
+1.3750000000000000e+02 +2.7919696408238041e-05 -9.3565626998941380e-03 +2.8205376302303102e+07 
+1.3759999999999999e+02 +2.7842444821104425e-05 -9.3200796496075728e-03 +2.8088213901966531e+07 
+1.3770000000000002e+02 +2.7765459660472926e-05 -9.2837513881817851e-03 +2.7970908403433267e+07 
+1.3780000000000001e+02 +2.7688738944229570e-05 -9.2475726464504877e-03 +2.7852496867521852e+07 
+1.3790000000000001e+02 +2.7612280690260544e-05 -9.2115381552538931e-03 +2.7732016357334394e+07 
+1.3800000000000000e+02 +2.7536082916451901e-05 -9.1756426454283786e-03 +2.7608503934856568e+07 
+1.3809999999999999e+02 +2.7460143942357865e-05 -9.1398823118239905e-03 +2.7481305124766372e+07 
+1.3820000000000002e+02 +2.7384463294205287e-05 -9.1042592053434176e-03 +2.7350999301648106e+07 
+1.3830000000000001e+02 +2.7309040799889318e-05 -9.0687768409062047e-03 +2.7218474304314282e+07 
+1.3840000000000001e+02 +2.7233876287304876e-05 -9.0334387334263990e-03 +2.7084617969467469e+07 
+1.3850000000000000e+02 +2.7158969584347096e-05 -8.9982483978229347e-03 +2.6950318135354988e+07 
+1.3859999999999999e+02 +2.7084320518910888e-05 -8.9632093490106188e-03 +2.6816462639200248e+07 
+1.3870000000000002e+02 +2.7009928918891496e-05 -8.9283251019102554e-03 +2.6683939319768868e+07 
+1.3880000000000001e+02 +2.6935794612183685e-05 -8.8935991714326514e-03 +2.6553636012968861e+07 
+1.3890000000000001e+02 +2.6861917426682670e-05 -8.8590350724989681e-03 +2.6426440557854779e+07 
+1.3900000000000000e+02 +2.6788297190283496e-05 -8.8246363200263564e-03 +2.6303240792160720e+07 
+1.3909999999999999e+02 +2.6714933458265256e-05 -8.7904050686308834e-03 +2.6184636054855589e+07 
+1.3920000000000002e+02 +2.6641824695443417e-05 -8.7563380317335938e-03 +2.6070071692814115e+07 
+1.3930000000000001e+02 +2.6568969094017751e-05 -8.7224305624582048e-03 +2.5958704555182438e+07 
+1.3940000000000001e+02 +2.6496364846187809e-05 -8.6886780139257998e-03 +2.5849691490380563e+07 
+1.3950000000000000e+02 +2.6424010144153194e-05 -8.6550757392572022e-03 +2.5742189346734732e+07 
+1.3959999999999999e+02 +2.6351903180113678e-05 -8.6216190915789099e-03 +2.5635354974388395e+07 
+1.3970000000000002e+02 +2.6280042146268781e-05 -8.5883034240094389e-03 +2.5528345220789589e+07 
+1.3980000000000001e+02 +2.6208425234818207e-05 -8.5551240896723346e-03 +2.5420316935003355e+07 
+1.3990000000000001e+02 +2.6137050637961513e-05 -8.5220764416881964e-03 +2.5310426965520661e+07 
+1.4000000000000000e+02 +2.6065916547898496e-05 -8.4891558331830954e-03 +2.5197832162123807e+07 
+1.4009999999999999e+02 +2.5995021431284076e-05 -8.4563589057364413e-03 +2.5081962239966791e+07 
+1.4020000000000002e+02 +2.5924364852595287e-05 -8.4236874547783582e-03 +2.4963338385941174e+07 
+1.4030000000000001e+02 +2.5853946650764432e-05 -8.3911445641956448e-03 +2.4842754653490018e+07 
+1.4040000000000001e+02 +2.5783766664723914e-05 -8.3587333178776549e-03 +2.4721005096525270e+07 
+1.4050000000000000e+02 +2.5713824733406100e-05 -8.3264567997132707e-03 +2.4598883769033648e+07 
+1.4059999999999999e+02 +2.5644120695743409e-05 -8.2943180935912218e-03 +2.4477184724548187e+07 
+1.4070000000000002e+02 +2.5574654390668223e-05 -8.2623202834019999e-03 +2.4356702017794400e+07 
+1.4080000000000001e+02 +2.5505425657112843e-05 -8.2304664530310854e-03 +2.4238229701506972e+07 
+1.4090000000000001e+02 +2.5436434334009681e-05 -8.1987596863692305e-03 +2.4122561830190919e+07 
+1.4100000000000000e+02 +2.5367680260291141e-05 -8.1672030673047100e-03 +2.4010492457390681e+07 
+1.4109999999999999e+02 +2.5299163026753514e-05 -8.1357984801914782e-03 +2.3902557685080457e+07 
+1.4120000000000002e+02 +2.5230881231648777e-05 -8.1045430112424242e-03 +2.3798261806911930e+07 
+1.4130000000000001e+02 +2.5162833225092906e-05 -8.0734325471357605e-03 +2.3696851164488789e+07 
+1.4140000000000001e+02 +2.5095017357201776e-05 -8.0424629745485983e-03 +2.3597572099232227e+07 
+1.4150000000000000e+02 +2.5027431978091430e-05 -8.0116301801615997e-03 +2.3499670953581046e+07 
+1.4159999999999999e+02 +2.4960075437877728e-05 -7.9809300506511003e-03 +2.3402394068619359e+07 
+1.4170000000000002e+02 +2.4892946086676576e-05 -7.9503584726954013e-03 +2.3304987786148541e+07 
+1.4180000000000001e+02 +2.4826042274604064e-05 -7.9199113329747606e-03 +2.3206698448375478e+07 
+1.4190000000000001e+02 +2.4759362351775932e-05 -7.8895845181639387e-03 +2.3106772396085221e+07 
+1.4200000000000000e+02 +2.4692904668308256e-05 -7.8593739149441112e-03 +2.3004455971773595e+07 
+1.4209999999999999e+02 +2.4626667824075927e-05 -7.8292765453084352e-03 +2.2899238887609933e+07 
+1.4220000000000002e+02 +2.4560651417989980e-05 -7.7992939725212759e-03 +2.2791584341419868e+07 
+1.4230000000000001e+02 +2.4494855298720465e-05 -7.7694288951612846e-03 +2.2682198901082732e+07 
+1.4240000000000001e+02 +2.4429279314937430e-05 -7.7396840118087789e-03 +2.2571789134975869e+07 
+1.4250000000000000e+02 +2.4363923315310903e-05 -7.7100620210443244e-03 +2.2461061611940444e+07 
+1.4259999999999999e+02 +2.4298787148510988e-05 -7.6805656214480470e-03 +2.2350722900145970e+07 
+1.4270000000000002e+02 +2.4233870663207610e-05 -7.6511975115980679e-03 +2.2241479567601040e+07 
+1.4280000000000001e+02 +2.4169173708070882e-05 -7.6219603900748445e-03 +2.2134038182633575e+07 
+1.4290000000000001e+02 +2.4104696131770838e-05 -7.5928569554591548e-03 +2.2029105314111348e+07 
+1.4300000000000000e+02 +2.4040437782977516e-05 -7.5638899063302919e-03 +2.1927387530108843e+07 
+1.4309999999999999e+02 +2.3976398284503860e-05 -7.5350608846941752e-03 +2.1829361179264572e+07 
+1.4320000000000002e+02 +2.3912576355734037e-05 -7.5063673062543074e-03 +2.1734581729785405e+07 
+1.4330000000000001e+02 +2.3848970490195181e-05 -7.4778055301407739e-03 +2.1642374430498004e+07 
+1.4340000000000001e+02 +2.3785579181414417e-05 -7.4493719154844042e-03 +2.1552064530279722e+07 
+1.4350000000000000e+02 +2.3722400922918861e-05 -7.4210628214147704e-03 +2.1462977277556773e+07 
+1.4359999999999999e+02 +2.3659434208235561e-05 -7.3928746070614599e-03 +2.1374437921068382e+07 
+1.4370000000000002e+02 +2.3596677530891704e-05 -7.3648036315560536e-03 +2.1285771709900998e+07 
+1.4380000000000001e+02 +2.3534129384414331e-05 -7.3368462540269195e-03 +2.1196303892284408e+07 
+1.4390000000000001e+02 +2.3471788262330557e-05 -7.3089988336044916e-03 +2.1105359717021208e+07 
+1.4400000000000000e+02 +2.3409652658167506e-05 -7.2812577294189187e-03 +2.1012264432851881e+07 
+1.4409999999999999e+02 +2.3347721292786812e-05 -7.2536203020248926e-03 +2.0916561824959781e+07 
+1.4420000000000002e+02 +2.3285993796388107e-05 -7.2260879176742924e-03 +2.0818669824730597e+07 
+1.4430000000000001e+02 +2.3224470026505716e-05 -7.1986629440453104e-03 +2.0719224900346421e+07 
+1.4440000000000001e+02 +2.3163149840673742e-05 -7.1713477488131094e-03 +2.0618863519373484e+07 
+1.4450000000000000e+02 +2.3102033096426563e-05 -7.1441446996586009e-03 +2.0518222150918972e+07 
+1.4459999999999999e+02 +2.3041119651298274e-05 -7.1170561642549942e-03 +2.0417937261645567e+07 
+1.4470000000000002e+02 +2.2980409362823113e-05 -7.0900845102815444e-03 +2.0318645320476711e+07 
+1.4480000000000001e+02 +2.2919902088535366e-05 -7.0632321054148565e-03 +2.0220982794983692e+07 
+1.4490000000000001e+02 +2.2859597685969228e-05 -7.0365013173329114e-03 +2.0125586153666697e+07 
+1.4500000000000000e+02 +2.2799496012658843e-05 -7.0098945137099583e-03 +2.0033091863459595e+07 
+1.4509999999999999e+02 +2.2739596720516837e-05 -6.9834131302528900e-03 +1.9943929213287927e+07 
+1.4520000000000002e+02 +2.2679898638968703e-05 -6.9570548747668491e-03 +1.9857698768651437e+07 
+1.4530000000000001e+02 +2.2620400391818317e-05 -6.9308165230833364e-03 +1.9773793914627448e+07 
+1.4540000000000001e+02 +2.2561100602869513e-05 -6.9046948510356407e-03 +1.9691608037116989e+07 
+1.4550000000000000e+02 +2.2501997895926119e-05 -6.8786866344550538e-03 +1.9610534521172039e+07 
+1.4559999999999999e+02 +2.2443090894792000e-05 -6.8527886491749710e-03 +1.9529966752706293e+07 
+1.4570000000000002e+02 +2.2384378223271029e-05 -6.8269976710285873e-03 +1.9449298117421828e+07 
+1.4580000000000001e+02 +2.2325858505166995e-05 -6.8013104758462241e-03 +1.9367922000171661e+07 
+1.4590000000000001e+02 +2.2267530364283760e-05 -6.7757238394607813e-03 +1.9285231786593240e+07 
+1.4600000000000000e+02 +2.2209392424425241e-05 -6.7502345377071591e-03 +1.9200620863017179e+07 
+1.4609999999999999e+02 +2.2151443516327832e-05 -6.7248402288683047e-03 +1.9113678656124778e+07 
+1.4620000000000002e+02 +2.2093683298458678e-05 -6.6995421010463008e-03 +1.9024778762531050e+07 
+1.4630000000000001e+02 +2.2036111636217659e-05 -6.6743422247986664e-03 +1.8934490821838811e+07 
+1.4640000000000001e+02 +2.1978728395004443e-05 -6.6492426706773935e-03 +1.8843384471566271e+07 
+1.4650000000000000e+02 +2.1921533440218859e-05 -6.6242455092396036e-03 +1.8752029351238936e+07 
+1.4659999999999999e+02 +2.1864526637260696e-05 -6.5993528110404286e-03 +1.8660995099349525e+07 
+1.4670000000000002e+02 +2.1807707851529666e-05 -6.5745666466339534e-03 +1.8570851354461711e+07 
+1.4680000000000001e+02 +2.1751076948425614e-05 -6.5498890865758382e-03 +1.8482167755283639e+07 
+1.4690000000000001e+02 +2.1694633793348315e-05 -6.5253222014217266e-03 +1.8395513940707203e+07 
+1.4700000000000000e+02 +2.1638378251697503e-05 -6.5008680617256159e-03 +1.8311459549099658e+07 
+1.4709999999999999e+02 +2.1582310001691751e-05 -6.4765279178277480e-03 +1.8230388801280681e+07 
+1.4720000000000002e+02 +2.1526427972824260e-05 -6.4522997391932499e-03 +1.8151944241534591e+07 
+1.4730000000000001e+02 +2.1470730907407074e-05 -6.4281806750739650e-03 +1.8075582997054331e+07 
+1.4740000000000001e+02 +2.1415217547752203e-05 -6.4041678747198292e-03 +1.8000762194076072e+07 
+1.4750000000000000e+02 +2.1359886636171539e-05 -6.3802584873794673e-03 +1.7926938958778977e+07 
+1.4759999999999999e+02 +2.1304736914977195e-05 -6.3564496623056332e-03 +1.7853570418335706e+07 
+1.4770000000000002e+02 +2.1249767126481051e-05 -6.3327385487461814e-03 +1.7780113698592126e+07 
+1.4780000000000001e+02 +2.1194976012995197e-05 -6.3091222959532215e-03 +1.7706025926679093e+07 
+1.4790000000000001e+02 +2.1140362316831638e-05 -6.2855980531776505e-03 +1.7630764229218025e+07 
+1.4800000000000000e+02 +2.1085924780302238e-05 -6.2621629696661286e-03 +1.7553785731673345e+07 
+1.4809999999999999e+02 +2.1031662334078803e-05 -6.2388149710051379e-03 +1.7474722966689639e+07 
+1.4820000000000002e+02 +2.0977574662271500e-05 -6.2155550881023832e-03 +1.7393910084285229e+07 
+1.4830000000000001e+02 +2.0923661637350447e-05 -6.1923851282054470e-03 +1.7311856641915839e+07 
+1.4840000000000001e+02 +2.0869923131785521e-05 -6.1693068985545461e-03 +1.7229072194410205e+07 
+1.4850000000000000e+02 +2.0816359018046752e-05 -6.1463222063950418e-03 +1.7146066298538473e+07 
+1.4859999999999999e+02 +2.0762969168604042e-05 -6.1234328589688230e-03 +1.7063348509782013e+07 
+1.4870000000000002e+02 +2.0709753455927428e-05 -6.1006406635207280e-03 +1.6981428384543467e+07 
+1.4880000000000001e+02 +2.0656711752486860e-05 -6.0779474272932314e-03 +1.6900815478585534e+07 
+1.4890000000000001e+02 +2.0603843930752320e-05 -6.0553549575308044e-03 +1.6822019348365348e+07 
+1.4900000000000000e+02 +2.0551149863193785e-05 -6.0328650614766659e-03 +1.6745549549696293e+07 
+1.4909999999999999e+02 +2.0498629251893968e-05 -6.0104788256037014e-03 +1.6671749857197983e+07 
+1.4920000000000002e+02 +2.0446281117386460e-05 -5.9881944533007039e-03 +1.6600300918763412e+07 
+1.4930000000000001e+02 +2.0394104309817672e-05 -5.9660094271862252e-03 +1.6530717600790201e+07 
+1.4940000000000001e+02 +2.0342097679334008e-05 -5.9439212298813097e-03 +1.6462514770759465e+07 
+1.4950000000000000e+02 +2.0290260076081775e-05 -5.9219273440019333e-03 +1.6395207294250188e+07 
+1.4959999999999999e+02 +2.0238590350207391e-05 -5.9000252521685956e-03 +1.6328310038405132e+07 
+1.4970000000000002e+02 +2.0187087351857174e-05 -5.8782124369989464e-03 +1.6261337869455909e+07 
+1.4980000000000001e+02 +2.0135749931177612e-05 -5.8564863811138602e-03 +1.6193805654647928e+07 
+1.4990000000000001e+02 +2.0084576938314918e-05 -5.8348445671283335e-03 +1.6125228259357415e+07 
+1.5000000000000000e+02 +2.0033567223415606e-05 -5.8132844776646571e-03 +1.6055120551206145e+07 
+1.5009999999999999e+02 +1.9982719808079714e-05 -5.7918042773749427e-03 +1.5983154301479168e+07 
+1.5020000000000002e+02 +1.9932034399722703e-05 -5.7704048590608613e-03 +1.5909628904440364e+07 
+1.5030000000000001e+02 +1.9881510877213653e-05 -5.7490877975552839e-03 +1.5835000658451553e+07 
+1.5040000000000001e+02 +1.9831149119421648e-05 -5.7278546676927476e-03 +1.5759725862368777e+07 
+1.5050000000000000e+02 +1.9780949005215910e-05 -5.7067070443091016e-03 +1.5684260815259706e+07 
+1.5059999999999999e+02 +1.9730910413465545e-05 -5.6856465022399848e-03 +1.5609061816511350e+07 
+1.5070000000000002e+02 +1.9681033223039652e-05 -5.6646746163187415e-03 +1.5534585164443713e+07 
+1.5080000000000001e+02 +1.9631317312807373e-05 -5.6437929613794386e-03 +1.5461287157611229e+07 
+1.5090000000000001e+02 +1.9581762561637873e-05 -5.6230031122592667e-03 +1.5389624095917948e+07 
+1.5100000000000000e+02 +1.9532368848400311e-05 -5.6023066437925631e-03 +1.5320052277856212e+07 
+1.5109999999999999e+02 +1.9483135896862607e-05 -5.5817044979014430e-03 +1.5252879559557594e+07 
+1.5120000000000002e+02 +1.9434062810388174e-05 -5.5611950848606529e-03 +1.5187820025880681e+07 
+1.5130000000000001e+02 +1.9385148537239452e-05 -5.5407761820378890e-03 +1.5124439320585461e+07 
+1.5140000000000001e+02 +1.9336392025678608e-05 -5.5204455667940151e-03 +1.5062303085330835e+07 
+1.5150000000000000e+02 +1.9287792223967956e-05 -5.5002010164937748e-03 +1.5000976962955508e+07 
